model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.03,0.59,0.99,pi3,0.07,0.9155896087184726,0.9838259824046648,0.03,0.7,rbf,1,True,0.03615115086237589
pi3,SVR(C=10),0.05,0.86,0.98,pi2,0.04,0.940395296162373,0.9900766998443786,0.03,0.56,rbf,1,True,0.03615115086237589
pi3,SVR(C=10),0.05,0.86,0.98,pi4,0.05,0.9363487594378326,0.9672914179486889,0.03,0.35,rbf,1,True,0.03615115086237589
pi4,SVR(),0.03,0.61,0.97,pi3,0.01,0.9612873111483929,0.9838259824046648,0.03,0.92,rbf,1,True,0.03615115086237589
pi2,"SVR(C=10, kernel='linear')",0.04,0.36,0.99,pi3,0.06,0.9299255879940364,0.9298280654050166,0.03,0.7,linear,1,True,0.03615115086237589
pi3,"SVR(C=10, kernel='linear')",0.04,0.42,0.93,pi2,0.05,0.9843616728183168,0.9866305053296432,0.03,0.56,linear,1,True,0.03615115086237589
pi3,"SVR(C=10, kernel='linear')",0.04,0.42,0.93,pi4,0.0,0.9312297546905979,0.9273270151624857,0.03,0.35,linear,1,True,0.03615115086237589
pi4,"SVR(C=0.1, kernel='linear')",0.01,0.43,0.93,pi3,0.0,0.9253024988312809,0.9298280654050166,0.03,0.92,linear,1,True,0.03615115086237589
pi2,"SVR(C=1, epsilon=0.5)",0.01,0.59,0.32,pi3,0.11,0.4332514744135685,0.6307211242769843,0.03,0.32,rbf,2,True,0.028598666191101074
pi3,"SVR(C=10, epsilon=0.5)",0.02,0.99,0.63,pi2,0.5,0.12678556545140962,0.32433487626991275,0.03,0.73,rbf,2,True,0.028598666191101074
pi3,"SVR(C=10, epsilon=0.5)",0.02,0.99,0.63,pi5,1.04,-0.41172964048520866,0.3769324713571298,0.02,0.74,rbf,2,True,0.028598666191101074
pi5,"SVR(C=10, epsilon=0.5)",0.01,0.71,0.38,pi3,0.01,0.38978730212742885,0.6307211242769843,0.02,0.77,rbf,2,True,0.028598666191101074
pi2,"SVR(C=10, epsilon=0.5, kernel='linear')",0.03,0.9,0.24,pi3,0.18,0.42179138086015533,0.4799136018443183,0.03,0.32,linear,2,True,0.028598666191101074
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.01,0.8,0.48,pi2,0.25,0.22818326200094985,0.24434013465247917,0.03,0.73,linear,2,True,0.028598666191101074
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.01,0.8,0.48,pi5,0.18,0.2949412801060959,0.30498583713710403,0.02,0.74,linear,2,True,0.028598666191101074
pi5,"SVR(C=0.1, kernel='linear')",0.03,1.61,0.3,pi3,0.17,0.47667437745610497,0.4799136018443183,0.02,0.77,linear,2,True,0.028598666191101074
pi2,SVR(C=10),0.02,0.38,0.96,pi4,0.03,0.9851397051177083,0.9879774035162566,0.01,0.94,rbf,3,True,0.011743634939193726
pi4,SVR(C=10),0.02,0.35,0.99,pi2,0.03,0.9538781041507706,0.9569958481558452,0.01,0.74,rbf,3,True,0.011743634939193726
pi2,SVR(kernel='linear'),0.01,0.51,0.96,pi4,0.03,0.984991407778061,0.984836384887406,0.01,0.94,linear,3,True,0.011743634939193726
pi4,SVR(kernel='linear'),0.02,0.61,0.98,pi2,0.03,0.957372663676871,0.9580417057322286,0.01,0.74,linear,3,True,0.011743634939193726
