model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.02,0.38,0.99,pi3,0.08,0.9149705177500739,0.9805388395936397,0.04,0.77,rbf,1,True,0.05718811353047689
pi3,SVR(),0.02,0.41,0.98,pi2,0.05,0.9354105122525527,0.9921473778789086,0.04,0.65,rbf,1,True,0.05718811353047689
pi3,SVR(),0.02,0.41,0.98,pi4,0.07,0.9065170759417143,0.9586238364928361,0.05,0.31,rbf,1,True,0.05718811353047689
pi4,SVR(C=10),0.03,0.42,0.96,pi3,0.01,0.9501218572436361,0.9805388395936397,0.05,0.98,rbf,1,True,0.05718811353047689
pi2,SVR(kernel='linear'),0.02,0.3,0.99,pi3,0.06,0.9278141966712373,0.9276196801810496,0.04,0.77,linear,1,True,0.05718811353047689
pi3,SVR(kernel='linear'),0.02,0.38,0.93,pi2,0.06,0.9882408526067233,0.9887228182760432,0.04,0.65,linear,1,True,0.05718811353047689
pi3,SVR(kernel='linear'),0.02,0.38,0.93,pi4,0.02,0.9086111384777646,0.8991102611409594,0.05,0.31,linear,1,True,0.05718811353047689
pi4,SVR(kernel='linear'),0.01,0.39,0.9,pi3,0.02,0.9175418336855615,0.9276196801810496,0.05,0.98,linear,1,True,0.05718811353047689
pi2,SVR(),0.02,0.27,0.83,pi3,0.48,0.34444259715286785,0.6484702326490799,0.03,0.35,rbf,2,True,0.03241864840189616
pi3,"SVR(C=1, epsilon=0.5)",0.01,0.4,0.65,pi2,1.39,-0.7376827093198703,0.8250502849434993,0.03,0.85,rbf,2,True,0.03241864840189616
pi3,"SVR(C=1, epsilon=0.5)",0.01,0.4,0.65,pi5,0.15,0.5032227629773611,0.8852281608964951,0.02,0.81,rbf,2,True,0.03241864840189616
pi5,SVR(C=10),0.04,0.4,0.89,pi3,0.37,0.5152617471762144,0.6484702326490799,0.02,0.91,rbf,2,True,0.03241864840189616
pi2,SVR(kernel='linear'),0.01,0.26,0.77,pi3,0.4,0.3719285528173346,0.5832332214523314,0.03,0.35,linear,2,True,0.03241864840189616
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.0,0.39,0.58,pi2,0.57,0.01757222452534668,0.7735545682021098,0.03,0.85,linear,2,True,0.03241864840189616
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.0,0.39,0.58,pi5,0.17,0.7508130984298467,0.7495612205945849,0.02,0.81,linear,2,True,0.03241864840189616
pi5,SVR(kernel='linear'),0.02,0.78,0.75,pi3,0.16,0.5846017780486721,0.5832332214523314,0.02,0.91,linear,2,True,0.03241864840189616
pi2,SVR(),0.01,0.28,0.96,pi4,0.01,0.9726288053482259,0.9884504518230425,0.01,0.94,rbf,3,True,0.012132197618484497
pi4,SVR(C=10),0.01,0.19,0.99,pi2,0.03,0.9627918192673712,0.9638177549354165,0.01,0.84,rbf,3,True,0.012132197618484497
pi2,"SVR(C=0.1, kernel='linear')",0.0,0.17,0.97,pi4,0.02,0.9856978821464024,0.9863349861163955,0.01,0.94,linear,3,True,0.012132197618484497
pi4,"SVR(C=0.1, kernel='linear')",0.0,0.16,0.99,pi2,0.02,0.9671698947387127,0.9664955635530638,0.01,0.84,linear,3,True,0.012132197618484497
