model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.04,0.54,0.99,pi3,0.08,0.9117194097328418,0.979530502964124,0.03,0.69,rbf,1,True,0.046960910161336265
pi3,SVR(C=10),0.05,0.72,0.98,pi2,0.05,0.9304471926759682,0.9909988103255023,0.03,0.56,rbf,1,True,0.046960910161336265
pi3,SVR(C=10),0.05,0.72,0.98,pi4,0.07,0.910671387203011,0.9569863159357175,0.04,0.29,rbf,1,True,0.046960910161336265
pi4,SVR(),0.03,0.56,0.96,pi3,0.01,0.9484026849344005,0.979530502964124,0.04,0.89,rbf,1,True,0.046960910161336265
pi2,SVR(kernel='linear'),0.02,0.57,0.99,pi3,0.06,0.9267357527569212,0.927441863274088,0.03,0.69,linear,1,True,0.046960910161336265
pi3,SVR(kernel='linear'),0.04,0.58,0.93,pi2,0.06,0.985096798483087,0.9876174715782562,0.03,0.56,linear,1,True,0.046960910161336265
pi3,SVR(kernel='linear'),0.04,0.58,0.93,pi4,0.01,0.9131000151895804,0.90738808034072,0.04,0.29,linear,1,True,0.046960910161336265
pi4,SVR(kernel='linear'),0.03,0.69,0.91,pi3,0.02,0.9240566688513412,0.927441863274088,0.04,0.89,linear,1,True,0.046960910161336265
pi2,"SVR(C=0.1, epsilon=0.5)",0.01,0.67,0.32,pi3,0.11,0.4307523268803459,0.6894208976683869,0.03,0.29,rbf,2,True,0.032500624656677246
pi3,"SVR(C=10, epsilon=0.5)",0.02,0.77,0.69,pi2,0.49,0.2021058403298156,0.32334464241205796,0.03,0.73,rbf,2,True,0.032500624656677246
pi3,"SVR(C=10, epsilon=0.5)",0.02,0.77,0.69,pi5,0.85,-0.15907762139673998,0.473673580330805,0.03,0.72,rbf,2,True,0.032500624656677246
pi5,"SVR(C=1, epsilon=0.5)",0.01,0.63,0.47,pi3,0.03,0.44428569573402443,0.6894208976683869,0.03,0.75,rbf,2,True,0.032500624656677246
pi2,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.0,0.85,0.24,pi3,0.19,0.4232514744548189,0.4912003338797106,0.03,0.29,linear,2,True,0.032500624656677246
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.01,0.83,0.49,pi2,0.3,0.1885436137880746,0.23722550415439303,0.03,0.73,linear,2,True,0.032500624656677246
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.01,0.83,0.49,pi5,0.11,0.3842493230442958,0.40010647598556226,0.03,0.72,linear,2,True,0.032500624656677246
pi5,SVR(kernel='linear'),0.05,0.95,0.4,pi3,0.1,0.49642468596831313,0.4912003338797106,0.03,0.75,linear,2,True,0.032500624656677246
pi2,SVR(C=10),0.02,0.43,0.95,pi4,0.03,0.9828182015041937,0.9873275047752132,0.01,0.95,rbf,3,True,0.011963903903961182
pi4,SVR(C=10),0.02,0.33,0.99,pi2,0.04,0.9520768343439968,0.9545922412193234,0.01,0.72,rbf,3,True,0.011963903903961182
pi2,"SVR(C=10, kernel='linear')",0.01,0.31,0.96,pi4,0.03,0.9829289550327618,0.9826224517907196,0.01,0.95,linear,3,True,0.011963903903961182
pi4,"SVR(C=10, kernel='linear')",0.02,0.29,0.98,pi2,0.03,0.9547755508019111,0.9558161598655811,0.01,0.72,linear,3,True,0.011963903903961182
