model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.04,0.5,0.99,pi3,0.06,0.9255957737196823,0.9832524149631566,0.03,0.71,rbf,1,True,0.043712000052134194
pi3,SVR(),0.04,0.6,0.98,pi2,0.05,0.9303444396938005,0.9895852160546434,0.03,0.59,rbf,1,True,0.043712000052134194
pi3,SVR(),0.04,0.6,0.98,pi4,0.08,0.8991039245384906,0.9641737090425594,0.04,0.29,rbf,1,True,0.043712000052134194
pi4,SVR(C=10),0.05,0.59,0.96,pi3,0.02,0.9458593677207292,0.9832524149631566,0.04,0.92,rbf,1,True,0.043712000052134194
pi2,SVR(kernel='linear'),0.02,0.46,0.99,pi3,0.05,0.9329730388379767,0.9339550060947566,0.03,0.71,linear,1,True,0.043712000052134194
pi3,"SVR(C=10, kernel='linear')",0.05,0.67,0.93,pi2,0.05,0.9832197709748014,0.9862259177423788,0.03,0.59,linear,1,True,0.043712000052134194
pi3,"SVR(C=10, kernel='linear')",0.05,0.67,0.93,pi4,0.05,0.879821792107847,0.874901188568961,0.04,0.29,linear,1,True,0.043712000052134194
pi4,SVR(kernel='linear'),0.02,0.62,0.87,pi3,0.05,0.9264774476695492,0.9339550060947566,0.04,0.92,linear,1,True,0.043712000052134194
pi2,"SVR(C=1, epsilon=0.5)",0.01,0.67,0.32,pi3,0.12,0.439277794099861,0.6429463059868514,0.03,0.3,rbf,2,True,0.037452359994252525
pi3,"SVR(C=1, epsilon=0.5)",0.01,0.76,0.64,pi2,0.32,0.32482994963719725,0.3193733097266749,0.03,0.74,rbf,2,True,0.037452359994252525
pi2,"SVR(C=10, epsilon=0.5, kernel='linear')",0.02,0.88,0.24,pi3,0.19,0.4210265158359696,0.48385975590151786,0.03,0.3,linear,2,True,0.037452359994252525
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.01,0.93,0.48,pi2,0.28,0.20157591959937182,0.23533885384283293,0.03,0.74,linear,2,True,0.037452359994252525
pi2,SVR(C=10),0.02,0.42,0.95,pi4,0.03,0.984166149777809,0.9882457774073932,0.02,0.92,rbf,3,True,0.016816675662994385
pi4,SVR(C=10),0.01,0.3,0.99,pi2,0.04,0.9469703511037569,0.9494332043654025,0.02,0.72,rbf,3,True,0.016816675662994385
pi2,"SVR(C=10, kernel='linear')",0.01,0.3,0.95,pi4,0.03,0.9830042759741728,0.9829770701431761,0.02,0.92,linear,3,True,0.016816675662994385
pi4,SVR(kernel='linear'),0.01,0.3,0.98,pi2,0.03,0.950698114473427,0.9513243288514172,0.02,0.72,linear,3,True,0.016816675662994385
