model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.08,0.65,0.99,pi3,0.07,0.9171286143404626,0.9817159475540261,0.03,0.71,rbf,1,True,0.047903994719187416
pi3,SVR(),0.05,0.99,0.98,pi2,0.04,0.9372886417256395,0.9902144918117654,0.03,0.61,rbf,1,True,0.047903994719187416
pi3,SVR(),0.05,0.99,0.98,pi4,0.08,0.897590789876319,0.9466823517678578,0.04,0.31,rbf,1,True,0.047903994719187416
pi4,SVR(),0.07,0.63,0.95,pi3,0.01,0.9549936041652821,0.9817159475540261,0.04,0.93,rbf,1,True,0.047903994719187416
pi2,"SVR(C=10, kernel='linear')",0.08,0.68,0.99,pi3,0.06,0.9293620383480848,0.9291879004056185,0.03,0.71,linear,1,True,0.047903994719187416
pi3,SVR(kernel='linear'),0.05,0.68,0.93,pi2,0.06,0.9850893656003282,0.9873265571738465,0.03,0.61,linear,1,True,0.047903994719187416
pi3,SVR(kernel='linear'),0.05,0.68,0.93,pi4,0.05,0.8767727678976351,0.8729227577275286,0.04,0.31,linear,1,True,0.047903994719187416
pi4,SVR(kernel='linear'),0.05,0.69,0.87,pi3,0.05,0.9225485752938907,0.9291879004056185,0.04,0.93,linear,1,True,0.047903994719187416
pi2,"SVR(C=1, epsilon=0.5)",0.01,0.72,0.32,pi3,0.11,0.4326274231211835,0.6459818758066009,0.03,0.3,rbf,2,True,0.03408865133921305
pi3,"SVR(C=1, epsilon=0.5)",0.04,1.03,0.65,pi2,0.31,0.33873566044629455,0.32165985918537143,0.03,0.72,rbf,2,True,0.03408865133921305
pi3,"SVR(C=1, epsilon=0.5)",0.04,1.03,0.65,pi5,0.59,0.0535985941338446,0.3885469138847618,0.03,0.75,rbf,2,True,0.03408865133921305
pi5,SVR(),0.05,0.93,0.39,pi3,0.12,0.5042414417274157,0.6459818758066009,0.03,0.76,rbf,2,True,0.03408865133921305
pi2,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.0,0.94,0.23,pi3,0.2,0.4307337496655227,0.5021661568087463,0.03,0.3,linear,2,True,0.03408865133921305
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.01,1.25,0.5,pi2,0.28,0.22094509413509722,0.22893217920560194,0.03,0.72,linear,2,True,0.03408865133921305
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.01,1.25,0.5,pi5,0.17,0.33303812442468494,0.34398990318232114,0.03,0.75,linear,2,True,0.03408865133921305
pi5,"SVR(C=0.01, kernel='linear')",0.02,1.14,0.34,pi3,0.15,0.49651018528434043,0.5021661568087463,0.03,0.76,linear,2,True,0.03408865133921305
pi2,SVR(C=10),0.02,0.38,0.95,pi4,0.04,0.9838594398767676,0.9864678349178326,0.02,0.96,rbf,3,True,0.015923261642456055
pi4,SVR(C=10),0.02,0.4,0.99,pi2,0.04,0.9448975431269211,0.9475819557947093,0.02,0.72,rbf,3,True,0.015923261642456055
pi2,"SVR(C=10, kernel='linear')",0.01,0.29,0.95,pi4,0.03,0.9820439166964109,0.982225716301297,0.02,0.96,linear,3,True,0.015923261642456055
pi4,SVR(kernel='linear'),0.01,0.35,0.98,pi2,0.03,0.947802158830281,0.9485812294698307,0.02,0.72,linear,3,True,0.015923261642456055
