model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.02,0.31,0.99,pi3,0.06,0.9355357182964685,0.9815492970556067,0.03,0.74,rbf,1,True,0.04156261682510376
pi3,SVR(),0.02,0.29,0.98,pi2,0.03,0.9532496547767343,0.9921228944753926,0.03,0.65,rbf,1,True,0.04156261682510376
pi3,SVR(),0.02,0.29,0.98,pi4,0.07,0.909667647539248,0.9593583594253461,0.04,0.33,rbf,1,True,0.04156261682510376
pi4,SVR(C=10),0.03,0.37,0.96,pi3,0.02,0.9437972251922813,0.9815492970556067,0.04,0.96,rbf,1,True,0.04156261682510376
pi2,"SVR(C=0.1, kernel='linear')",0.01,0.38,0.99,pi3,0.04,0.9454254099339006,0.9456068079125777,0.03,0.74,linear,1,True,0.04156261682510376
pi3,SVR(kernel='linear'),0.01,0.35,0.95,pi2,0.04,0.9884772357153682,0.989248139467684,0.03,0.65,linear,1,True,0.04156261682510376
pi3,SVR(kernel='linear'),0.01,0.35,0.95,pi4,0.03,0.911789958095645,0.9046367629737738,0.04,0.33,linear,1,True,0.04156261682510376
pi4,SVR(kernel='linear'),0.01,0.35,0.9,pi3,0.04,0.9419478479675261,0.9456068079125777,0.04,0.96,linear,1,True,0.04156261682510376
pi2,SVR(C=10),0.02,0.34,0.85,pi3,0.55,0.301580067146477,0.6338731867665928,0.03,0.33,rbf,2,True,0.05046315987904867
pi3,"SVR(C=10, epsilon=0.5)",0.02,0.56,0.63,pi2,1.15,-0.5165391887774882,0.8488015935886171,0.03,0.82,rbf,2,True,0.05046315987904867
pi3,"SVR(C=10, epsilon=0.5)",0.02,0.56,0.63,pi5,0.52,0.1160320772583241,0.5067057397431158,0.05,0.81,rbf,2,True,0.05046315987904867
pi5,SVR(),0.02,0.4,0.51,pi3,0.0,0.5064792002750718,0.6338731867665928,0.05,0.79,rbf,2,True,0.05046315987904867
pi2,SVR(kernel='linear'),0.01,0.31,0.77,pi3,0.45,0.32218629915017005,0.4802047520373831,0.03,0.33,linear,2,True,0.05046315987904867
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.0,0.49,0.48,pi2,0.2,0.2811652189419661,0.7742133607841246,0.03,0.82,linear,2,True,0.05046315987904867
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.0,0.49,0.48,pi5,0.02,0.4559214673836304,0.45442931001367026,0.05,0.81,linear,2,True,0.05046315987904867
pi5,SVR(kernel='linear'),0.01,0.35,0.45,pi3,0.03,0.48247371157648056,0.4802047520373831,0.05,0.79,linear,2,True,0.05046315987904867
pi2,SVR(),0.01,0.29,0.97,pi4,0.01,0.9809634432216592,0.9877427647439007,0.01,0.97,rbf,3,True,0.01335248351097107
pi4,SVR(C=10),0.01,0.2,0.99,pi2,0.03,0.9551868164686158,0.9677794739438851,0.01,0.75,rbf,3,True,0.01335248351097107
pi2,SVR(kernel='linear'),0.0,0.18,0.97,pi4,0.02,0.9828256802878508,0.9826227109388063,0.01,0.97,linear,3,True,0.01335248351097107
pi4,SVR(kernel='linear'),0.01,0.19,0.98,pi2,0.01,0.9682771816938633,0.9677800700444698,0.01,0.75,linear,3,True,0.01335248351097107
