model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.05,0.64,0.99,pi3,0.08,0.908500560269783,0.977640859830803,0.03,0.69,rbf,1,True,0.0402685801188151
pi3,SVR(C=10),0.07,0.83,0.98,pi2,0.04,0.936131092728978,0.9896461186411925,0.03,0.6,rbf,1,True,0.0402685801188151
pi3,SVR(C=10),0.07,0.83,0.98,pi4,0.05,0.9254347805438118,0.9609911972749087,0.04,0.3,rbf,1,True,0.0402685801188151
pi4,SVR(),0.04,0.7,0.96,pi3,0.01,0.948565971795039,0.977640859830803,0.04,0.91,rbf,1,True,0.0402685801188151
pi2,SVR(kernel='linear'),0.03,0.64,0.99,pi3,0.06,0.9219067575961676,0.9223058638643474,0.03,0.69,linear,1,True,0.0402685801188151
pi3,"SVR(C=10, kernel='linear')",0.07,0.75,0.92,pi2,0.06,0.9845208452810806,0.9868349711416378,0.03,0.6,linear,1,True,0.0402685801188151
pi3,"SVR(C=10, kernel='linear')",0.07,0.75,0.92,pi4,0.0,0.9239606909884914,0.9180184269409383,0.04,0.3,linear,1,True,0.0402685801188151
pi4,SVR(kernel='linear'),0.03,0.77,0.92,pi3,0.0,0.9167555275325505,0.9223058638643474,0.04,0.91,linear,1,True,0.0402685801188151
pi2,"SVR(C=1, epsilon=0.5)",0.01,0.75,0.33,pi3,0.12,0.4564384067518804,0.6452611922249243,0.03,0.3,rbf,2,True,0.03566668430964152
pi3,"SVR(C=10, epsilon=0.5)",0.03,0.92,0.65,pi2,0.48,0.16581714655929802,0.33144817715161956,0.03,0.72,rbf,2,True,0.03566668430964152
pi3,"SVR(C=10, epsilon=0.5)",0.03,0.92,0.65,pi5,0.81,-0.16228103126159854,0.49162414731498183,0.03,0.76,rbf,2,True,0.03566668430964152
pi5,SVR(),0.05,0.77,0.49,pi3,0.01,0.5031332302616209,0.6452611922249243,0.03,0.74,rbf,2,True,0.03566668430964152
pi2,"SVR(C=1, epsilon=0.5, kernel='linear')",0.01,1.01,0.25,pi3,0.18,0.43122152931733426,0.4846655787779103,0.03,0.3,linear,2,True,0.03566668430964152
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.01,0.88,0.48,pi2,0.27,0.21944330164096204,0.2481324816267928,0.03,0.72,linear,2,True,0.03566668430964152
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.01,0.88,0.48,pi5,0.05,0.4346231713148646,0.4441520702567613,0.03,0.76,linear,2,True,0.03566668430964152
pi5,SVR(kernel='linear'),0.04,1.12,0.44,pi3,0.04,0.48698902916627795,0.4846655787779103,0.03,0.74,linear,2,True,0.03566668430964152
pi2,SVR(C=10),0.02,0.49,0.95,pi4,0.03,0.9842309898598832,0.9882801011155894,0.01,0.93,rbf,3,True,0.008956193923950195
pi4,SVR(C=10),0.02,0.41,0.99,pi2,0.04,0.9494865854738498,0.9536227991923963,0.01,0.75,rbf,3,True,0.008956193923950195
pi2,SVR(kernel='linear'),0.01,0.38,0.95,pi4,0.03,0.9831409042125648,0.9835853284013932,0.01,0.93,linear,3,True,0.008956193923950195
pi4,"SVR(C=10, kernel='linear')",0.02,0.37,0.98,pi2,0.03,0.9539147777411109,0.9541779206737254,0.01,0.75,linear,3,True,0.008956193923950195
