model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.02,0.29,0.99,pi3,0.05,0.9438296227237869,0.9839152581678574,0.03,0.75,rbf,1,True,0.05654054880142212
pi3,SVR(C=10),0.02,0.28,0.98,pi2,0.04,0.9433190498096484,0.9917254897898354,0.03,0.7,rbf,1,True,0.05654054880142212
pi3,SVR(C=10),0.02,0.28,0.98,pi4,0.07,0.9172148033526272,0.964656213774275,0.05,0.29,rbf,1,True,0.05654054880142212
pi4,SVR(C=10),0.03,0.38,0.96,pi3,0.01,0.9589332052478797,0.9839152581678574,0.05,0.93,rbf,1,True,0.05654054880142212
pi2,"SVR(C=10, kernel='linear')",0.02,0.26,0.99,pi3,0.04,0.9527476394525921,0.9521619604805424,0.03,0.75,linear,1,True,0.05654054880142212
pi3,SVR(kernel='linear'),0.01,0.28,0.95,pi2,0.04,0.9899764699937933,0.9904020634271977,0.03,0.7,linear,1,True,0.05654054880142212
pi3,SVR(kernel='linear'),0.01,0.28,0.95,pi4,0.03,0.9188838423243582,0.9104245409820525,0.05,0.29,linear,1,True,0.05654054880142212
pi4,SVR(kernel='linear'),0.01,0.37,0.91,pi3,0.04,0.9496337025908712,0.9521619604805424,0.05,0.93,linear,1,True,0.05654054880142212
pi2,SVR(),0.02,0.31,0.84,pi3,0.69,0.14630160056709207,0.5397817555801705,0.03,0.35,rbf,2,True,0.03958261013031006
pi3,"SVR(C=1, epsilon=0.5)",0.0,0.36,0.54,pi2,0.78,-0.23590474888708268,0.8390256849405676,0.03,0.82,rbf,2,True,0.03958261013031006
pi3,"SVR(C=1, epsilon=0.5)",0.0,0.36,0.54,pi5,0.06,0.47999359435458566,0.8978940258397274,0.03,0.84,rbf,2,True,0.03958261013031006
pi5,SVR(),0.02,0.31,0.9,pi3,0.53,0.37181056131549806,0.5397817555801705,0.03,0.89,rbf,2,True,0.03958261013031006
pi2,SVR(kernel='linear'),0.01,0.29,0.78,pi3,0.57,0.21128933814464457,0.4178342740869859,0.03,0.35,linear,2,True,0.03958261013031006
pi3,"SVR(C=1, epsilon=0.5, kernel='linear')",0.01,0.41,0.42,pi2,0.28,0.13963549552743026,0.7815273387533463,0.03,0.82,linear,2,True,0.03958261013031006
pi3,"SVR(C=1, epsilon=0.5, kernel='linear')",0.01,0.41,0.42,pi5,0.33,0.7478429954188082,0.7457199508598871,0.03,0.84,linear,2,True,0.03958261013031006
pi5,"SVR(C=10, kernel='linear')",0.1,0.6,0.75,pi3,0.33,0.41245202980227946,0.4178342740869859,0.03,0.89,linear,2,True,0.03958261013031006
