model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.02,0.34,0.99,pi3,0.07,0.920555875156268,0.9797829955085948,0.04,0.7,rbf,1,True,0.05320038398106893
pi3,SVR(C=0.1),0.02,0.37,0.98,pi2,0.05,0.9330378415072375,0.9914474424573303,0.04,0.64,rbf,1,True,0.05320038398106893
pi2,"SVR(C=0.1, kernel='linear')",0.01,0.25,0.99,pi3,0.06,0.9274495348442129,0.9272238099182054,0.04,0.7,linear,1,True,0.05320038398106893
pi3,"SVR(C=10, kernel='linear')",0.03,0.35,0.93,pi2,0.06,0.988300298510578,0.9890199233632113,0.04,0.64,linear,1,True,0.05320038398106893
pi2,SVR(),0.01,0.3,0.81,pi3,0.53,0.28110051182892937,0.6797423884783778,0.04,0.32,rbf,2,True,0.04569649696350098
pi2,SVR(),0.01,0.3,0.81,pi5,0.29,0.519435673640601,0.9091528436563096,0.05,0.44,rbf,2,True,0.04569649696350098
pi3,"SVR(C=1, epsilon=0.5)",0.01,0.51,0.68,pi2,2.93,-2.2535344285125634,0.8083864944097736,0.04,0.85,rbf,2,True,0.04569649696350098
pi5,SVR(C=10),0.03,0.37,0.91,pi2,1.55,-0.6368239617232854,0.8083864944097736,0.05,0.84,rbf,2,True,0.04569649696350098
pi2,SVR(kernel='linear'),0.01,0.33,0.78,pi3,0.47,0.31155136482493284,0.5023677594545793,0.04,0.32,linear,2,True,0.04569649696350098
pi2,SVR(kernel='linear'),0.01,0.33,0.78,pi5,0.23,0.5483173185774055,0.8012468832406235,0.05,0.44,linear,2,True,0.04569649696350098
pi3,SVR(kernel='linear'),0.02,0.41,0.5,pi2,0.65,-0.14860910925422655,0.7768951235114363,0.04,0.85,linear,2,True,0.04569649696350098
pi5,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.0,0.36,0.8,pi2,1.3,-0.5024855758979938,0.7768951235114363,0.05,0.84,linear,2,True,0.04569649696350098
pi2,SVR(C=10),0.01,0.25,0.96,pi4,0.02,0.9806457457386791,0.9878662437525285,0.02,0.95,rbf,3,True,0.026032239198684692
pi4,SVR(C=10),0.01,0.19,0.99,pi2,0.04,0.9518270639392338,0.9621573917332211,0.02,0.76,rbf,3,True,0.026032239198684692
pi2,SVR(kernel='linear'),0.0,0.17,0.96,pi4,0.02,0.9843366910901801,0.9840728898306859,0.02,0.95,linear,3,True,0.026032239198684692
pi4,SVR(kernel='linear'),0.0,0.17,0.98,pi2,0.02,0.963303890906865,0.9633075349760303,0.02,0.76,linear,3,True,0.026032239198684692
