model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.02,0.37,0.99,pi3,0.08,0.9141081666229548,0.98216007508266,0.04,0.78,rbf,1,True,0.05313563346862793
pi3,SVR(C=10),0.02,0.33,0.98,pi2,0.06,0.9250708448756275,0.9915620201676196,0.04,0.6,rbf,1,True,0.05313563346862793
pi3,SVR(C=10),0.02,0.33,0.98,pi4,0.14,0.8401616170579251,0.9592481811296394,0.05,0.3,rbf,1,True,0.05313563346862793
pi4,SVR(C=10),0.02,0.31,0.96,pi3,0.02,0.9364328699351554,0.98216007508266,0.05,0.96,rbf,1,True,0.05313563346862793
pi2,"SVR(C=0.1, kernel='linear')",0.01,0.27,0.99,pi3,0.06,0.9266929067158294,0.9248297235763966,0.04,0.78,linear,1,True,0.05313563346862793
pi3,SVR(kernel='linear'),0.02,0.32,0.92,pi2,0.06,0.9818966008132769,0.9879629140722176,0.04,0.6,linear,1,True,0.05313563346862793
pi3,SVR(kernel='linear'),0.02,0.32,0.92,pi4,0.01,0.9161775570523132,0.9152706719309196,0.05,0.3,linear,1,True,0.05313563346862793
pi4,SVR(kernel='linear'),0.01,0.33,0.92,pi3,0.01,0.9211184096826912,0.9248297235763966,0.05,0.96,linear,1,True,0.05313563346862793
pi2,SVR(C=10),0.02,0.3,0.84,pi3,0.31,0.5278742052991934,0.788819489615059,0.02,0.36,rbf,2,True,0.04001510143280029
pi3,SVR(),0.03,0.41,0.79,pi2,0.42,0.3667923036305262,0.8423011764016082,0.02,0.84,rbf,2,True,0.04001510143280029
pi3,SVR(),0.03,0.41,0.79,pi5,0.17,0.6151844219440095,0.8906826087398468,0.04,0.82,rbf,2,True,0.04001510143280029
pi5,SVR(),0.02,0.3,0.89,pi3,0.15,0.7403105735950883,0.788819489615059,0.04,0.81,rbf,2,True,0.04001510143280029
pi2,SVR(kernel='linear'),0.01,0.3,0.76,pi3,0.27,0.49013650207366777,0.6546284465325505,0.02,0.36,linear,2,True,0.04001510143280029
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.0,0.36,0.65,pi2,0.47,0.1863279536279968,0.7619759708590508,0.02,0.84,linear,2,True,0.04001510143280029
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.0,0.36,0.65,pi5,0.18,0.8325860153133118,0.8065435151418816,0.04,0.82,linear,2,True,0.04001510143280029
pi5,SVR(kernel='linear'),0.01,0.39,0.81,pi3,0.18,0.6279752945329817,0.6546284465325505,0.04,0.81,linear,2,True,0.04001510143280029
pi2,SVR(C=10),0.01,0.24,0.97,pi4,0.01,0.9807627594006373,0.9893185944767574,0.01,0.97,rbf,3,True,0.01467365026473999
pi4,SVR(C=10),0.01,0.19,0.99,pi2,0.03,0.9604189374386857,0.966407750599017,0.01,0.83,rbf,3,True,0.01467365026473999
pi2,SVR(kernel='linear'),0.0,0.17,0.97,pi4,0.02,0.9859125829713064,0.9871818932202634,0.01,0.97,linear,3,True,0.01467365026473999
pi4,SVR(kernel='linear'),0.0,0.15,0.99,pi2,0.02,0.9646948576047701,0.9652184536576134,0.01,0.83,linear,3,True,0.01467365026473999
