model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.03,0.39,0.99,pi3,0.06,0.9347410070774493,0.9835023102762923,0.03,0.71,rbf,1,True,0.039553940296173096
pi3,SVR(),0.02,0.34,0.98,pi2,0.05,0.9352417118263119,0.9916584296467357,0.03,0.68,rbf,1,True,0.039553940296173096
pi3,SVR(),0.02,0.34,0.98,pi4,0.06,0.9233572129475651,0.9608239602854695,0.03,0.37,rbf,1,True,0.039553940296173096
pi4,SVR(C=10),0.02,0.31,0.96,pi3,0.0,0.959004128055443,0.9835023102762923,0.03,0.99,rbf,1,True,0.039553940296173096
pi2,SVR(kernel='linear'),0.01,0.3,0.99,pi3,0.05,0.9407205652759749,0.9406158239983406,0.03,0.71,linear,1,True,0.039553940296173096
pi3,SVR(kernel='linear'),0.02,0.37,0.94,pi2,0.05,0.9859547382958702,0.9876128168032535,0.03,0.68,linear,1,True,0.039553940296173096
pi3,SVR(kernel='linear'),0.02,0.37,0.94,pi4,0.02,0.9195456980972191,0.9111586700817669,0.03,0.37,linear,1,True,0.039553940296173096
pi4,SVR(kernel='linear'),0.01,0.32,0.91,pi3,0.02,0.9334215537279681,0.9406158239983406,0.03,0.99,linear,1,True,0.039553940296173096
pi2,SVR(),0.02,0.3,0.85,pi3,0.38,0.4664978162428254,0.7433211951525964,0.03,0.34,rbf,2,True,0.043154239654541016
pi3,SVR(),0.03,0.48,0.74,pi2,0.55,0.19364752628982196,0.8505731253664133,0.03,0.8,rbf,2,True,0.043154239654541016
pi3,SVR(),0.03,0.48,0.74,pi5,0.69,0.05511360497600337,0.4266844310873683,0.04,0.8,rbf,2,True,0.043154239654541016
pi5,"SVR(C=10, epsilon=0.5)",0.01,0.41,0.43,pi3,0.27,0.15351023301744882,0.7433211951525964,0.04,0.79,rbf,2,True,0.043154239654541016
pi2,SVR(kernel='linear'),0.01,0.3,0.78,pi3,0.35,0.42934583395929604,0.616604066785768,0.03,0.34,linear,2,True,0.043154239654541016
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.01,0.37,0.62,pi2,0.8,-0.1818286611369786,0.7789424281789643,0.03,0.8,linear,2,True,0.043154239654541016
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.01,0.37,0.62,pi5,0.33,0.28618454003493465,0.3264638310099268,0.04,0.8,linear,2,True,0.043154239654541016
pi5,SVR(kernel='linear'),0.01,0.5,0.33,pi3,0.28,0.6024384327973964,0.616604066785768,0.04,0.79,linear,2,True,0.043154239654541016
pi2,SVR(),0.01,0.26,0.97,pi4,0.01,0.9798350773382276,0.9893461700520525,0.02,0.95,rbf,3,True,0.02337723970413208
pi4,SVR(C=10),0.01,0.2,0.99,pi2,0.03,0.9612476088778725,0.9665550993422298,0.02,0.84,rbf,3,True,0.02337723970413208
pi2,"SVR(C=0.1, kernel='linear')",0.0,0.16,0.96,pi4,0.02,0.9840328795229758,0.9829301232623603,0.02,0.95,linear,3,True,0.02337723970413208
pi4,SVR(kernel='linear'),0.0,0.21,0.98,pi2,0.02,0.9648382899210968,0.9649005146981784,0.02,0.84,linear,3,True,0.02337723970413208
