model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.02,0.35,0.99,pi3,0.06,0.9314546757151951,0.9792038009166536,0.03,0.82,rbf,1,True,0.058208624521891274
pi3,SVR(),0.02,0.36,0.98,pi2,0.04,0.936101716496293,0.9925664865511779,0.03,0.68,rbf,1,True,0.058208624521891274
pi2,SVR(kernel='linear'),0.01,0.27,0.99,pi3,0.05,0.9387506756532128,0.9408894968650825,0.03,0.82,linear,1,True,0.058208624521891274
pi3,SVR(kernel='linear'),0.02,0.3,0.94,pi2,0.05,0.9867775583417575,0.9901030999501317,0.03,0.68,linear,1,True,0.058208624521891274
pi2,SVR(),0.02,0.26,0.86,pi3,0.63,0.2246273475855315,0.5793758897953433,0.04,0.34,rbf,2,True,0.047313173611958824
pi3,"SVR(C=1, epsilon=0.5)",0.0,0.35,0.58,pi2,1.14,-0.5653747494910772,0.8575382748565923,0.04,0.82,rbf,2,True,0.047313173611958824
pi3,"SVR(C=1, epsilon=0.5)",0.0,0.35,0.58,pi5,0.02,0.5564259210560455,0.9020515008473797,0.04,0.81,rbf,2,True,0.047313173611958824
pi5,SVR(),0.01,0.3,0.9,pi3,0.42,0.4775551678698232,0.5793758897953433,0.04,0.83,rbf,2,True,0.047313173611958824
pi2,SVR(kernel='linear'),0.01,0.22,0.82,pi3,0.54,0.27969512522456974,0.4757011543215438,0.04,0.34,linear,2,True,0.047313173611958824
pi3,"SVR(C=1, epsilon=0.5, kernel='linear')",0.0,0.38,0.48,pi2,0.57,-0.0983441593725638,0.8245495605626284,0.04,0.82,linear,2,True,0.047313173611958824
pi3,"SVR(C=1, epsilon=0.5, kernel='linear')",0.0,0.38,0.48,pi5,0.31,0.7824525669487891,0.7821324737861007,0.04,0.81,linear,2,True,0.047313173611958824
pi5,"SVR(C=10, kernel='linear')",0.11,0.59,0.78,pi3,0.31,0.4745291054170867,0.4757011543215438,0.04,0.83,linear,2,True,0.047313173611958824
pi2,SVR(),0.01,0.25,0.96,pi4,0.02,0.9771939316137445,0.9893810643306203,0.01,0.95,rbf,3,True,0.016758859157562256
pi4,SVR(C=10),0.01,0.19,0.99,pi2,0.04,0.9503621266899794,0.9563566505245432,0.01,0.8,rbf,3,True,0.016758859157562256
pi2,SVR(kernel='linear'),0.0,0.17,0.96,pi4,0.03,0.9856757260526875,0.9857081742519624,0.01,0.95,linear,3,True,0.016758859157562256
pi4,SVR(kernel='linear'),0.0,0.16,0.99,pi2,0.03,0.9561447460391748,0.9576855478539361,0.01,0.8,linear,3,True,0.016758859157562256
