model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.04,0.57,0.99,pi3,0.09,0.9029095883929247,0.9777665581457199,0.03,0.71,rbf,1,True,0.04392188787460327
pi3,SVR(C=10),0.07,0.71,0.98,pi2,0.04,0.9400673807237694,0.9918886754349359,0.03,0.53,rbf,1,True,0.04392188787460327
pi2,SVR(kernel='linear'),0.03,0.68,0.99,pi3,0.06,0.9247843142348263,0.9249067905882798,0.03,0.71,linear,1,True,0.04392188787460327
pi3,SVR(kernel='linear'),0.03,0.71,0.92,pi2,0.06,0.9867907185466535,0.9888949840483864,0.03,0.53,linear,1,True,0.04392188787460327
pi2,"SVR(C=1, epsilon=0.5)",0.0,0.73,0.33,pi3,0.09,0.4193753854839015,0.6691410449783393,0.02,0.32,rbf,2,True,0.0373958150545756
pi3,"SVR(C=10, epsilon=0.5)",0.01,0.51,0.67,pi2,1.14,-0.4702488235797768,0.32844929339904183,0.02,0.75,rbf,2,True,0.0373958150545756
pi2,"SVR(C=1, epsilon=0.5, kernel='linear')",0.01,0.77,0.26,pi3,0.11,0.3650748681086785,0.43808260935022514,0.02,0.32,linear,2,True,0.0373958150545756
pi3,"SVR(C=1, epsilon=0.5, kernel='linear')",0.02,0.84,0.44,pi2,0.24,0.2009882943630864,0.2578483085106882,0.02,0.75,linear,2,True,0.0373958150545756
pi2,SVR(C=10),0.02,0.36,0.95,pi4,0.04,0.9842500115596033,0.9878207996104985,0.01,0.94,rbf,3,True,0.009887903928756714
pi4,SVR(C=10),0.02,0.3,0.99,pi2,0.05,0.9411004822925877,0.9458444432334987,0.01,0.71,rbf,3,True,0.009887903928756714
pi2,"SVR(C=10, kernel='linear')",0.01,0.28,0.95,pi4,0.04,0.9836848126966394,0.9840860822676235,0.01,0.94,linear,3,True,0.009887903928756714
pi4,SVR(kernel='linear'),0.01,0.35,0.98,pi2,0.04,0.946530776294801,0.9470726581433206,0.01,0.71,linear,3,True,0.009887903928756714
