model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.03,0.36,0.99,pi3,0.06,0.9311925846648433,0.9820417698001755,0.03,0.78,rbf,1,True,0.05423744519551595
pi3,SVR(C=10),0.02,0.3,0.98,pi2,0.04,0.943568329969514,0.9915193664273351,0.03,0.62,rbf,1,True,0.05423744519551595
pi3,SVR(C=10),0.02,0.3,0.98,pi4,0.06,0.9227339311408904,0.9582454459290488,0.05,0.34,rbf,1,True,0.05423744519551595
pi4,SVR(C=10),0.03,0.37,0.96,pi3,0.0,0.9543712940397329,0.9820417698001755,0.05,0.9,rbf,1,True,0.05423744519551595
pi2,SVR(kernel='linear'),0.01,0.31,0.99,pi3,0.04,0.9455816884658498,0.9460684502335063,0.03,0.78,linear,1,True,0.05423744519551595
pi3,SVR(kernel='linear'),0.01,0.28,0.95,pi2,0.04,0.9875534665300083,0.9879135422685233,0.03,0.62,linear,1,True,0.05423744519551595
pi3,SVR(kernel='linear'),0.01,0.28,0.95,pi4,0.04,0.9106605623951752,0.9020859396888847,0.05,0.34,linear,1,True,0.05423744519551595
pi4,SVR(kernel='linear'),0.02,0.36,0.9,pi3,0.04,0.942870349290228,0.9460684502335063,0.05,0.9,linear,1,True,0.05423744519551595
pi2,"SVR(C=1, epsilon=0.5)",0.01,0.49,0.33,pi3,0.02,0.3526478625671644,0.5832396668918229,0.04,0.33,rbf,2,True,0.04925178736448288
pi2,"SVR(C=1, epsilon=0.5)",0.01,0.49,0.33,pi4,0.61,-0.28423666793374025,0.4042731278836884,0.05,0.22,rbf,2,True,0.04925178736448288
pi3,"SVR(C=1, epsilon=0.5)",0.01,0.4,0.58,pi2,0.25,0.3360722960326977,0.3289301185252983,0.04,0.73,rbf,2,True,0.04925178736448288
pi3,"SVR(C=1, epsilon=0.5)",0.01,0.4,0.58,pi5,0.15,0.4330656679638537,0.9223545334229462,0.04,0.82,rbf,2,True,0.04925178736448288
pi4,"SVR(C=10, epsilon=0.5)",0.01,0.42,0.4,pi2,0.81,-0.4009209350077949,0.3289301185252983,0.05,0.64,rbf,2,True,0.04925178736448288
pi5,SVR(C=10),0.02,0.29,0.92,pi3,0.56,0.36116001986864854,0.5832396668918229,0.04,0.87,rbf,2,True,0.04925178736448288
pi2,"SVR(C=10, epsilon=0.5, kernel='linear')",0.01,0.43,0.24,pi3,0.11,0.34693033605827694,0.39154183466797954,0.04,0.33,linear,2,True,0.04925178736448288
pi2,"SVR(C=10, epsilon=0.5, kernel='linear')",0.01,0.43,0.24,pi4,0.42,-0.18327582265753972,-0.019017009457600986,0.05,0.22,linear,2,True,0.04925178736448288
pi3,"SVR(C=10, epsilon=0.5, kernel='linear')",0.01,0.37,0.39,pi2,0.16,0.23576818578671155,0.23743154962679625,0.04,0.73,linear,2,True,0.04925178736448288
pi3,"SVR(C=10, epsilon=0.5, kernel='linear')",0.01,0.37,0.39,pi5,0.44,0.8337001500262089,0.8359895152534542,0.04,0.82,linear,2,True,0.04925178736448288
pi4,"SVR(C=0.01, epsilon=1, kernel='linear')",0.0,0.95,-0.02,pi2,0.0,-0.019535016915282366,0.23743154962679625,0.05,0.64,linear,2,True,0.04925178736448288
pi5,"SVR(C=10, kernel='linear')",0.06,0.42,0.84,pi3,0.46,0.3806508056941753,0.39154183466797954,0.04,0.87,linear,2,True,0.04925178736448288
