model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.02,0.39,0.99,pi3,0.08,0.912919532270317,0.9821429013120216,0.03,0.68,rbf,1,True,0.04061474402745565
pi3,SVR(C=10),0.04,0.5,0.98,pi2,0.04,0.9378025989599701,0.9910728639244071,0.03,0.58,rbf,1,True,0.04061474402745565
pi3,SVR(C=10),0.04,0.5,0.98,pi4,0.06,0.9209947645832628,0.9622546981500714,0.04,0.3,rbf,1,True,0.04061474402745565
pi4,SVR(),0.02,0.42,0.96,pi3,0.01,0.9525990250993842,0.9821429013120216,0.04,0.91,rbf,1,True,0.04061474402745565
pi2,SVR(kernel='linear'),0.01,0.46,0.99,pi3,0.05,0.933245383262436,0.9334624795167629,0.03,0.68,linear,1,True,0.04061474402745565
pi3,"SVR(C=0.1, kernel='linear')",0.03,0.66,0.93,pi2,0.05,0.9840859938728799,0.9870013555886888,0.03,0.58,linear,1,True,0.04061474402745565
pi3,"SVR(C=0.1, kernel='linear')",0.03,0.66,0.93,pi4,0.01,0.9214391451031344,0.9156234609859699,0.04,0.3,linear,1,True,0.04061474402745565
pi4,"SVR(C=10, kernel='linear')",0.05,0.72,0.92,pi3,0.01,0.9264390211103017,0.9334624795167629,0.04,0.91,linear,1,True,0.04061474402745565
pi2,"SVR(C=0.1, epsilon=0.5)",0.01,0.83,0.31,pi3,0.07,0.37026612580228335,0.6405292379979832,0.03,0.28,rbf,2,True,0.030198832352956135
pi3,"SVR(C=10, epsilon=0.5)",0.01,0.61,0.64,pi2,0.57,0.07013022756842868,0.30509892740687616,0.03,0.73,rbf,2,True,0.030198832352956135
pi3,"SVR(C=10, epsilon=0.5)",0.01,0.61,0.64,pi5,0.96,-0.31502158568051986,0.38231078006159946,0.02,0.77,rbf,2,True,0.030198832352956135
pi5,"SVR(C=10, epsilon=0.5)",0.01,0.72,0.38,pi3,0.06,0.3262528489508041,0.6405292379979832,0.02,0.74,rbf,2,True,0.030198832352956135
pi2,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.01,1.57,0.26,pi3,0.14,0.4047121592607502,0.4622417205178494,0.03,0.28,linear,2,True,0.030198832352956135
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.01,1.02,0.46,pi2,0.25,0.20844545160263972,0.2627053286807479,0.03,0.73,linear,2,True,0.030198832352956135
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.01,1.02,0.46,pi5,0.19,0.2746290337624301,0.3089361861186015,0.02,0.77,linear,2,True,0.030198832352956135
pi5,"SVR(C=0.01, kernel='linear')",0.01,1.02,0.31,pi3,0.15,0.4555148585870613,0.4622417205178494,0.02,0.74,linear,2,True,0.030198832352956135
pi2,SVR(C=10),0.02,0.4,0.95,pi4,0.03,0.9821306657057732,0.9874809969660736,0.02,0.94,rbf,3,True,0.018177449703216553
pi4,SVR(C=10),0.03,0.47,0.99,pi2,0.04,0.949374634095676,0.9514363886860191,0.02,0.74,rbf,3,True,0.018177449703216553
pi2,SVR(kernel='linear'),0.01,0.47,0.95,pi4,0.03,0.982846292341014,0.9838117242474766,0.02,0.94,linear,3,True,0.018177449703216553
pi4,"SVR(C=10, kernel='linear')",0.02,0.39,0.98,pi2,0.03,0.9520928807497934,0.9520011900776503,0.02,0.74,linear,3,True,0.018177449703216553
