model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.02,0.33,0.99,pi3,0.06,0.9341065546588367,0.9818509544229332,0.04,0.74,rbf,1,True,0.04815518856048584
pi3,SVR(),0.02,0.3,0.98,pi2,0.04,0.9396542183735979,0.9914613163700176,0.04,0.62,rbf,1,True,0.04815518856048584
pi3,SVR(),0.02,0.3,0.98,pi4,0.12,0.8636661956732394,0.9547358468857554,0.05,0.37,rbf,1,True,0.04815518856048584
pi4,SVR(C=10),0.02,0.32,0.95,pi3,0.01,0.9404732380763083,0.9818509544229332,0.05,0.94,rbf,1,True,0.04815518856048584
pi2,"SVR(C=0.1, kernel='linear')",0.01,0.3,0.99,pi3,0.05,0.9389647548843324,0.9407830705092917,0.04,0.74,linear,1,True,0.04815518856048584
pi3,SVR(kernel='linear'),0.02,0.31,0.94,pi2,0.05,0.9862201864013662,0.9875011844535829,0.04,0.62,linear,1,True,0.04815518856048584
pi3,SVR(kernel='linear'),0.02,0.31,0.94,pi4,0.03,0.9103571216807365,0.9037182103396371,0.05,0.37,linear,1,True,0.04815518856048584
pi4,SVR(kernel='linear'),0.01,0.3,0.9,pi3,0.03,0.9382740794976676,0.9407830705092917,0.05,0.94,linear,1,True,0.04815518856048584
pi2,SVR(),0.03,0.32,0.86,pi3,0.56,0.29362876624742174,0.6913962317009578,0.04,0.31,rbf,2,True,0.04795847833156586
pi2,SVR(),0.03,0.32,0.86,pi4,1.14,-0.28069043454425957,0.6206326517817947,0.04,0.26,rbf,2,True,0.04795847833156586
pi3,"SVR(C=10, epsilon=0.5)",0.01,0.48,0.69,pi2,6.51,-5.819113358478758,0.856759512967452,0.04,0.8,rbf,2,True,0.04795847833156586
pi4,SVR(C=10),0.02,0.34,0.62,pi2,1.77,-1.153915287363834,0.856759512967452,0.04,0.72,rbf,2,True,0.04795847833156586
pi2,SVR(kernel='linear'),0.01,0.31,0.79,pi3,0.51,0.28190285474469745,0.492413662323947,0.04,0.31,linear,2,True,0.04795847833156586
pi2,SVR(kernel='linear'),0.01,0.31,0.79,pi4,0.73,0.06425642725105984,0.10587549659907014,0.04,0.26,linear,2,True,0.04795847833156586
pi3,SVR(kernel='linear'),0.02,0.41,0.49,pi2,1.11,-0.6215232143712628,0.7946594083403287,0.04,0.8,linear,2,True,0.04795847833156586
pi4,"SVR(C=0.01, epsilon=1, kernel='linear')",0.0,0.5,0.11,pi2,0.51,0.613247313369643,0.7946594083403287,0.04,0.72,linear,2,True,0.04795847833156586
pi2,SVR(C=10),0.01,0.23,0.96,pi4,0.02,0.9807555618029391,0.9879897751926949,0.02,0.97,rbf,3,True,0.01915520429611206
pi4,SVR(C=10),0.01,0.18,0.99,pi2,0.03,0.9541899829227198,0.9590505901459276,0.02,0.75,rbf,3,True,0.01915520429611206
pi2,"SVR(C=10, kernel='linear')",0.01,0.16,0.96,pi4,0.02,0.9837994162339273,0.9831137163307083,0.02,0.97,linear,3,True,0.01915520429611206
pi4,SVR(kernel='linear'),0.0,0.16,0.98,pi2,0.02,0.9603294282651231,0.960919921204,0.02,0.75,linear,3,True,0.01915520429611206
