model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.02,0.35,0.99,pi3,0.05,0.9394401195479344,0.9831998149706654,0.03,0.75,rbf,1,True,0.04989675680796305
pi3,SVR(C=10),0.02,0.3,0.98,pi2,0.05,0.936734104727325,0.989238758510075,0.03,0.66,rbf,1,True,0.04989675680796305
pi3,SVR(C=10),0.02,0.3,0.98,pi4,0.07,0.9107344488956679,0.9531885838547273,0.04,0.31,rbf,1,True,0.04989675680796305
pi4,SVR(C=10),0.03,0.34,0.95,pi3,0.01,0.9401967028332013,0.9831998149706654,0.04,0.96,rbf,1,True,0.04989675680796305
pi2,SVR(kernel='linear'),0.01,0.27,0.99,pi3,0.03,0.951062934696909,0.9509481029800821,0.03,0.75,linear,1,True,0.04989675680796305
pi3,SVR(kernel='linear'),0.01,0.29,0.95,pi2,0.03,0.9846291640203425,0.9855032645535413,0.03,0.66,linear,1,True,0.04989675680796305
pi3,SVR(kernel='linear'),0.01,0.29,0.95,pi4,0.03,0.9198098912782251,0.9122875049365867,0.04,0.31,linear,1,True,0.04989675680796305
pi4,SVR(kernel='linear'),0.01,0.32,0.91,pi3,0.03,0.9454082510828423,0.9509481029800821,0.04,0.96,linear,1,True,0.04989675680796305
pi2,SVR(),0.01,0.29,0.84,pi3,0.57,0.2683915870484641,0.664579177392022,0.03,0.33,rbf,2,True,0.03588855266571045
pi3,"SVR(C=1, epsilon=0.5)",0.01,0.49,0.66,pi2,3.25,-2.5823250843532652,0.8403809673169098,0.03,0.7,rbf,2,True,0.03588855266571045
pi2,"SVR(C=10, kernel='linear')",0.03,0.27,0.77,pi3,0.51,0.25190214112219167,0.45019453713581503,0.03,0.33,linear,2,True,0.03588855266571045
pi3,"SVR(C=1, epsilon=0.5, kernel='linear')",0.01,0.41,0.45,pi2,0.65,-0.2021284956363052,0.7667138091235216,0.03,0.7,linear,2,True,0.03588855266571045
pi2,SVR(),0.01,0.21,0.97,pi4,0.01,0.9743460367508481,0.988759064577233,0.01,0.95,rbf,3,True,0.011727720499038696
pi4,SVR(C=10),0.01,0.18,0.99,pi2,0.03,0.9586265957593307,0.9650150315886673,0.01,0.81,rbf,3,True,0.011727720499038696
pi2,SVR(kernel='linear'),0.0,0.16,0.97,pi4,0.02,0.983351034108947,0.9832599352755286,0.01,0.95,linear,3,True,0.011727720499038696
pi4,SVR(kernel='linear'),0.0,0.21,0.98,pi2,0.02,0.965436486938384,0.9651395617678311,0.01,0.81,linear,3,True,0.011727720499038696
