model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.04,0.5,0.99,pi3,0.08,0.9067097476272914,0.9808055099823348,0.03,0.7,rbf,1,True,0.03455843528111776
pi3,SVR(C=10),0.06,0.79,0.98,pi2,0.04,0.9368338287948615,0.9893753266388493,0.03,0.58,rbf,1,True,0.03455843528111776
pi3,SVR(C=10),0.06,0.79,0.98,pi4,0.07,0.90586016453306,0.9689065831233891,0.03,0.29,rbf,1,True,0.03455843528111776
pi4,SVR(C=10),0.05,0.64,0.97,pi3,0.02,0.9463112009842284,0.9808055099823348,0.03,0.91,rbf,1,True,0.03455843528111776
pi2,"SVR(C=0.1, kernel='linear')",0.02,0.66,0.99,pi3,0.06,0.9266201019034502,0.9270126434129243,0.03,0.7,linear,1,True,0.03455843528111776
pi3,SVR(kernel='linear'),0.06,0.79,0.93,pi2,0.06,0.9839684768131177,0.9860746127882036,0.03,0.58,linear,1,True,0.03455843528111776
pi3,SVR(kernel='linear'),0.06,0.79,0.93,pi4,0.04,0.8867932020721585,0.8828333435124402,0.03,0.29,linear,1,True,0.03455843528111776
pi4,"SVR(C=0.1, kernel='linear')",0.02,0.65,0.88,pi3,0.04,0.9192731418450937,0.9270126434129243,0.03,0.91,linear,1,True,0.03455843528111776
pi2,"SVR(C=1, epsilon=0.5)",0.01,0.67,0.33,pi3,0.08,0.410464911640011,0.6835400235271092,0.03,0.29,rbf,2,True,0.03410329421361288
pi3,"SVR(C=10, epsilon=0.5)",0.02,0.73,0.68,pi2,0.76,-0.08064712512949979,0.33319845731656306,0.03,0.74,rbf,2,True,0.03410329421361288
pi3,"SVR(C=10, epsilon=0.5)",0.02,0.73,0.68,pi5,1.1,-0.4194511948421271,0.4453587348162815,0.03,0.74,rbf,2,True,0.03410329421361288
pi5,"SVR(C=10, epsilon=0.5)",0.01,0.66,0.45,pi3,0.1,0.3483420489090002,0.6835400235271092,0.03,0.74,rbf,2,True,0.03410329421361288
pi2,"SVR(C=10, epsilon=0.5, kernel='linear')",0.02,0.73,0.25,pi3,0.18,0.42773776738696534,0.4762748558606579,0.03,0.29,linear,2,True,0.03410329421361288
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.01,0.98,0.48,pi2,0.26,0.21930569137177058,0.24928276028082874,0.03,0.74,linear,2,True,0.03410329421361288
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.01,0.98,0.48,pi5,0.15,0.3292730204427481,0.34947823729816374,0.03,0.74,linear,2,True,0.03410329421361288
pi5,SVR(kernel='linear'),0.03,1.16,0.35,pi3,0.14,0.4848449779664289,0.4762748558606579,0.03,0.74,linear,2,True,0.03410329421361288
pi2,SVR(C=10),0.02,0.45,0.95,pi4,0.03,0.9819752082266979,0.9859050047414144,0.01,0.95,rbf,3,True,0.013089090585708618
pi4,SVR(C=10),0.02,0.34,0.99,pi2,0.04,0.9471334462680211,0.9507131466432261,0.01,0.7,rbf,3,True,0.013089090585708618
pi2,"SVR(C=0.1, kernel='linear')",0.01,0.31,0.95,pi4,0.03,0.9826839483404315,0.9821802988790889,0.01,0.95,linear,3,True,0.013089090585708618
pi4,"SVR(C=0.1, kernel='linear')",0.0,0.28,0.98,pi2,0.03,0.9499299693142392,0.9505019484823639,0.01,0.7,linear,3,True,0.013089090585708618
