model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.02,0.36,0.99,pi3,0.06,0.9311481819801736,0.9826637916537408,0.04,0.75,rbf,1,True,0.05991466840108236
pi3,SVR(),0.02,0.34,0.98,pi2,0.06,0.9247036805730483,0.9915087686686522,0.04,0.68,rbf,1,True,0.05991466840108236
pi3,SVR(),0.02,0.34,0.98,pi4,0.14,0.8435756682985088,0.9616670705944084,0.06,0.33,rbf,1,True,0.05991466840108236
pi4,SVR(C=10),0.02,0.32,0.96,pi3,0.05,0.9110818913372604,0.9826637916537408,0.06,0.88,rbf,1,True,0.05991466840108236
pi2,"SVR(C=0.1, kernel='linear')",0.01,0.27,0.99,pi3,0.05,0.9387057393034903,0.9415067140178656,0.04,0.75,linear,1,True,0.05991466840108236
pi3,SVR(kernel='linear'),0.01,0.29,0.94,pi2,0.04,0.983007404071298,0.9891392776449092,0.04,0.68,linear,1,True,0.05991466840108236
pi3,SVR(kernel='linear'),0.01,0.29,0.94,pi4,0.03,0.9084288356416853,0.910212522011321,0.06,0.33,linear,1,True,0.05991466840108236
pi4,SVR(kernel='linear'),0.01,0.32,0.91,pi3,0.03,0.9401873975363308,0.9415067140178656,0.06,0.88,linear,1,True,0.05991466840108236
pi2,"SVR(C=1, epsilon=0.5)",0.01,0.43,0.29,pi3,0.06,0.3511883782863662,0.6591546883554169,0.03,0.3,rbf,2,True,0.04125444094340006
pi3,"SVR(C=1, epsilon=0.5)",0.01,0.49,0.66,pi2,0.36,0.2946431381310206,0.2896154596770234,0.03,0.79,rbf,2,True,0.04125444094340006
pi2,"SVR(C=10, epsilon=0.5, kernel='linear')",0.01,0.43,0.24,pi3,0.21,0.44442601957597927,0.48560148339322284,0.03,0.3,linear,2,True,0.04125444094340006
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.0,0.42,0.49,pi2,0.27,0.21404929257025473,0.23692996497538865,0.03,0.79,linear,2,True,0.04125444094340006
