model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.04,0.61,0.99,pi3,0.09,0.9014898962824842,0.9777744630908037,0.03,0.69,rbf,1,True,0.04450470209121704
pi3,SVR(C=10),0.07,0.81,0.98,pi2,0.04,0.9408356373374218,0.9902387327483737,0.03,0.59,rbf,1,True,0.04450470209121704
pi3,SVR(C=10),0.07,0.81,0.98,pi4,0.07,0.9124513337371376,0.9559265948229845,0.04,0.31,rbf,1,True,0.04450470209121704
pi4,SVR(),0.04,0.72,0.96,pi3,0.01,0.9497514157496252,0.9777744630908037,0.04,0.91,rbf,1,True,0.04450470209121704
pi2,SVR(kernel='linear'),0.03,0.57,0.99,pi3,0.06,0.9239269500371601,0.9245178477673036,0.03,0.69,linear,1,True,0.04450470209121704
pi3,SVR(kernel='linear'),0.04,0.73,0.92,pi2,0.06,0.983306247286516,0.9866692710487494,0.03,0.59,linear,1,True,0.04450470209121704
pi3,SVR(kernel='linear'),0.04,0.73,0.92,pi4,0.0,0.9196711580379973,0.9128987311677217,0.04,0.31,linear,1,True,0.04450470209121704
pi4,"SVR(C=10, kernel='linear')",0.09,0.92,0.91,pi3,0.01,0.9180186005818474,0.9245178477673036,0.04,0.91,linear,1,True,0.04450470209121704
pi2,"SVR(C=1, epsilon=0.5)",0.01,0.78,0.35,pi3,0.08,0.4252911163213835,0.6614733952370372,0.03,0.3,rbf,2,True,0.03711881240208944
pi3,"SVR(C=10, epsilon=0.5)",0.02,0.9,0.66,pi2,0.45,0.21116831237638345,0.3482613837642816,0.03,0.74,rbf,2,True,0.03711881240208944
pi3,"SVR(C=10, epsilon=0.5)",0.02,0.9,0.66,pi5,0.86,-0.20217781490438913,0.38737696778981767,0.04,0.72,rbf,2,True,0.03711881240208944
pi5,"SVR(C=10, epsilon=0.5)",0.01,0.83,0.39,pi3,0.06,0.32592131973893945,0.6614733952370372,0.04,0.73,rbf,2,True,0.03711881240208944
pi2,"SVR(C=10, epsilon=0.5, kernel='linear')",0.02,0.88,0.27,pi3,0.18,0.4431461432716228,0.5024456093143016,0.03,0.3,linear,2,True,0.03711881240208944
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.01,0.97,0.5,pi2,0.27,0.23079295465028427,0.2678214182186446,0.03,0.74,linear,2,True,0.03711881240208944
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.01,0.97,0.5,pi5,0.23,0.2736494217331503,0.2942006769649427,0.04,0.72,linear,2,True,0.03711881240208944
pi5,SVR(kernel='linear'),0.03,1.0,0.29,pi3,0.21,0.5050434322407993,0.5024456093143016,0.04,0.73,linear,2,True,0.03711881240208944
pi2,SVR(C=10),0.03,0.47,0.95,pi4,0.03,0.9786632650410251,0.9867933453878895,0.01,0.94,rbf,3,True,0.014947831630706787
pi4,SVR(C=10),0.02,0.41,0.99,pi2,0.04,0.9444452851548845,0.9499965807742998,0.01,0.72,rbf,3,True,0.014947831630706787
pi2,"SVR(C=10, kernel='linear')",0.02,0.38,0.95,pi4,0.03,0.9821996657204318,0.9826659687174881,0.01,0.94,linear,3,True,0.014947831630706787
pi4,SVR(kernel='linear'),0.01,0.37,0.98,pi2,0.03,0.9504354566342358,0.9509459862079069,0.01,0.72,linear,3,True,0.014947831630706787
