model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.04,0.61,0.99,pi3,0.08,0.9130924685282239,0.9797543678212334,0.03,0.72,rbf,1,True,0.04346706469853719
pi3,SVR(C=10),0.06,0.82,0.98,pi2,0.05,0.9268616473355074,0.9899463937813029,0.03,0.6,rbf,1,True,0.04346706469853719
pi3,SVR(C=10),0.06,0.82,0.98,pi4,0.07,0.9140426895383715,0.9637265402408969,0.04,0.34,rbf,1,True,0.04346706469853719
pi4,SVR(C=10),0.05,0.69,0.96,pi3,0.03,0.9345954414891857,0.9797543678212334,0.04,0.91,rbf,1,True,0.04346706469853719
pi2,SVR(kernel='linear'),0.03,0.61,0.99,pi3,0.05,0.9323184356475858,0.9327788012549458,0.03,0.72,linear,1,True,0.04346706469853719
pi3,SVR(kernel='linear'),0.04,0.72,0.93,pi2,0.05,0.9835346340142899,0.9860324211790735,0.03,0.6,linear,1,True,0.04346706469853719
pi3,SVR(kernel='linear'),0.04,0.72,0.93,pi4,0.01,0.9264120929741486,0.9215980049843477,0.04,0.34,linear,1,True,0.04346706469853719
pi4,"SVR(C=10, kernel='linear')",0.05,0.6,0.92,pi3,0.01,0.9275565582699112,0.9327788012549458,0.04,0.91,linear,1,True,0.04346706469853719
pi2,"SVR(C=1, epsilon=0.5)",0.01,0.8,0.34,pi3,0.1,0.43242668268620577,0.6431446001442578,0.02,0.31,rbf,2,True,0.03274373213450114
pi3,"SVR(C=10, epsilon=0.5)",0.03,0.91,0.64,pi2,0.49,0.15285771820822047,0.3364497872988569,0.02,0.72,rbf,2,True,0.03274373213450114
pi3,"SVR(C=10, epsilon=0.5)",0.03,0.91,0.64,pi5,0.92,-0.2773520122225661,0.45627473850308065,0.03,0.74,rbf,2,True,0.03274373213450114
pi5,"SVR(C=10, epsilon=0.5)",0.01,0.79,0.46,pi3,0.15,0.30981374921335714,0.6431446001442578,0.03,0.77,rbf,2,True,0.03274373213450114
pi2,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.01,0.95,0.25,pi3,0.17,0.4167552324683905,0.4798965057886141,0.02,0.31,linear,2,True,0.03274373213450114
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.01,0.93,0.48,pi2,0.27,0.21422363182606308,0.24994908495057055,0.02,0.72,linear,2,True,0.03274373213450114
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.01,0.93,0.48,pi5,0.17,0.3059521080099288,0.3309153801614464,0.03,0.74,linear,2,True,0.03274373213450114
pi5,"SVR(C=0.01, kernel='linear')",0.02,1.68,0.33,pi3,0.15,0.4815061270674672,0.4798965057886141,0.03,0.77,linear,2,True,0.03274373213450114
pi2,SVR(C=10),0.03,0.5,0.95,pi4,0.03,0.9834403150702575,0.9877703420785965,0.02,0.93,rbf,3,True,0.01976984739303589
pi4,SVR(C=10),0.01,0.36,0.99,pi2,0.04,0.948063726128291,0.9528856762102137,0.02,0.75,rbf,3,True,0.01976984739303589
pi2,"SVR(C=10, kernel='linear')",0.02,0.4,0.95,pi4,0.03,0.9829265243203632,0.9834962153161719,0.02,0.93,linear,3,True,0.01976984739303589
pi4,SVR(kernel='linear'),0.01,0.32,0.98,pi2,0.03,0.9529211319572286,0.9538337054615785,0.02,0.75,linear,3,True,0.01976984739303589
