model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.04,0.6,0.98,pi3,0.08,0.8998447537525813,0.9811668760927765,0.03,0.72,rbf,1,True,0.0432900587717692
pi3,SVR(C=10),0.05,0.65,0.98,pi2,0.05,0.931600327368478,0.9794415079207404,0.03,0.59,rbf,1,True,0.0432900587717692
pi3,SVR(C=10),0.05,0.65,0.98,pi4,0.06,0.919978805969167,0.9633435711924213,0.04,0.3,rbf,1,True,0.0432900587717692
pi4,SVR(C=10),0.04,0.64,0.96,pi3,0.03,0.9352007439845831,0.9811668760927765,0.04,0.92,rbf,1,True,0.0432900587717692
pi2,SVR(kernel='linear'),0.02,0.67,0.98,pi3,0.05,0.9269839039391019,0.9277794167813948,0.03,0.72,linear,1,True,0.0432900587717692
pi3,SVR(kernel='linear'),0.03,0.67,0.93,pi2,0.05,0.9728408742465903,0.9768161261470094,0.03,0.59,linear,1,True,0.0432900587717692
pi3,SVR(kernel='linear'),0.03,0.67,0.93,pi4,0.0,0.9244510490373401,0.9186007470342512,0.04,0.3,linear,1,True,0.0432900587717692
pi4,SVR(kernel='linear'),0.02,0.57,0.92,pi3,0.0,0.9195646777184087,0.9277794167813948,0.04,0.92,linear,1,True,0.0432900587717692
pi2,"SVR(C=1, epsilon=0.5)",0.01,0.56,0.35,pi3,0.08,0.430612674533832,0.6415899123349087,0.02,0.33,rbf,2,True,0.036063690980275474
pi3,"SVR(C=10, epsilon=0.5)",0.02,0.65,0.64,pi2,0.67,-0.0251927592157144,0.34583692762668594,0.02,0.73,rbf,2,True,0.036063690980275474
pi3,"SVR(C=10, epsilon=0.5)",0.02,0.65,0.64,pi5,1.12,-0.47656699112501033,0.5110088469714921,0.04,0.74,rbf,2,True,0.036063690980275474
pi5,SVR(),0.04,0.66,0.51,pi3,0.0,0.5060557896492223,0.6415899123349087,0.04,0.78,rbf,2,True,0.036063690980275474
pi2,"SVR(C=10, epsilon=0.5, kernel='linear')",0.02,0.74,0.26,pi3,0.18,0.44605964310385304,0.4913160564760187,0.02,0.33,linear,2,True,0.036063690980275474
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.01,0.81,0.49,pi2,0.26,0.22956559408103538,0.2624205176232701,0.02,0.73,linear,2,True,0.036063690980275474
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.01,0.81,0.49,pi5,0.04,0.4487051650473677,0.4597822120623639,0.04,0.74,linear,2,True,0.036063690980275474
pi5,"SVR(C=0.01, kernel='linear')",0.02,1.2,0.46,pi3,0.04,0.497621181158982,0.4913160564760187,0.04,0.78,linear,2,True,0.036063690980275474
pi2,SVR(C=10),0.02,0.38,0.95,pi4,0.03,0.9843769199061748,0.987590780796229,0.01,0.94,rbf,3,True,0.01171201467514038
pi4,SVR(C=10),0.02,0.33,0.99,pi2,0.04,0.9496864451174598,0.9544279521209759,0.01,0.74,rbf,3,True,0.01171201467514038
pi2,"SVR(C=10, kernel='linear')",0.02,0.33,0.95,pi4,0.03,0.9845410340736733,0.9850534994656528,0.01,0.94,linear,3,True,0.01171201467514038
pi4,SVR(kernel='linear'),0.01,0.27,0.99,pi2,0.03,0.9529313931224569,0.9537232815157944,0.01,0.74,linear,3,True,0.01171201467514038
