model_node,model,train_time,optimisation_time,model_r2,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.04,0.63,0.98,pi3,0.07,0.9049917540319898,0.9813497557980139,0.03,0.68,rbf,1,True,0.03942584991455078
pi3,SVR(C=10),0.06,0.77,0.98,pi2,0.06,0.9188812451052599,0.9786459028099515,0.03,0.57,rbf,1,True,0.03942584991455078
pi3,SVR(C=10),0.06,0.77,0.98,pi4,0.08,0.9001627729019022,0.9604714131339893,0.03,0.31,rbf,1,True,0.03942584991455078
pi4,SVR(C=10),0.05,0.71,0.96,pi3,0.03,0.9345254122615501,0.9813497557980139,0.03,0.92,rbf,1,True,0.03942584991455078
pi2,SVR(kernel='linear'),0.02,0.47,0.98,pi3,0.05,0.9247830384572193,0.9245742400017417,0.03,0.68,linear,1,True,0.03942584991455078
pi3,SVR(kernel='linear'),0.03,0.63,0.92,pi2,0.05,0.9723170044663434,0.9755010072626132,0.03,0.57,linear,1,True,0.03942584991455078
pi3,SVR(kernel='linear'),0.03,0.63,0.92,pi4,0.02,0.9084685355472111,0.9008981430882929,0.03,0.31,linear,1,True,0.03942584991455078
pi4,SVR(kernel='linear'),0.03,0.68,0.9,pi3,0.02,0.9160721676000192,0.9245742400017417,0.03,0.92,linear,1,True,0.03942584991455078
pi2,"SVR(C=1, epsilon=0.5)",0.01,0.76,0.34,pi3,0.11,0.4408090720773543,0.6288244990103234,0.03,0.3,rbf,2,True,0.03555359443028768
pi3,"SVR(C=1, epsilon=0.5)",0.02,0.89,0.63,pi2,0.4,0.22509715453260704,0.33548357570709786,0.03,0.72,rbf,2,True,0.03555359443028768
pi3,"SVR(C=1, epsilon=0.5)",0.02,0.89,0.63,pi5,0.75,-0.12556463672871998,0.32326454745477184,0.03,0.77,rbf,2,True,0.03555359443028768
pi5,"SVR(C=1, epsilon=0.5)",0.01,0.8,0.32,pi3,0.04,0.3652515983921558,0.6288244990103234,0.03,0.78,rbf,2,True,0.03555359443028768
pi2,"SVR(C=10, epsilon=0.5, kernel='linear')",0.02,0.88,0.25,pi3,0.14,0.38980577718194886,0.4602893111044808,0.03,0.3,linear,2,True,0.03555359443028768
pi3,"SVR(C=1, epsilon=0.5, kernel='linear')",0.01,0.77,0.46,pi2,0.27,0.19279707626533493,0.25406704001567204,0.03,0.72,linear,2,True,0.03555359443028768
pi3,"SVR(C=1, epsilon=0.5, kernel='linear')",0.01,0.77,0.46,pi5,0.26,0.19911530588350346,0.2511525482445851,0.03,0.77,linear,2,True,0.03555359443028768
pi5,"SVR(C=0.01, kernel='linear')",0.02,1.01,0.25,pi3,0.2,0.4554102981176703,0.4602893111044808,0.03,0.78,linear,2,True,0.03555359443028768
pi2,SVR(C=10),0.02,0.41,0.95,pi4,0.03,0.9824690158781711,0.9871509702270689,0.02,0.94,rbf,3,True,0.015142560005187988
pi4,SVR(C=10),0.02,0.37,0.99,pi2,0.04,0.9448983820735949,0.9486716824589456,0.02,0.74,rbf,3,True,0.015142560005187988
pi2,"SVR(C=10, kernel='linear')",0.02,0.32,0.95,pi4,0.03,0.9824916446206178,0.9832462356716175,0.02,0.94,linear,3,True,0.015142560005187988
pi4,SVR(kernel='linear'),0.01,0.36,0.98,pi2,0.03,0.9495912510966936,0.9502291712624413,0.02,0.74,linear,3,True,0.015142560005187988
