model_node,model,score,test_node,discrepancy,method,std,experiment,threshold,sample pair calculation
pi4,"SVR(C=100, epsilon=0.01)",0.9664152869452801,pi2,0.06899535068975293,OCSVM,True,1,0.63,True
pi4,"SVR(C=100, epsilon=0.01)",0.9664152869452801,pi3,0.32922868921300674,OCSVM,True,1,0.13,True
pi4,"SVR(C=100, epsilon=0.01)",0.9664152869452801,pi5,1.0657155654328996,OCSVM,True,1,0.48,True
pi3,SVR(),0.976082324812298,pi4,3.2578091076702513,OCSVM,True,1,0.68,True
pi3,SVR(),0.976082324812298,pi5,1.2144606735374843,OCSVM,True,1,1.0,True
pi5,"SVR(C=100, epsilon=0.5)",0.5220600406721221,pi3,0.3581357839543112,OCSVM,True,1,0.2,True
pi5,"SVR(C=100, epsilon=0.5)",0.5220600406721221,pi4,10.152433126393582,OCSVM,True,1,0.31,True
pi2,"SVR(C=0.1, epsilon=0.2, kernel='linear')",0.9873940395437037,pi4,0.06748274386694175,OCSVM,True,1,0.85,True
pi4,"SVR(C=10, epsilon=0.2, kernel='linear')",0.9287985974953932,pi2,0.04623621560396918,OCSVM,True,1,0.63,True
pi4,"SVR(C=10, epsilon=0.2, kernel='linear')",0.9287985974953932,pi3,0.12653336709442575,OCSVM,True,1,0.13,True
pi4,"SVR(C=10, epsilon=0.2, kernel='linear')",0.9287985974953932,pi5,0.6943504105655522,OCSVM,True,1,0.48,True
pi3,"SVR(C=1, epsilon=0.2, kernel='linear')",0.915540906219737,pi4,0.4641408961973229,OCSVM,True,1,0.68,True
pi3,"SVR(C=1, epsilon=0.2, kernel='linear')",0.915540906219737,pi5,1.0636590989251113,OCSVM,True,1,1.0,True
pi5,"SVR(C=100, epsilon=0.5, kernel='linear')",0.378019761509926,pi3,0.007827458597091108,OCSVM,True,1,0.2,True
pi5,"SVR(C=100, epsilon=0.5, kernel='linear')",0.378019761509926,pi4,0.4365432535835504,OCSVM,True,1,0.31,True
pi2,LinearRegression(),0.9874035035897379,pi4,0.06813120308298837,OCSVM,True,1,0.85,True
pi4,LinearRegression(),0.9292061930937257,pi2,0.049654261610385664,OCSVM,True,1,0.63,True
pi4,LinearRegression(),0.9292061930937257,pi3,0.13532660617578685,OCSVM,True,1,0.13,True
pi4,LinearRegression(),0.9292061930937257,pi5,0.6787786784375851,OCSVM,True,1,0.48,True
pi3,LinearRegression(),0.9157564121842657,pi4,0.5074961340589524,OCSVM,True,1,0.68,True
pi3,LinearRegression(),0.9157564121842657,pi5,1.088545449477322,OCSVM,True,1,1.0,True
pi5,LinearRegression(),0.3784157671029401,pi3,0.025068995245122072,OCSVM,True,1,0.2,True
pi5,LinearRegression(),0.3784157671029401,pi4,0.4369016752472683,OCSVM,True,1,0.31,True
pi2,"SVR(C=100, epsilon=0.2)",0.9913631494468665,pi4,0.10475618551999855,MMD OCSVM Verify,False,1,0.85,True
pi4,"SVR(C=100, epsilon=0.2)",0.964028069320242,pi2,0.0508083482933438,MMD OCSVM Verify,False,1,0.63,True
pi2,"SVR(C=100, epsilon=1, kernel='linear')",0.9871975374733198,pi4,0.07058304096722923,MMD OCSVM Verify,False,1,0.85,True
pi4,"SVR(C=0.01, epsilon=1, kernel='linear')",0.92639896016789,pi2,0.044380054821404724,MMD OCSVM Verify,False,1,0.63,True
pi2,LinearRegression(),0.9874035008661699,pi4,0.06813114595969738,MMD OCSVM Verify,False,1,0.85,True
pi4,LinearRegression(),0.9292062079579517,pi2,0.049654194372318106,MMD OCSVM Verify,False,1,0.63,True
pi2,SVR(C=100),0.9910563376060694,pi4,0.09890720701704803,MMD OCSVM Verify,True,1,0.85,True
pi4,"SVR(C=100, epsilon=0.01)",0.9664152869452801,pi2,0.06899535068975293,MMD OCSVM Verify,True,1,0.63,True
pi2,"SVR(C=0.1, epsilon=0.2, kernel='linear')",0.9873940395437037,pi4,0.06748274386694175,MMD OCSVM Verify,True,1,0.85,True
pi4,"SVR(C=10, epsilon=0.2, kernel='linear')",0.9287985974953932,pi2,0.04623621560396918,MMD OCSVM Verify,True,1,0.63,True
pi2,LinearRegression(),0.9874035035897379,pi4,0.06813120308298837,MMD OCSVM Verify,True,1,0.85,True
pi4,LinearRegression(),0.9292061930937257,pi2,0.049654261610385664,MMD OCSVM Verify,True,1,0.63,True
pi2,"SVR(C=100, epsilon=0.2)",0.9913631494468665,pi4,0.10475618551999855,OCSVM,False,1,0.89,False
pi4,"SVR(C=100, epsilon=0.2)",0.964028069320242,pi2,0.0508083482933438,OCSVM,False,1,0.64,False
pi4,"SVR(C=100, epsilon=0.2)",0.964028069320242,pi3,0.40283764964458146,OCSVM,False,1,0.1,False
pi3,"SVR(C=100, epsilon=0.2)",0.9776340622618059,pi4,3.588371220727868,OCSVM,False,1,0.69,False
pi3,"SVR(C=100, epsilon=0.2)",0.9776340622618059,pi5,1.737326497341538,OCSVM,False,1,1.0,False
pi5,"SVR(C=100, epsilon=1)",0.4659861557017737,pi3,0.9418505578336858,OCSVM,False,1,0.21,False
pi2,"SVR(C=100, epsilon=1, kernel='linear')",0.9871975374733198,pi4,0.07058304096722923,OCSVM,False,1,0.89,False
pi4,"SVR(C=0.01, epsilon=1, kernel='linear')",0.92639896016789,pi2,0.044380054821404724,OCSVM,False,1,0.64,False
pi4,"SVR(C=0.01, epsilon=1, kernel='linear')",0.92639896016789,pi3,0.10221574720063575,OCSVM,False,1,0.1,False
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.915650010736584,pi4,0.5420705742489761,OCSVM,False,1,0.69,False
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.915650010736584,pi5,1.102690664085229,OCSVM,False,1,1.0,False
pi5,SVR(kernel='linear'),0.3102458121894124,pi3,0.03953571164818137,OCSVM,False,1,0.21,False
pi2,LinearRegression(),0.9874035008661699,pi4,0.06813114595969738,OCSVM,False,1,0.89,False
pi4,LinearRegression(),0.9292062079579517,pi2,0.049654194372318106,OCSVM,False,1,0.64,False
pi4,LinearRegression(),0.9292062079579517,pi3,0.13532674566007064,OCSVM,False,1,0.1,False
pi3,LinearRegression(),0.915756441192693,pi4,0.5074956260048915,OCSVM,False,1,0.69,False
pi3,LinearRegression(),0.915756441192693,pi5,1.088545555788433,OCSVM,False,1,1.0,False
pi5,LinearRegression(),0.37841574936834077,pi3,0.0250687664485425,OCSVM,False,1,0.21,False
pi2,SVR(C=100),0.9910563376060694,pi4,0.09890720701704803,OCSVM,True,1,0.89,False
pi4,"SVR(C=100, epsilon=0.01)",0.9664152869452801,pi2,0.06899535068975293,OCSVM,True,1,0.64,False
pi4,"SVR(C=100, epsilon=0.01)",0.9664152869452801,pi3,0.32922868921300674,OCSVM,True,1,0.1,False
pi3,SVR(),0.976082324812298,pi4,3.2578091076702513,OCSVM,True,1,0.69,False
pi3,SVR(),0.976082324812298,pi5,1.2144606735374843,OCSVM,True,1,1.0,False
pi5,"SVR(C=100, epsilon=0.5)",0.5220600406721221,pi3,0.3581357839543112,OCSVM,True,1,0.21,False
pi2,"SVR(C=0.1, epsilon=0.2, kernel='linear')",0.9873940395437037,pi4,0.06748274386694175,OCSVM,True,1,0.89,False
pi4,"SVR(C=10, epsilon=0.2, kernel='linear')",0.9287985974953932,pi2,0.04623621560396918,OCSVM,True,1,0.64,False
pi4,"SVR(C=10, epsilon=0.2, kernel='linear')",0.9287985974953932,pi3,0.12653336709442575,OCSVM,True,1,0.1,False
pi3,"SVR(C=1, epsilon=0.2, kernel='linear')",0.915540906219737,pi4,0.4641408961973229,OCSVM,True,1,0.69,False
pi3,"SVR(C=1, epsilon=0.2, kernel='linear')",0.915540906219737,pi5,1.0636590989251113,OCSVM,True,1,1.0,False
pi5,"SVR(C=100, epsilon=0.5, kernel='linear')",0.378019761509926,pi3,0.007827458597091108,OCSVM,True,1,0.21,False
pi2,LinearRegression(),0.9874035035897379,pi4,0.06813120308298837,OCSVM,True,1,0.89,False
pi4,LinearRegression(),0.9292061930937257,pi2,0.049654261610385664,OCSVM,True,1,0.64,False
pi4,LinearRegression(),0.9292061930937257,pi3,0.13532660617578685,OCSVM,True,1,0.1,False
pi3,LinearRegression(),0.9157564121842657,pi4,0.5074961340589524,OCSVM,True,1,0.69,False
pi3,LinearRegression(),0.9157564121842657,pi5,1.088545449477322,OCSVM,True,1,1.0,False
pi5,LinearRegression(),0.3784157671029401,pi3,0.025068995245122072,OCSVM,True,1,0.21,False
pi2,"SVR(C=100, epsilon=0.2)",0.9913631494468665,pi4,0.10475618551999855,MMD OCSVM Verify,False,1,0.89,False
pi4,"SVR(C=100, epsilon=0.2)",0.964028069320242,pi2,0.0508083482933438,MMD OCSVM Verify,False,1,0.64,False
pi2,"SVR(C=100, epsilon=1, kernel='linear')",0.9871975374733198,pi4,0.07058304096722923,MMD OCSVM Verify,False,1,0.89,False
pi4,"SVR(C=0.01, epsilon=1, kernel='linear')",0.92639896016789,pi2,0.044380054821404724,MMD OCSVM Verify,False,1,0.64,False
pi2,LinearRegression(),0.9874035008661699,pi4,0.06813114595969738,MMD OCSVM Verify,False,1,0.89,False
pi4,LinearRegression(),0.9292062079579517,pi2,0.049654194372318106,MMD OCSVM Verify,False,1,0.64,False
pi2,SVR(C=100),0.9910563376060694,pi4,0.09890720701704803,MMD OCSVM Verify,True,1,0.89,False
pi4,"SVR(C=100, epsilon=0.01)",0.9664152869452801,pi2,0.06899535068975293,MMD OCSVM Verify,True,1,0.64,False
pi2,"SVR(C=0.1, epsilon=0.2, kernel='linear')",0.9873940395437037,pi4,0.06748274386694175,MMD OCSVM Verify,True,1,0.89,False
pi4,"SVR(C=10, epsilon=0.2, kernel='linear')",0.9287985974953932,pi2,0.04623621560396918,MMD OCSVM Verify,True,1,0.64,False
pi2,LinearRegression(),0.9874035035897379,pi4,0.06813120308298837,MMD OCSVM Verify,True,1,0.89,False
pi4,LinearRegression(),0.9292061930937257,pi2,0.049654261610385664,MMD OCSVM Verify,True,1,0.64,False
pi3,"SVR(C=10, epsilon=1)",0.4413987641328856,pi5,0.3883144997550243,MMD,False,2,32.23,True
pi5,"SVR(C=1, epsilon=0.2)",0.7249785176510614,pi3,0.8052277344385236,MMD,False,2,32.23,True
pi3,"SVR(C=100, epsilon=1, kernel='linear')",0.31294101630212445,pi5,0.2225624122578036,MMD,False,2,32.23,True
pi5,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.6328119844969595,pi3,0.4907568807508964,MMD,False,2,32.23,True
pi3,LinearRegression(normalize=True),0.3573982609928279,pi5,0.518260415797871,MMD,False,2,32.23,True
pi5,LinearRegression(),0.6331484218627168,pi3,0.47859085625517994,MMD,False,2,32.23,True
pi3,"SVR(C=1, epsilon=0.2)",0.4547804936579123,pi5,0.4389405315763746,MMD,True,2,32.23,True
pi5,"SVR(C=100, epsilon=0.01)",0.7111959120898186,pi3,0.8016809262586306,MMD,True,2,32.23,True
pi3,"SVR(C=100, epsilon=0.5, kernel='linear')",0.35443947657299923,pi5,0.2506534172927841,MMD,True,2,32.23,True
pi5,SVR(kernel='linear'),0.6311874376898936,pi3,0.51927521607506,MMD,True,2,32.23,True
pi3,LinearRegression(),0.35739813991521396,pi5,0.5182606748998606,MMD,True,2,32.23,True
pi5,LinearRegression(),0.6331484328022396,pi3,0.47859034552257196,MMD,True,2,32.23,True
pi2,"SVR(C=100, epsilon=0.5)",0.8095965680159847,pi4,1.0028748886760286,OCSVM,False,2,0.82,True
pi2,"SVR(C=100, epsilon=0.5)",0.8095965680159847,pi5,30.31615688697641,OCSVM,False,2,0.0,True
pi4,"SVR(C=1, epsilon=1)",0.3267611705090939,pi2,0.5905470911652299,OCSVM,False,2,0.51,True
pi4,"SVR(C=1, epsilon=1)",0.3267611705090939,pi3,8.602649536687474,OCSVM,False,2,0.06,True
pi4,"SVR(C=1, epsilon=1)",0.3267611705090939,pi5,22.120552061082986,OCSVM,False,2,0.06,True
pi5,"SVR(C=1, epsilon=0.2)",0.7249785176510614,pi2,17.953498348644356,OCSVM,False,2,0.92,True
pi5,"SVR(C=1, epsilon=0.2)",0.7249785176510614,pi3,0.8052277344385236,OCSVM,False,2,1.0,True
pi5,"SVR(C=1, epsilon=0.2)",0.7249785176510614,pi4,4.969176943199511,OCSVM,False,2,0.83,True
pi3,"SVR(C=10, epsilon=1)",0.4413987641328856,pi4,5.2852960109208,OCSVM,False,2,0.87,True
pi3,"SVR(C=10, epsilon=1)",0.4413987641328856,pi5,0.3883144997550243,OCSVM,False,2,0.53,True
pi2,"SVR(C=0.1, epsilon=1, kernel='linear')",0.7625959164669635,pi4,0.9710306001530981,OCSVM,False,2,0.82,True
pi2,"SVR(C=0.1, epsilon=1, kernel='linear')",0.7625959164669635,pi5,31.008512241423507,OCSVM,False,2,0.0,True
pi4,"SVR(C=1e-05, epsilon=0, kernel='linear')",-0.007089229043763856,pi2,0.14447200357316503,OCSVM,False,2,0.51,True
pi4,"SVR(C=1e-05, epsilon=0, kernel='linear')",-0.007089229043763856,pi3,7.285629604540411,OCSVM,False,2,0.06,True
pi4,"SVR(C=1e-05, epsilon=0, kernel='linear')",-0.007089229043763856,pi5,36.10978884797382,OCSVM,False,2,0.06,True
pi5,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.6328119844969595,pi2,17.734478093399257,OCSVM,False,2,0.92,True
pi5,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.6328119844969595,pi3,0.4907568807508964,OCSVM,False,2,1.0,True
pi5,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.6328119844969595,pi4,4.110226291161639,OCSVM,False,2,0.83,True
pi3,"SVR(C=100, epsilon=1, kernel='linear')",0.31294101630212445,pi4,4.93549233347449,OCSVM,False,2,0.87,True
pi3,"SVR(C=100, epsilon=1, kernel='linear')",0.31294101630212445,pi5,0.2225624122578036,OCSVM,False,2,0.53,True
pi2,LinearRegression(),0.7649330177922304,pi4,0.9395328188892065,OCSVM,False,2,0.82,True
pi2,LinearRegression(),0.7649330177922304,pi5,30.33074097471088,OCSVM,False,2,0.0,True
pi4,LinearRegression(normalize=True),0.05129029059572521,pi2,0.49119925939835885,OCSVM,False,2,0.51,True
pi4,LinearRegression(normalize=True),0.05129029059572521,pi3,7.278541274857828,OCSVM,False,2,0.06,True
pi4,LinearRegression(normalize=True),0.05129029059572521,pi5,24.813611151428386,OCSVM,False,2,0.06,True
pi5,LinearRegression(),0.6331484218627168,pi2,17.70287343692295,OCSVM,False,2,0.92,True
pi5,LinearRegression(),0.6331484218627168,pi3,0.47859085625517994,OCSVM,False,2,1.0,True
pi5,LinearRegression(),0.6331484218627168,pi4,4.155943662908137,OCSVM,False,2,0.83,True
pi3,LinearRegression(normalize=True),0.3573982609928279,pi4,5.4318407555889925,OCSVM,False,2,0.87,True
pi3,LinearRegression(normalize=True),0.3573982609928279,pi5,0.518260415797871,OCSVM,False,2,0.53,True
pi2,SVR(C=10),0.8132570985005282,pi4,0.8695800782469708,OCSVM,True,2,0.82,True
pi2,SVR(C=10),0.8132570985005282,pi5,30.610965481772247,OCSVM,True,2,0.0,True
pi4,SVR(),0.3378003877733118,pi2,4.884216024741958,OCSVM,True,2,0.51,True
pi4,SVR(),0.3378003877733118,pi3,8.513656775263014,OCSVM,True,2,0.06,True
pi4,SVR(),0.3378003877733118,pi5,12.073934132057051,OCSVM,True,2,0.06,True
pi5,"SVR(C=100, epsilon=0.01)",0.7111959120898186,pi2,17.46347069214032,OCSVM,True,2,0.92,True
pi5,"SVR(C=100, epsilon=0.01)",0.7111959120898186,pi3,0.8016809262586306,OCSVM,True,2,1.0,True
pi5,"SVR(C=100, epsilon=0.01)",0.7111959120898186,pi4,3.59559342214527,OCSVM,True,2,0.83,True
pi3,"SVR(C=1, epsilon=0.2)",0.4547804936579123,pi4,5.319269499301495,OCSVM,True,2,0.87,True
pi3,"SVR(C=1, epsilon=0.2)",0.4547804936579123,pi5,0.4389405315763746,OCSVM,True,2,0.53,True
pi2,SVR(kernel='linear'),0.7562395359792731,pi4,0.8484850753381639,OCSVM,True,2,0.82,True
pi2,SVR(kernel='linear'),0.7562395359792731,pi5,29.396227708644766,OCSVM,True,2,0.0,True
pi4,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.034947660983790096,pi2,0.4551929331050302,OCSVM,True,2,0.51,True
pi4,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.034947660983790096,pi3,8.131706442703182,OCSVM,True,2,0.06,True
pi4,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.034947660983790096,pi5,31.921894953782235,OCSVM,True,2,0.06,True
pi5,SVR(kernel='linear'),0.6311874376898936,pi2,17.646623501471872,OCSVM,True,2,0.92,True
pi5,SVR(kernel='linear'),0.6311874376898936,pi3,0.51927521607506,OCSVM,True,2,1.0,True
pi5,SVR(kernel='linear'),0.6311874376898936,pi4,4.009641033689231,OCSVM,True,2,0.83,True
pi3,"SVR(C=100, epsilon=0.5, kernel='linear')",0.35443947657299923,pi4,5.273790435043595,OCSVM,True,2,0.87,True
pi3,"SVR(C=100, epsilon=0.5, kernel='linear')",0.35443947657299923,pi5,0.2506534172927841,OCSVM,True,2,0.53,True
pi2,LinearRegression(),0.764932971897219,pi4,0.9395331432556254,OCSVM,True,2,0.82,True
pi2,LinearRegression(),0.764932971897219,pi5,30.330748105385236,OCSVM,True,2,0.0,True
pi4,LinearRegression(),0.05129022796129601,pi2,0.4911999293114445,OCSVM,True,2,0.51,True
pi4,LinearRegression(),0.05129022796129601,pi3,7.278542847692124,OCSVM,True,2,0.06,True
pi4,LinearRegression(),0.05129022796129601,pi5,24.813625083623638,OCSVM,True,2,0.06,True
pi5,LinearRegression(),0.6331484328022396,pi2,17.702880661741425,OCSVM,True,2,0.92,True
pi5,LinearRegression(),0.6331484328022396,pi3,0.47859034552257196,OCSVM,True,2,1.0,True
pi5,LinearRegression(),0.6331484328022396,pi4,4.155945468720142,OCSVM,True,2,0.83,True
pi3,LinearRegression(),0.35739813991521396,pi4,5.431841347739054,OCSVM,True,2,0.87,True
pi3,LinearRegression(),0.35739813991521396,pi5,0.5182606748998606,OCSVM,True,2,0.53,True
pi5,"SVR(C=1, epsilon=0.2)",0.7249785176510614,pi3,0.8052277344385236,MMD OCSVM Verify,False,2,1.0,True
pi3,"SVR(C=10, epsilon=1)",0.4413987641328856,pi5,0.3883144997550243,MMD OCSVM Verify,False,2,0.53,True
pi5,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.6328119844969595,pi3,0.4907568807508964,MMD OCSVM Verify,False,2,1.0,True
pi3,"SVR(C=100, epsilon=1, kernel='linear')",0.31294101630212445,pi5,0.2225624122578036,MMD OCSVM Verify,False,2,0.53,True
pi5,LinearRegression(),0.6331484218627168,pi3,0.47859085625517994,MMD OCSVM Verify,False,2,1.0,True
pi3,LinearRegression(normalize=True),0.3573982609928279,pi5,0.518260415797871,MMD OCSVM Verify,False,2,0.53,True
pi5,"SVR(C=100, epsilon=0.01)",0.7111959120898186,pi3,0.8016809262586306,MMD OCSVM Verify,True,2,1.0,True
pi3,"SVR(C=1, epsilon=0.2)",0.4547804936579123,pi5,0.4389405315763746,MMD OCSVM Verify,True,2,0.53,True
pi5,SVR(kernel='linear'),0.6311874376898936,pi3,0.51927521607506,MMD OCSVM Verify,True,2,1.0,True
pi3,"SVR(C=100, epsilon=0.5, kernel='linear')",0.35443947657299923,pi5,0.2506534172927841,MMD OCSVM Verify,True,2,0.53,True
pi5,LinearRegression(),0.6331484328022396,pi3,0.47859034552257196,MMD OCSVM Verify,True,2,1.0,True
pi3,LinearRegression(),0.35739813991521396,pi5,0.5182606748998606,MMD OCSVM Verify,True,2,0.53,True
pi2,"SVR(C=100, epsilon=0.5)",0.8095965680159847,pi4,1.0028748886760286,OCSVM,False,2,0.84,False
pi2,"SVR(C=100, epsilon=0.5)",0.8095965680159847,pi5,30.31615688697641,OCSVM,False,2,0.0,False
pi4,"SVR(C=1, epsilon=1)",0.3267611705090939,pi2,0.5905470911652299,OCSVM,False,2,0.46,False
pi4,"SVR(C=1, epsilon=1)",0.3267611705090939,pi3,8.602649536687474,OCSVM,False,2,0.08,False
pi4,"SVR(C=1, epsilon=1)",0.3267611705090939,pi5,22.120552061082986,OCSVM,False,2,0.07,False
pi5,"SVR(C=1, epsilon=0.2)",0.7249785176510614,pi2,17.953498348644356,OCSVM,False,2,0.9,False
pi5,"SVR(C=1, epsilon=0.2)",0.7249785176510614,pi3,0.8052277344385236,OCSVM,False,2,1.0,False
pi5,"SVR(C=1, epsilon=0.2)",0.7249785176510614,pi4,4.969176943199511,OCSVM,False,2,0.84,False
pi3,"SVR(C=10, epsilon=1)",0.4413987641328856,pi4,5.2852960109208,OCSVM,False,2,0.87,False
pi3,"SVR(C=10, epsilon=1)",0.4413987641328856,pi5,0.3883144997550243,OCSVM,False,2,0.55,False
pi2,"SVR(C=0.1, epsilon=1, kernel='linear')",0.7625959164669635,pi4,0.9710306001530981,OCSVM,False,2,0.84,False
pi2,"SVR(C=0.1, epsilon=1, kernel='linear')",0.7625959164669635,pi5,31.008512241423507,OCSVM,False,2,0.0,False
pi4,"SVR(C=1e-05, epsilon=0, kernel='linear')",-0.007089229043763856,pi2,0.14447200357316503,OCSVM,False,2,0.46,False
pi4,"SVR(C=1e-05, epsilon=0, kernel='linear')",-0.007089229043763856,pi3,7.285629604540411,OCSVM,False,2,0.08,False
pi4,"SVR(C=1e-05, epsilon=0, kernel='linear')",-0.007089229043763856,pi5,36.10978884797382,OCSVM,False,2,0.07,False
pi5,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.6328119844969595,pi2,17.734478093399257,OCSVM,False,2,0.9,False
pi5,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.6328119844969595,pi3,0.4907568807508964,OCSVM,False,2,1.0,False
pi5,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.6328119844969595,pi4,4.110226291161639,OCSVM,False,2,0.84,False
pi3,"SVR(C=100, epsilon=1, kernel='linear')",0.31294101630212445,pi4,4.93549233347449,OCSVM,False,2,0.87,False
pi3,"SVR(C=100, epsilon=1, kernel='linear')",0.31294101630212445,pi5,0.2225624122578036,OCSVM,False,2,0.55,False
pi2,LinearRegression(),0.7649330177922304,pi4,0.9395328188892065,OCSVM,False,2,0.84,False
pi2,LinearRegression(),0.7649330177922304,pi5,30.33074097471088,OCSVM,False,2,0.0,False
pi4,LinearRegression(normalize=True),0.05129029059572521,pi2,0.49119925939835885,OCSVM,False,2,0.46,False
pi4,LinearRegression(normalize=True),0.05129029059572521,pi3,7.278541274857828,OCSVM,False,2,0.08,False
pi4,LinearRegression(normalize=True),0.05129029059572521,pi5,24.813611151428386,OCSVM,False,2,0.07,False
pi5,LinearRegression(),0.6331484218627168,pi2,17.70287343692295,OCSVM,False,2,0.9,False
pi5,LinearRegression(),0.6331484218627168,pi3,0.47859085625517994,OCSVM,False,2,1.0,False
pi5,LinearRegression(),0.6331484218627168,pi4,4.155943662908137,OCSVM,False,2,0.84,False
pi3,LinearRegression(normalize=True),0.3573982609928279,pi4,5.4318407555889925,OCSVM,False,2,0.87,False
pi3,LinearRegression(normalize=True),0.3573982609928279,pi5,0.518260415797871,OCSVM,False,2,0.55,False
pi2,SVR(C=10),0.8132570985005282,pi4,0.8695800782469708,OCSVM,True,2,0.84,False
pi2,SVR(C=10),0.8132570985005282,pi5,30.610965481772247,OCSVM,True,2,0.0,False
pi4,SVR(),0.3378003877733118,pi2,4.884216024741958,OCSVM,True,2,0.46,False
