model_node,model,score,test_node,discrepancy,method,std,experiment,threshold,sample pair calculation
pi4,"SVR(C=0.01, epsilon=1, kernel='linear')",0.9254769623213337,pi2,0.048553744778413455,OCSVM,False,1,0.64,False
pi4,"SVR(C=0.01, epsilon=1, kernel='linear')",0.9254769623213337,pi3,0.09139661327080284,OCSVM,False,1,0.1,False
pi3,"SVR(C=100, epsilon=1, kernel='linear')",0.9280322932253127,pi4,0.5572550137105794,OCSVM,False,1,0.69,False
pi3,"SVR(C=100, epsilon=1, kernel='linear')",0.9280322932253127,pi5,1.2086245612148343,OCSVM,False,1,1.0,False
pi5,SVR(kernel='linear'),0.3189084957575775,pi3,0.02277115337643021,OCSVM,False,1,0.21,False
pi2,LinearRegression(),0.9866816016375412,pi4,0.0631637427110956,OCSVM,False,1,0.89,False
pi4,LinearRegression(),0.9288376039193941,pi2,0.05300583932454506,OCSVM,False,1,0.64,False
pi4,LinearRegression(),0.9288376039193941,pi3,0.14253717151364398,OCSVM,False,1,0.1,False
pi3,LinearRegression(),0.928061748160894,pi4,0.5533114387421038,OCSVM,False,1,0.69,False
pi3,LinearRegression(),0.928061748160894,pi5,1.2019683953272522,OCSVM,False,1,1.0,False
pi5,LinearRegression(),0.38598350091453293,pi3,0.06716813324853144,OCSVM,False,1,0.21,False
pi2,SVR(C=100),0.990414697451951,pi4,0.09617625096391869,OCSVM,True,1,0.89,False
pi4,"SVR(C=100, epsilon=0.2)",0.9600647372811877,pi2,0.08481724198843221,OCSVM,True,1,0.64,False
pi4,"SVR(C=100, epsilon=0.2)",0.9600647372811877,pi3,0.26637388513412863,OCSVM,True,1,0.1,False
pi3,SVR(),0.9776661469205596,pi4,3.8226937265696117,OCSVM,True,1,0.69,False
pi3,SVR(),0.9776661469205596,pi5,1.266430795177582,OCSVM,True,1,1.0,False
pi5,"SVR(C=100, epsilon=0.5)",0.5357298336254674,pi3,0.30328461816222874,OCSVM,True,1,0.21,False
pi2,"SVR(C=100, kernel='linear')",0.9866615105324584,pi4,0.06383734982147093,OCSVM,True,1,0.89,False
pi4,"SVR(C=10, epsilon=0.2, kernel='linear')",0.9285428794789248,pi2,0.05227110425608994,OCSVM,True,1,0.64,False
pi4,"SVR(C=10, epsilon=0.2, kernel='linear')",0.9285428794789248,pi3,0.12590969514173045,OCSVM,True,1,0.1,False
pi3,SVR(kernel='linear'),0.92784208259727,pi4,0.5588407250488228,OCSVM,True,1,0.69,False
pi3,SVR(kernel='linear'),0.92784208259727,pi5,1.2179564884450567,OCSVM,True,1,1.0,False
pi5,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.3809844046491525,pi3,0.13009485149100086,OCSVM,True,1,0.21,False
pi2,LinearRegression(),0.9866815993442053,pi4,0.06316371958218892,OCSVM,True,1,0.89,False
pi4,LinearRegression(),0.9288375969601699,pi2,0.05300583868244024,OCSVM,True,1,0.64,False
pi4,LinearRegression(),0.9288375969601699,pi3,0.14253680017335923,OCSVM,True,1,0.1,False
pi3,LinearRegression(),0.9280616951026314,pi4,0.5533121190068255,OCSVM,True,1,0.69,False
pi3,LinearRegression(),0.9280616951026314,pi5,1.201968808004883,OCSVM,True,1,1.0,False
pi5,LinearRegression(),0.3859835425381092,pi3,0.06716842369323428,OCSVM,True,1,0.21,False
pi2,"SVR(C=100, epsilon=0.5)",0.9903953613698986,pi4,0.10389621805091509,MMD OCSVM Verify,False,1,0.89,False
pi4,"SVR(C=100, epsilon=1)",0.9586309729318249,pi2,0.05468448366360512,MMD OCSVM Verify,False,1,0.64,False
pi2,"SVR(C=0.01, epsilon=0.5, kernel='linear')",0.9864943471170357,pi4,0.06109883271877026,MMD OCSVM Verify,False,1,0.89,False
pi4,"SVR(C=0.01, epsilon=1, kernel='linear')",0.9254769623213337,pi2,0.048553744778413455,MMD OCSVM Verify,False,1,0.64,False
pi2,LinearRegression(),0.9866816016375412,pi4,0.0631637427110956,MMD OCSVM Verify,False,1,0.89,False
pi4,LinearRegression(),0.9288376039193941,pi2,0.05300583932454506,MMD OCSVM Verify,False,1,0.64,False
pi2,SVR(C=100),0.990414697451951,pi4,0.09617625096391869,MMD OCSVM Verify,True,1,0.89,False
pi4,"SVR(C=100, epsilon=0.2)",0.9600647372811877,pi2,0.08481724198843221,MMD OCSVM Verify,True,1,0.64,False
pi2,"SVR(C=100, kernel='linear')",0.9866615105324584,pi4,0.06383734982147093,MMD OCSVM Verify,True,1,0.89,False
pi4,"SVR(C=10, epsilon=0.2, kernel='linear')",0.9285428794789248,pi2,0.05227110425608994,MMD OCSVM Verify,True,1,0.64,False
pi2,LinearRegression(),0.9866815993442053,pi4,0.06316371958218892,MMD OCSVM Verify,True,1,0.89,False
pi4,LinearRegression(),0.9288375969601699,pi2,0.05300583868244024,MMD OCSVM Verify,True,1,0.64,False
pi3,"SVR(C=10, epsilon=1)",0.48057693337202056,pi5,0.8392010294947371,MMD,False,2,29.59,True
pi5,"SVR(C=1, epsilon=0.2)",0.7111602922494926,pi3,0.7569713226179924,MMD,False,2,29.59,True
pi3,"SVR(C=100, epsilon=0.5, kernel='linear')",0.3412138520895146,pi5,0.11930850182202801,MMD,False,2,29.59,True
pi5,"SVR(C=100, epsilon=0.2, kernel='linear')",0.6080874890054838,pi3,0.3683938069008469,MMD,False,2,29.59,True
pi3,LinearRegression(),0.38077019553077396,pi5,0.7507436044974319,MMD,False,2,29.59,True
pi5,LinearRegression(),0.6134144435630782,pi3,0.4251792670864091,MMD,False,2,29.59,True
pi3,SVR(),0.5003268332796328,pi5,1.0775583859712135,MMD,True,2,29.59,True
pi5,SVR(),0.706519546472485,pi3,0.7317563739480034,MMD,True,2,29.59,True
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.3704432889477507,pi5,0.6425772452263829,MMD,True,2,29.59,True
pi5,"SVR(C=0.1, epsilon=0.2, kernel='linear')",0.6109263750535361,pi3,0.3872376700276141,MMD,True,2,29.59,True
pi3,LinearRegression(),0.3807702022937476,pi5,0.7507376569261381,MMD,True,2,29.59,True
pi5,LinearRegression(),0.6134144029257201,pi3,0.42517905285612123,MMD,True,2,29.59,True
pi2,"SVR(C=10, epsilon=0.2)",0.7760562576212162,pi4,0.5318477955749091,OCSVM,False,2,0.86,True
pi2,"SVR(C=10, epsilon=0.2)",0.7760562576212162,pi5,31.148771055904724,OCSVM,False,2,0.0,True
pi4,"SVR(C=10, epsilon=1)",0.4896571259231661,pi2,8.239260207079074,OCSVM,False,2,0.48,True
pi4,"SVR(C=10, epsilon=1)",0.4896571259231661,pi3,7.245452482016461,OCSVM,False,2,0.07,True
pi4,"SVR(C=10, epsilon=1)",0.4896571259231661,pi5,10.440375492355793,OCSVM,False,2,0.07,True
pi5,"SVR(C=1, epsilon=0.2)",0.7111602922494926,pi2,19.875226567182846,OCSVM,False,2,0.93,True
pi5,"SVR(C=1, epsilon=0.2)",0.7111602922494926,pi3,0.7569713226179924,OCSVM,False,2,1.0,True
pi5,"SVR(C=1, epsilon=0.2)",0.7111602922494926,pi4,4.223531063106354,OCSVM,False,2,0.83,True
pi3,"SVR(C=10, epsilon=1)",0.48057693337202056,pi4,4.85285472661427,OCSVM,False,2,0.87,True
pi3,"SVR(C=10, epsilon=1)",0.48057693337202056,pi5,0.8392010294947371,OCSVM,False,2,0.57,True
pi2,"SVR(C=100, epsilon=1, kernel='linear')",0.7401102750013517,pi4,0.8310510649285534,OCSVM,False,2,0.86,True
pi2,"SVR(C=100, epsilon=1, kernel='linear')",0.7401102750013517,pi5,32.32257968027093,OCSVM,False,2,0.0,True
pi4,"SVR(C=0.001, epsilon=1, kernel='linear')",0.007655537827864545,pi2,0.3088448965048688,OCSVM,False,2,0.48,True
pi4,"SVR(C=0.001, epsilon=1, kernel='linear')",0.007655537827864545,pi3,7.970220698137667,OCSVM,False,2,0.07,True
pi4,"SVR(C=0.001, epsilon=1, kernel='linear')",0.007655537827864545,pi5,42.508904826512556,OCSVM,False,2,0.07,True
pi5,"SVR(C=100, epsilon=0.2, kernel='linear')",0.6080874890054838,pi2,19.963072246603918,OCSVM,False,2,0.93,True
pi5,"SVR(C=100, epsilon=0.2, kernel='linear')",0.6080874890054838,pi3,0.3683938069008469,OCSVM,False,2,1.0,True
pi5,"SVR(C=100, epsilon=0.2, kernel='linear')",0.6080874890054838,pi4,4.084539162345847,OCSVM,False,2,0.83,True
pi3,"SVR(C=100, epsilon=0.5, kernel='linear')",0.3412138520895146,pi4,4.559934241253731,OCSVM,False,2,0.87,True
pi3,"SVR(C=100, epsilon=0.5, kernel='linear')",0.3412138520895146,pi5,0.11930850182202801,OCSVM,False,2,0.57,True
pi2,LinearRegression(),0.7410857920628182,pi4,0.8155636655808887,OCSVM,False,2,0.86,True
pi2,LinearRegression(),0.7410857920628182,pi5,31.906960596972574,OCSVM,False,2,0.0,True
pi4,LinearRegression(),0.06292085367408551,pi2,0.43635538164641163,OCSVM,False,2,0.48,True
pi4,LinearRegression(),0.06292085367408551,pi3,6.9693619991105455,OCSVM,False,2,0.07,True
pi4,LinearRegression(),0.06292085367408551,pi5,25.354879126781075,OCSVM,False,2,0.07,True
pi5,LinearRegression(),0.6134144435630782,pi2,19.655892335259605,OCSVM,False,2,0.93,True
pi5,LinearRegression(),0.6134144435630782,pi3,0.4251792670864091,OCSVM,False,2,1.0,True
pi5,LinearRegression(),0.6134144435630782,pi4,3.8628275052874894,OCSVM,False,2,0.83,True
pi3,LinearRegression(),0.38077019553077396,pi4,5.039749785515713,OCSVM,False,2,0.87,True
pi3,LinearRegression(),0.38077019553077396,pi5,0.7507436044974319,OCSVM,False,2,0.57,True
pi2,SVR(C=10),0.7810192527199914,pi4,0.6184954500292353,OCSVM,True,2,0.86,True
pi2,SVR(C=10),0.7810192527199914,pi5,32.13230264779255,OCSVM,True,2,0.0,True
pi4,"SVR(C=1, epsilon=0.2)",0.49701702911721013,pi2,7.983672241566382,OCSVM,True,2,0.48,True
pi4,"SVR(C=1, epsilon=0.2)",0.49701702911721013,pi3,7.085202669979944,OCSVM,True,2,0.07,True
pi4,"SVR(C=1, epsilon=0.2)",0.49701702911721013,pi5,10.079253611660267,OCSVM,True,2,0.07,True
pi5,SVR(),0.706519546472485,pi2,19.300334384489165,OCSVM,True,2,0.93,True
pi5,SVR(),0.706519546472485,pi3,0.7317563739480034,OCSVM,True,2,1.0,True
pi5,SVR(),0.706519546472485,pi4,3.700537283001048,OCSVM,True,2,0.83,True
pi3,SVR(),0.5003268332796328,pi4,4.942622050322429,OCSVM,True,2,0.87,True
pi3,SVR(),0.5003268332796328,pi5,1.0775583859712135,OCSVM,True,2,0.57,True
pi2,"SVR(C=10, epsilon=0.2, kernel='linear')",0.736309209546967,pi4,0.8533049920550333,OCSVM,True,2,0.86,True
pi2,"SVR(C=10, epsilon=0.2, kernel='linear')",0.736309209546967,pi5,32.76480401510822,OCSVM,True,2,0.0,True
pi4,"SVR(C=100, epsilon=0.5, kernel='linear')",0.04735798799874125,pi2,0.46185624515608426,OCSVM,True,2,0.48,True
pi4,"SVR(C=100, epsilon=0.5, kernel='linear')",0.04735798799874125,pi3,7.728795710237972,OCSVM,True,2,0.07,True
pi4,"SVR(C=100, epsilon=0.5, kernel='linear')",0.04735798799874125,pi5,33.90533114662194,OCSVM,True,2,0.07,True
pi5,"SVR(C=0.1, epsilon=0.2, kernel='linear')",0.6109263750535361,pi2,19.80152205899242,OCSVM,True,2,0.93,True
pi5,"SVR(C=0.1, epsilon=0.2, kernel='linear')",0.6109263750535361,pi3,0.3872376700276141,OCSVM,True,2,1.0,True
pi5,"SVR(C=0.1, epsilon=0.2, kernel='linear')",0.6109263750535361,pi4,4.012327487328444,OCSVM,True,2,0.83,True
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.3704432889477507,pi4,5.2914334259188776,OCSVM,True,2,0.87,True
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.3704432889477507,pi5,0.6425772452263829,OCSVM,True,2,0.57,True
pi2,LinearRegression(),0.741085993974508,pi4,0.8155639304113063,OCSVM,True,2,0.86,True
pi2,LinearRegression(),0.741085993974508,pi5,31.90697960055096,OCSVM,True,2,0.0,True
pi4,LinearRegression(),0.06292110367923442,pi2,0.4363554817437576,OCSVM,True,2,0.48,True
pi4,LinearRegression(),0.06292110367923442,pi3,6.969362476360629,OCSVM,True,2,0.07,True
pi4,LinearRegression(),0.06292110367923442,pi5,25.35488518256757,OCSVM,True,2,0.07,True
pi5,LinearRegression(),0.6134144029257201,pi2,19.655894272618543,OCSVM,True,2,0.93,True
pi5,LinearRegression(),0.6134144029257201,pi3,0.42517905285612123,OCSVM,True,2,1.0,True
pi5,LinearRegression(),0.6134144029257201,pi4,3.8628275309552063,OCSVM,True,2,0.83,True
pi3,LinearRegression(),0.3807702022937476,pi4,5.039745322272511,OCSVM,True,2,0.87,True
pi3,LinearRegression(),0.3807702022937476,pi5,0.7507376569261381,OCSVM,True,2,0.57,True
pi5,"SVR(C=1, epsilon=0.2)",0.7111602922494926,pi3,0.7569713226179924,MMD OCSVM Verify,False,2,1.0,True
pi3,"SVR(C=10, epsilon=1)",0.48057693337202056,pi5,0.8392010294947371,MMD OCSVM Verify,False,2,0.57,True
pi5,"SVR(C=100, epsilon=0.2, kernel='linear')",0.6080874890054838,pi3,0.3683938069008469,MMD OCSVM Verify,False,2,1.0,True
pi3,"SVR(C=100, epsilon=0.5, kernel='linear')",0.3412138520895146,pi5,0.11930850182202801,MMD OCSVM Verify,False,2,0.57,True
pi5,LinearRegression(),0.6134144435630782,pi3,0.4251792670864091,MMD OCSVM Verify,False,2,1.0,True
pi3,LinearRegression(),0.38077019553077396,pi5,0.7507436044974319,MMD OCSVM Verify,False,2,0.57,True
pi5,SVR(),0.706519546472485,pi3,0.7317563739480034,MMD OCSVM Verify,True,2,1.0,True
pi3,SVR(),0.5003268332796328,pi5,1.0775583859712135,MMD OCSVM Verify,True,2,0.57,True
pi5,"SVR(C=0.1, epsilon=0.2, kernel='linear')",0.6109263750535361,pi3,0.3872376700276141,MMD OCSVM Verify,True,2,1.0,True
pi3,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.3704432889477507,pi5,0.6425772452263829,MMD OCSVM Verify,True,2,0.57,True
pi5,LinearRegression(),0.6134144029257201,pi3,0.42517905285612123,MMD OCSVM Verify,True,2,1.0,True
pi3,LinearRegression(),0.3807702022937476,pi5,0.7507376569261381,MMD OCSVM Verify,True,2,0.57,True
pi2,"SVR(C=10, epsilon=0.2)",0.7760562576212162,pi4,0.5318477955749091,OCSVM,False,2,0.84,False
pi2,"SVR(C=10, epsilon=0.2)",0.7760562576212162,pi5,31.148771055904724,OCSVM,False,2,0.0,False
pi4,"SVR(C=10, epsilon=1)",0.4896571259231661,pi2,8.239260207079074,OCSVM,False,2,0.46,False
pi4,"SVR(C=10, epsilon=1)",0.4896571259231661,pi3,7.245452482016461,OCSVM,False,2,0.08,False
pi4,"SVR(C=10, epsilon=1)",0.4896571259231661,pi5,10.440375492355793,OCSVM,False,2,0.07,False
pi5,"SVR(C=1, epsilon=0.2)",0.7111602922494926,pi2,19.875226567182846,OCSVM,False,2,0.9,False
pi5,"SVR(C=1, epsilon=0.2)",0.7111602922494926,pi3,0.7569713226179924,OCSVM,False,2,1.0,False
pi5,"SVR(C=1, epsilon=0.2)",0.7111602922494926,pi4,4.223531063106354,OCSVM,False,2,0.84,False
pi3,"SVR(C=10, epsilon=1)",0.48057693337202056,pi4,4.85285472661427,OCSVM,False,2,0.87,False
pi3,"SVR(C=10, epsilon=1)",0.48057693337202056,pi5,0.8392010294947371,OCSVM,False,2,0.55,False
pi2,"SVR(C=100, epsilon=1, kernel='linear')",0.7401102750013517,pi4,0.8310510649285534,OCSVM,False,2,0.84,False
pi2,"SVR(C=100, epsilon=1, kernel='linear')",0.7401102750013517,pi5,32.32257968027093,OCSVM,False,2,0.0,False
pi4,"SVR(C=0.001, epsilon=1, kernel='linear')",0.007655537827864545,pi2,0.3088448965048688,OCSVM,False,2,0.46,False
pi4,"SVR(C=0.001, epsilon=1, kernel='linear')",0.007655537827864545,pi3,7.970220698137667,OCSVM,False,2,0.08,False
pi4,"SVR(C=0.001, epsilon=1, kernel='linear')",0.007655537827864545,pi5,42.508904826512556,OCSVM,False,2,0.07,False
pi5,"SVR(C=100, epsilon=0.2, kernel='linear')",0.6080874890054838,pi2,19.963072246603918,OCSVM,False,2,0.9,False
pi5,"SVR(C=100, epsilon=0.2, kernel='linear')",0.6080874890054838,pi3,0.3683938069008469,OCSVM,False,2,1.0,False
pi5,"SVR(C=100, epsilon=0.2, kernel='linear')",0.6080874890054838,pi4,4.084539162345847,OCSVM,False,2,0.84,False
pi3,"SVR(C=100, epsilon=0.5, kernel='linear')",0.3412138520895146,pi4,4.559934241253731,OCSVM,False,2,0.87,False
pi3,"SVR(C=100, epsilon=0.5, kernel='linear')",0.3412138520895146,pi5,0.11930850182202801,OCSVM,False,2,0.55,False
pi2,LinearRegression(),0.7410857920628182,pi4,0.8155636655808887,OCSVM,False,2,0.84,False
pi2,LinearRegression(),0.7410857920628182,pi5,31.906960596972574,OCSVM,False,2,0.0,False
pi4,LinearRegression(),0.06292085367408551,pi2,0.43635538164641163,OCSVM,False,2,0.46,False
pi4,LinearRegression(),0.06292085367408551,pi3,6.9693619991105455,OCSVM,False,2,0.08,False
pi4,LinearRegression(),0.06292085367408551,pi5,25.354879126781075,OCSVM,False,2,0.07,False
pi5,LinearRegression(),0.6134144435630782,pi2,19.655892335259605,OCSVM,False,2,0.9,False
pi5,LinearRegression(),0.6134144435630782,pi3,0.4251792670864091,OCSVM,False,2,1.0,False
pi5,LinearRegression(),0.6134144435630782,pi4,3.8628275052874894,OCSVM,False,2,0.84,False
pi3,LinearRegression(),0.38077019553077396,pi4,5.039749785515713,OCSVM,False,2,0.87,False
pi3,LinearRegression(),0.38077019553077396,pi5,0.7507436044974319,OCSVM,False,2,0.55,False
pi2,SVR(C=10),0.7810192527199914,pi4,0.6184954500292353,OCSVM,True,2,0.84,False
pi2,SVR(C=10),0.7810192527199914,pi5,32.13230264779255,OCSVM,True,2,0.0,False
pi4,"SVR(C=1, epsilon=0.2)",0.49701702911721013,pi2,7.983672241566382,OCSVM,True,2,0.46,False
pi4,"SVR(C=1, epsilon=0.2)",0.49701702911721013,pi3,7.085202669979944,OCSVM,True,2,0.08,False
pi4,"SVR(C=1, epsilon=0.2)",0.49701702911721013,pi5,10.079253611660267,OCSVM,True,2,0.07,False
pi5,SVR(),0.706519546472485,pi2,19.300334384489165,OCSVM,True,2,0.9,False
pi5,SVR(),0.706519546472485,pi3,0.7317563739480034,OCSVM,True,2,1.0,False
pi5,SVR(),0.706519546472485,pi4,3.700537283001048,OCSVM,True,2,0.84,False
pi3,SVR(),0.5003268332796328,pi4,4.942622050322429,OCSVM,True,2,0.87,False
pi3,SVR(),0.5003268332796328,pi5,1.0775583859712135,OCSVM,True,2,0.55,False
pi2,"SVR(C=10, epsilon=0.2, kernel='linear')",0.736309209546967,pi4,0.8533049920550333,OCSVM,True,2,0.84,False
pi2,"SVR(C=10, epsilon=0.2, kernel='linear')",0.736309209546967,pi5,32.76480401510822,OCSVM,True,2,0.0,False
pi4,"SVR(C=100, epsilon=0.5, kernel='linear')",0.04735798799874125,pi2,0.46185624515608426,OCSVM,True,2,0.46,False
pi4,"SVR(C=100, epsilon=0.5, kernel='linear')",0.04735798799874125,pi3,7.728795710237972,OCSVM,True,2,0.08,False
pi4,"SVR(C=100, epsilon=0.5, kernel='linear')",0.04735798799874125,pi5,33.90533114662194,OCSVM,True,2,0.07,False
pi5,"SVR(C=0.1, epsilon=0.2, kernel='linear')",0.6109263750535361,pi2,19.80152205899242,OCSVM,True,2,0.9,False
pi5,"SVR(C=0.1, epsilon=0.2, kernel='linear')",0.6109263750535361,pi3,0.3872376700276141,OCSVM,True,2,1.0,False
