model_node,model,score,test_node,discrepancy,method,std,experiment,threshold,sample pair calculation
pi4,"SVR(C=0.1, epsilon=1, kernel='linear')",0.03868648136853259,pi5,23.70386937519959,OCSVM,True,2,0.07,False
pi5,"SVR(C=0.1, kernel='linear')",0.5471183103752222,pi2,19.066307867725424,OCSVM,True,2,0.9,False
pi5,"SVR(C=0.1, kernel='linear')",0.5471183103752222,pi3,0.3453421461213182,OCSVM,True,2,1.0,False
pi5,"SVR(C=0.1, kernel='linear')",0.5471183103752222,pi4,3.512167167364745,OCSVM,True,2,0.84,False
pi3,"SVR(C=1, epsilon=0.5, kernel='linear')",0.371488380340003,pi4,4.867393440894711,OCSVM,True,2,0.87,False
pi3,"SVR(C=1, epsilon=0.5, kernel='linear')",0.371488380340003,pi5,0.6864930806849617,OCSVM,True,2,0.55,False
pi2,LinearRegression(),0.7507258697099627,pi4,0.923159971832009,OCSVM,True,2,0.84,False
pi2,LinearRegression(),0.7507258697099627,pi5,26.993678489762818,OCSVM,True,2,0.0,False
pi4,LinearRegression(),0.03973252089693868,pi2,0.46982103526039876,OCSVM,True,2,0.46,False
pi4,LinearRegression(),0.03973252089693868,pi3,6.508426930118592,OCSVM,True,2,0.08,False
pi4,LinearRegression(),0.03973252089693868,pi5,22.074881427477518,OCSVM,True,2,0.07,False
pi5,LinearRegression(),0.5490601979921028,pi2,18.74767398378515,OCSVM,True,2,0.9,False
pi5,LinearRegression(),0.5490601979921028,pi3,0.36929798287412063,OCSVM,True,2,1.0,False
pi5,LinearRegression(),0.5490601979921028,pi4,3.442831966247507,OCSVM,True,2,0.84,False
pi3,LinearRegression(),0.37833783459847836,pi4,4.623973603028864,OCSVM,True,2,0.87,False
pi3,LinearRegression(),0.37833783459847836,pi5,0.6114815632152545,OCSVM,True,2,0.55,False
pi5,"SVR(C=10, epsilon=0.2)",0.622349289971919,pi3,0.5980493596829599,MMD OCSVM Verify,False,2,1.0,False
pi3,"SVR(C=1, epsilon=0.5)",0.4653957559067107,pi5,0.4824332482250354,MMD OCSVM Verify,False,2,0.55,False
pi5,"SVR(C=100, epsilon=0.2, kernel='linear')",0.5450353308739737,pi3,0.3160411919162084,MMD OCSVM Verify,False,2,1.0,False
pi3,SVR(kernel='linear'),0.3350176872639836,pi5,0.08763036225141685,MMD OCSVM Verify,False,2,0.55,False
pi5,LinearRegression(),0.5490603117041633,pi3,0.36929837822280154,MMD OCSVM Verify,False,2,1.0,False
pi3,LinearRegression(),0.3783378375482429,pi5,0.6114808439836332,MMD OCSVM Verify,False,2,0.55,False
pi5,"SVR(C=100, epsilon=0.01)",0.6304965005397507,pi3,2.76069306235037,MMD OCSVM Verify,True,2,1.0,False
pi3,"SVR(C=1, epsilon=0.5)",0.5833340682417991,pi5,8.254370428100154,MMD OCSVM Verify,True,2,0.55,False
pi5,"SVR(C=0.1, kernel='linear')",0.5471183103752222,pi3,0.3453421461213182,MMD OCSVM Verify,True,2,1.0,False
pi3,"SVR(C=1, epsilon=0.5, kernel='linear')",0.371488380340003,pi5,0.6864930806849617,MMD OCSVM Verify,True,2,0.55,False
pi5,LinearRegression(),0.5490601979921028,pi3,0.36929798287412063,MMD OCSVM Verify,True,2,1.0,False
pi3,LinearRegression(),0.37833783459847836,pi5,0.6114815632152545,MMD OCSVM Verify,True,2,0.55,False
pi3,"SVR(C=0.1, epsilon=0.2)",0.1584459056669234,pi4,0.16334958471727878,MMD,False,3,36.42,True
pi4,"SVR(C=100, epsilon=0.2)",0.9905816505243198,pi3,1.9608434877722596,MMD,False,3,36.42,True
pi3,SVR(kernel='linear'),0.016780111116531327,pi4,0.2230538486681053,MMD,False,3,36.42,True
pi4,"SVR(C=100, epsilon=0, kernel='linear')",0.9865002520899758,pi3,2.9917840306386267,MMD,False,3,36.42,True
pi3,LinearRegression(),0.033970465040924935,pi4,0.37551545018241383,MMD,False,3,36.42,True
pi4,LinearRegression(),0.9865122294198433,pi3,3.0578148842155755,MMD,False,3,36.42,True
pi3,SVR(),0.16015118230813996,pi4,0.16591242280468388,MMD,True,3,36.42,True
pi4,"SVR(C=100, epsilon=0.01)",0.9905113038112402,pi3,2.1857012568217686,MMD,True,3,36.42,True
pi3,"SVR(C=0.001, epsilon=0.01, kernel='linear')",0.000498591213098365,pi4,0.0028241522078806813,MMD,True,3,36.42,True
pi4,"SVR(C=1, epsilon=0, kernel='linear')",0.9865002528083093,pi3,2.9917848980958253,MMD,True,3,36.42,True
pi3,LinearRegression(normalize=True),0.033970434429761664,pi4,0.37551542544229366,MMD,True,3,36.42,True
pi4,LinearRegression(),0.9865122211639572,pi3,3.057822836601157,MMD,True,3,36.42,True
pi2,"SVR(C=10, epsilon=0.2)",0.9386546586602873,pi4,2.364088333742659,OCSVM,False,3,0.46,False
pi4,"SVR(C=100, epsilon=0.2)",0.9905816505243198,pi2,0.4815315985671348,OCSVM,False,3,0.32,False
pi4,"SVR(C=100, epsilon=0.2)",0.9905816505243198,pi3,1.9608434877722596,OCSVM,False,3,0.05,False
pi3,"SVR(C=0.1, epsilon=0.2)",0.1584459056669234,pi4,0.16334958471727878,OCSVM,False,3,0.46,False
pi2,"SVR(C=100, epsilon=0.2, kernel='linear')",0.9367722095194786,pi4,0.04835040536116708,OCSVM,False,3,0.46,False
pi4,"SVR(C=100, epsilon=0, kernel='linear')",0.9865002520899758,pi2,0.10200485484257882,OCSVM,False,3,0.32,False
pi4,"SVR(C=100, epsilon=0, kernel='linear')",0.9865002520899758,pi3,2.9917840306386267,OCSVM,False,3,0.05,False
pi3,SVR(kernel='linear'),0.016780111116531327,pi4,0.2230538486681053,OCSVM,False,3,0.46,False
pi2,LinearRegression(),0.9374486878552366,pi4,0.0360479486420372,OCSVM,False,3,0.46,False
pi4,LinearRegression(),0.9865122294198433,pi2,0.09792885233883597,OCSVM,False,3,0.32,False
pi4,LinearRegression(),0.9865122294198433,pi3,3.0578148842155755,OCSVM,False,3,0.05,False
pi3,LinearRegression(),0.033970465040924935,pi4,0.37551545018241383,OCSVM,False,3,0.46,False
pi2,SVR(),0.9357474894376884,pi4,2.3460446810669318,OCSVM,True,3,0.46,False
pi4,"SVR(C=100, epsilon=0.01)",0.9905113038112402,pi2,3.6445732842644163,OCSVM,True,3,0.32,False
pi4,"SVR(C=100, epsilon=0.01)",0.9905113038112402,pi3,2.1857012568217686,OCSVM,True,3,0.05,False
pi3,SVR(),0.16015118230813996,pi4,0.16591242280468388,OCSVM,True,3,0.46,False
pi2,"SVR(C=1, epsilon=0.01, kernel='linear')",0.9367402847135908,pi4,0.040164411777578124,OCSVM,True,3,0.46,False
pi4,"SVR(C=1, epsilon=0, kernel='linear')",0.9865002528083093,pi2,0.10200456330691299,OCSVM,True,3,0.32,False
pi4,"SVR(C=1, epsilon=0, kernel='linear')",0.9865002528083093,pi3,2.9917848980958253,OCSVM,True,3,0.05,False
pi3,"SVR(C=0.001, epsilon=0.01, kernel='linear')",0.000498591213098365,pi4,0.0028241522078806813,OCSVM,True,3,0.46,False
pi2,LinearRegression(),0.9374486666911407,pi4,0.036047756880430826,OCSVM,True,3,0.46,False
pi4,LinearRegression(),0.9865122211639572,pi2,0.09792827572704121,OCSVM,True,3,0.32,False
pi4,LinearRegression(),0.9865122211639572,pi3,3.057822836601157,OCSVM,True,3,0.05,False
pi3,LinearRegression(normalize=True),0.033970434429761664,pi4,0.37551542544229366,OCSVM,True,3,0.46,False
pi4,"SVR(C=100, epsilon=0.2)",0.9905816505243198,pi3,1.9608434877722596,MMD OCSVM Verify,False,3,0.05,False
pi3,"SVR(C=0.1, epsilon=0.2)",0.1584459056669234,pi4,0.16334958471727878,MMD OCSVM Verify,False,3,0.46,False
pi4,"SVR(C=100, epsilon=0, kernel='linear')",0.9865002520899758,pi3,2.9917840306386267,MMD OCSVM Verify,False,3,0.05,False
pi3,SVR(kernel='linear'),0.016780111116531327,pi4,0.2230538486681053,MMD OCSVM Verify,False,3,0.46,False
pi4,LinearRegression(),0.9865122294198433,pi3,3.0578148842155755,MMD OCSVM Verify,False,3,0.05,False
pi3,LinearRegression(),0.033970465040924935,pi4,0.37551545018241383,MMD OCSVM Verify,False,3,0.46,False
pi4,"SVR(C=100, epsilon=0.01)",0.9905113038112402,pi3,2.1857012568217686,MMD OCSVM Verify,True,3,0.05,False
pi3,SVR(),0.16015118230813996,pi4,0.16591242280468388,MMD OCSVM Verify,True,3,0.46,False
pi4,"SVR(C=1, epsilon=0, kernel='linear')",0.9865002528083093,pi3,2.9917848980958253,MMD OCSVM Verify,True,3,0.05,False
pi3,"SVR(C=0.001, epsilon=0.01, kernel='linear')",0.000498591213098365,pi4,0.0028241522078806813,MMD OCSVM Verify,True,3,0.46,False
pi4,LinearRegression(),0.9865122211639572,pi3,3.057822836601157,MMD OCSVM Verify,True,3,0.05,False
pi3,LinearRegression(normalize=True),0.033970434429761664,pi4,0.37551542544229366,MMD OCSVM Verify,True,3,0.46,False
