model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.08,1.34,pi4,0.06,0.9249201911971427,0.9721828612293932,0.14,0.65,rbf,1,False,0.14217975735664368
pi4,"SVR(C=10, epsilon=0.5)",0.97,0.04,1.42,pi2,0.03,0.9405186475475766,0.9898600833151427,0.14,0.91,rbf,1,False,0.14217975735664368
pi2,"SVR(C=10, epsilon=0.5, kernel='linear')",0.99,0.65,9.29,pi4,0.04,0.9475715401556228,0.9602240604265799,0.14,0.65,linear,1,False,0.14217975735664368
pi4,"SVR(C=0.01, epsilon=1, kernel='linear')",0.96,0.01,6.71,pi2,0.01,0.9673108938691192,0.9862080219171315,0.14,0.91,linear,1,False,0.14217975735664368
pi3,"SVR(C=10, epsilon=2)",0.49,0.01,1.32,pi5,1.21,-0.7174796165952575,0.8678482837459398,0.2,1.0,rbf,2,False,0.1979142427444458
pi5,SVR(C=10),0.87,0.1,1.08,pi3,0.8,0.06764227539861578,0.4929360315302148,0.2,0.35,rbf,2,False,0.1979142427444458
pi3,"SVR(C=1, epsilon=2, kernel='linear')",0.38,0.01,2.93,pi5,0.09,0.47134090053605526,0.7426187965073207,0.2,1.0,linear,2,False,0.1979142427444458
pi5,"SVR(C=10, epsilon=0.5, kernel='linear')",0.74,0.16,1.64,pi3,0.57,0.17008450339957737,0.37710587360623915,0.2,0.35,linear,2,False,0.1979142427444458
pi2,SVR(),0.93,0.03,0.57,pi4,2.58,-1.6486456412337045,0.988328240174955,0.32,0.32,rbf,3,False,0.3261375427246094
pi4,SVR(C=10),0.99,0.02,0.48,pi2,0.79,0.19847585381101274,0.9349729019919857,0.32,0.45,rbf,3,False,0.3261375427246094
pi2,SVR(kernel='linear'),0.94,0.03,0.8,pi4,0.0,0.9332302428974149,0.9848698369987118,0.32,0.32,linear,3,False,0.3261375427246094
pi4,SVR(kernel='linear'),0.98,0.04,1.94,pi2,0.08,0.9050321339163414,0.9351585604529944,0.32,0.45,linear,3,False,0.3261375427246094
