model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,"SVR(C=10, epsilon=0.5)",0.99,0.17,4.63,pi4,0.12,0.8694113143853275,0.9525962761439568,0.14,0.69,rbf,1,False,0.14175835251808167
pi4,"SVR(C=10, epsilon=0.5)",0.95,0.14,4.67,pi2,0.03,0.921910948003,0.9902571275663038,0.14,0.9,rbf,1,False,0.14175835251808167
pi2,"SVR(C=1, epsilon=0.5, kernel='linear')",0.99,0.28,23.69,pi4,0.08,0.9068016482994217,0.9052737806361854,0.14,0.69,linear,1,False,0.14175835251808167
pi4,"SVR(C=0.1, epsilon=2, kernel='linear')",0.91,0.06,34.55,pi2,0.06,0.9692516230162517,0.9875386626142978,0.14,0.9,linear,1,False,0.14175835251808167
pi2,"SVR(C=10, epsilon=5)",0.34,0.02,3.3,pi4,0.45,-0.1135556145863239,0.5145853743835653,0.21,0.35,rbf,2,False,0.22339922189712524
pi4,"SVR(C=10, epsilon=2)",0.51,0.07,3.87,pi2,1.02,-0.5082568588474268,0.3409290823665341,0.21,0.71,rbf,2,False,0.22339922189712524
pi2,"SVR(C=0.01, epsilon=1, kernel='linear')",0.2,0.02,4.84,pi4,0.21,-0.014212242073171844,0.07538143664231134,0.21,0.35,linear,2,False,0.22339922189712524
pi4,"SVR(C=0.01, epsilon=2, kernel='linear')",0.08,0.06,4.85,pi2,0.08,0.15561694222131406,0.19832524230743853,0.21,0.71,linear,2,False,0.22339922189712524
pi2,SVR(),0.94,0.05,1.03,pi4,2.66,-1.7146955220097597,0.9891010414100991,0.34,0.27,rbf,3,False,0.3366272449493408
pi4,"SVR(C=10, epsilon=0.5)",0.99,0.03,1.14,pi2,0.18,0.8078616762915911,0.9404097914633608,0.34,0.42,rbf,3,False,0.3366272449493408
pi2,SVR(kernel='linear'),0.94,0.03,1.17,pi4,0.11,0.8342516824788495,0.9863012299626416,0.34,0.27,linear,3,False,0.3366272449493408
pi4,"SVR(C=0.1, kernel='linear')",0.99,0.03,2.98,pi2,0.07,0.912751605028293,0.9405400250912287,0.34,0.42,linear,3,False,0.3366272449493408
