model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,"SVR(C=10, epsilon=0.5)",0.99,0.18,3.37,pi4,0.11,0.8837143817599192,0.9505088271910699,0.15,0.62,rbf,1,False,0.15030069649219513
pi4,"SVR(C=10, epsilon=1)",0.95,0.11,4.62,pi2,0.04,0.907577905489094,0.9916261627942672,0.15,0.93,rbf,1,False,0.15030069649219513
pi2,"SVR(C=1, epsilon=0.5, kernel='linear')",0.99,0.26,19.85,pi4,0.07,0.9171790189663883,0.9143034600306064,0.15,0.62,linear,1,False,0.15030069649219513
pi4,"SVR(C=0.1, epsilon=1, kernel='linear')",0.91,0.1,27.26,pi2,0.07,0.9871131869850791,0.9890641134278624,0.15,0.93,linear,1,False,0.15030069649219513
pi2,"SVR(C=10, epsilon=5)",0.33,0.02,2.98,pi4,0.46,-0.13342601514304486,0.5520064372926229,0.23,0.31,rbf,2,False,0.23026075959205627
pi4,"SVR(C=10, epsilon=2)",0.55,0.08,3.2,pi2,0.67,-0.11416998161754965,0.33113117180284857,0.23,0.79,rbf,2,False,0.23026075959205627
pi3,SVR(),0.66,0.13,3.05,pi5,0.26,0.40274724122846794,0.8635987228880606,0.23,1.0,rbf,2,False,0.23026075959205627
pi5,SVR(C=10),0.86,0.11,1.95,pi3,1.33,-0.4627730939405086,0.6580927157347323,0.23,0.51,rbf,2,False,0.23026075959205627
pi2,"SVR(C=0.1, epsilon=2, kernel='linear')",0.19,0.03,5.12,pi4,0.55,-0.3687977908626001,0.12696608518609664,0.23,0.31,linear,2,False,0.23026075959205627
pi4,"SVR(C=0.1, epsilon=5, kernel='linear')",0.13,0.01,4.38,pi2,0.03,0.15433359373676225,0.18536330392815192,0.23,0.79,linear,2,False,0.23026075959205627
pi3,"SVR(C=10, epsilon=2, kernel='linear')",0.56,0.12,5.48,pi5,0.12,0.6749892853992068,0.7373679724767495,0.23,1.0,linear,2,False,0.23026075959205627
pi5,"SVR(C=10, epsilon=0.5, kernel='linear')",0.74,0.25,4.59,pi3,0.27,0.46635237389079887,0.5563741632130381,0.23,0.51,linear,2,False,0.23026075959205627
pi2,SVR(C=10),0.94,0.04,1.38,pi4,2.43,-1.4864489158010246,0.9870969431092178,0.33,0.3,rbf,3,False,0.3295488953590393
pi4,SVR(C=10),0.99,0.05,1.5,pi2,0.46,0.5278646334034733,0.943651943297117,0.33,0.45,rbf,3,False,0.3295488953590393
pi2,SVR(kernel='linear'),0.94,0.04,1.17,pi4,0.12,0.823708911593874,0.983477823013075,0.33,0.3,linear,3,False,0.3295488953590393
pi4,SVR(kernel='linear'),0.98,0.09,3.94,pi2,0.08,0.9081074370452549,0.9404702459696002,0.33,0.45,linear,3,False,0.3295488953590393
