model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.06,1.35,pi4,0.12,0.8739987853831379,0.9585260822964141,0.16,0.6,rbf,1,False,0.1548818200826645
pi4,"SVR(C=10, epsilon=1)",0.96,0.03,1.71,pi2,0.03,0.9316106839141389,0.9920511940834836,0.16,0.91,rbf,1,False,0.1548818200826645
pi2,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.99,0.03,11.19,pi4,0.08,0.9135481507187082,0.9091890272408435,0.16,0.6,linear,1,False,0.1548818200826645
pi4,"SVR(C=10, epsilon=1, kernel='linear')",0.91,0.19,13.06,pi2,0.08,0.9849137620272299,0.9897662366588617,0.16,0.91,linear,1,False,0.1548818200826645
pi2,"SVR(C=10, epsilon=5)",0.31,0.01,1.44,pi4,0.45,-0.1407905013487014,0.5168953884873724,0.23,0.32,rbf,2,False,0.23307472467422485
pi4,"SVR(C=10, epsilon=1)",0.52,0.04,1.87,pi2,1.17,-0.6499129958912919,0.31020272836533136,0.23,0.77,rbf,2,False,0.23307472467422485
pi3,"SVR(C=10, epsilon=2)",0.61,0.03,1.8,pi5,2.26,-1.6463574665768266,0.8649847804916562,0.24,1.0,rbf,2,False,0.23307472467422485
pi5,SVR(C=10),0.86,0.06,1.1,pi3,0.88,-0.010026500148268447,0.6139787022073574,0.24,0.46,rbf,2,False,0.23307472467422485
pi2,"SVR(C=0.01, epsilon=1, kernel='linear')",0.2,0.01,2.51,pi4,0.25,-0.04721682306696762,0.05383380797738624,0.23,0.32,linear,2,False,0.23307472467422485
pi4,"SVR(C=0.1, epsilon=2, kernel='linear')",0.05,0.03,1.99,pi2,0.1,0.15748121278003768,0.19932976075847986,0.23,0.77,linear,2,False,0.23307472467422485
pi3,SVR(kernel='linear'),0.47,0.03,2.54,pi5,0.06,0.5275743289766184,0.7075124846659451,0.24,1.0,linear,2,False,0.23307472467422485
pi5,"SVR(C=0.01, epsilon=1, kernel='linear')",0.71,0.0,1.54,pi3,0.31,0.4020547022622063,0.47048084525491674,0.24,0.46,linear,2,False,0.23307472467422485
pi2,SVR(C=10),0.93,0.01,0.51,pi4,2.55,-1.6156273881343597,0.9870464029571551,0.34,0.31,rbf,3,False,0.34217125177383423
pi4,SVR(C=10),0.99,0.02,0.58,pi2,0.27,0.7127998558680118,0.9349144555290944,0.34,0.43,rbf,3,False,0.34217125177383423
pi2,"SVR(C=0.01, kernel='linear')",0.93,0.01,0.56,pi4,0.02,0.9162865302271032,0.9833223384364425,0.34,0.31,linear,3,False,0.34217125177383423
pi4,SVR(kernel='linear'),0.98,0.14,2.37,pi2,0.08,0.9007354265258266,0.9344038750209532,0.34,0.43,linear,3,False,0.34217125177383423
