model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.21,4.1,pi4,0.1,0.8891160047711483,0.9590472615891491,0.14,0.59,rbf,1,False,0.1387963891029358
pi4,"SVR(C=10, epsilon=1)",0.96,0.09,4.69,pi2,0.04,0.9162655586644113,0.990849690670774,0.14,0.86,rbf,1,False,0.1387963891029358
pi2,"SVR(C=10, epsilon=0.5, kernel='linear')",0.99,1.67,28.56,pi4,0.06,0.9244437369510862,0.9241085575132654,0.14,0.59,linear,1,False,0.1387963891029358
pi4,"SVR(C=10, epsilon=2, kernel='linear')",0.92,0.8,36.55,pi2,0.06,0.9826420734297902,0.9868566590048833,0.14,0.86,linear,1,False,0.1387963891029358
pi3,"SVR(C=10, epsilon=2)",0.5,0.03,2.71,pi5,1.14,-0.6388817330125691,0.5502639239551066,0.19,1.0,rbf,2,False,0.18605554103851318
pi5,"SVR(C=1, epsilon=0.5)",0.55,0.07,2.26,pi3,0.56,-0.011826055859068152,0.4999473533766309,0.19,0.58,rbf,2,False,0.18605554103851318
pi3,"SVR(C=0.1, epsilon=2, kernel='linear')",0.36,0.01,5.29,pi5,0.04,0.321915535858584,0.47646057445990664,0.19,1.0,linear,2,False,0.18605554103851318
pi5,"SVR(C=10, kernel='linear')",0.48,0.44,4.99,pi3,0.28,0.19567890853245673,0.3636174419835926,0.19,0.58,linear,2,False,0.18605554103851318
pi2,SVR(),0.94,0.06,1.11,pi4,2.47,-1.5361110224629058,0.9865736267628531,0.33,0.34,rbf,3,False,0.3480049967765808
pi4,"SVR(C=10, epsilon=0.5)",0.99,0.03,1.25,pi2,1.44,-0.45366873903764127,0.9361318217499319,0.33,0.43,rbf,3,False,0.3480049967765808
pi2,"SVR(C=0.01, kernel='linear')",0.94,0.02,1.34,pi4,0.01,0.9296213296495154,0.9838290381410383,0.33,0.34,linear,3,False,0.3480049967765808
pi4,"SVR(C=10, kernel='linear')",0.98,0.55,3.52,pi2,0.08,0.9021618368946879,0.9351550313676659,0.33,0.43,linear,3,False,0.3480049967765808
