model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,"SVR(C=10, epsilon=0.5)",0.99,0.1,3.64,pi4,0.04,0.9489023815139315,0.9720188146092072,0.12,0.74,rbf,1,False,0.1210080087184906
pi4,"SVR(C=10, epsilon=0.5)",0.97,0.09,3.27,pi2,0.02,0.9496700987391373,0.9907118767741537,0.12,0.88,rbf,1,False,0.1210080087184906
pi2,"SVR(C=0.01, epsilon=0.5, kernel='linear')",0.99,0.06,26.42,pi4,0.04,0.9510920468729239,0.9645323731391903,0.12,0.74,linear,1,False,0.1210080087184906
pi4,"SVR(C=0.01, epsilon=1, kernel='linear')",0.96,0.02,9.09,pi2,0.0,0.9679698736162924,0.9875942017810672,0.12,0.88,linear,1,False,0.1210080087184906
pi2,"SVR(C=10, epsilon=2)",0.33,0.03,3.07,pi4,0.17,0.16255226959416647,0.6146762810063077,0.2,0.56,rbf,2,False,0.22050681710243225
pi4,"SVR(C=1, epsilon=1)",0.61,0.06,3.02,pi2,0.74,-0.12608194064060863,0.3289350918878766,0.2,0.79,rbf,2,False,0.22050681710243225
pi2,"SVR(C=10, epsilon=2, kernel='linear')",0.24,0.17,5.25,pi4,0.63,-0.39210880183921604,0.10566636279178188,0.2,0.56,linear,2,False,0.22050681710243225
pi4,"SVR(C=1, epsilon=1, kernel='linear')",0.11,0.08,4.6,pi2,0.1,0.2036596089855024,0.23698586787266585,0.2,0.79,linear,2,False,0.22050681710243225
pi2,SVR(),0.95,0.06,1.11,pi4,2.46,-1.5097450048329843,0.9871695399309433,0.31,0.37,rbf,3,False,0.303801566362381
pi4,SVR(C=10),0.99,0.04,1.28,pi2,0.55,0.43604830356294777,0.9463762888873791,0.31,0.45,rbf,3,False,0.303801566362381
pi2,SVR(kernel='linear'),0.95,0.03,1.56,pi4,0.03,0.91321832049094,0.9849700725730027,0.31,0.37,linear,3,False,0.303801566362381
pi4,"SVR(C=0.1, kernel='linear')",0.98,0.03,4.15,pi2,0.07,0.917386416968157,0.9456915254138454,0.31,0.45,linear,3,False,0.303801566362381
