model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,"SVR(C=10, epsilon=0.5)",0.99,0.09,3.77,pi4,0.1,0.8863457788668618,0.9569814317336583,0.15,0.64,rbf,1,False,0.15084950625896454
pi4,"SVR(C=10, epsilon=1)",0.96,0.09,4.48,pi2,0.03,0.9277971984485313,0.9906505752270582,0.15,0.86,rbf,1,False,0.15084950625896454
pi2,"SVR(C=1, epsilon=1, kernel='linear')",0.99,0.07,22.87,pi4,0.08,0.9038734502102757,0.9091017097291264,0.15,0.64,linear,1,False,0.15084950625896454
pi4,"SVR(C=1, epsilon=1, kernel='linear')",0.91,0.15,28.45,pi2,0.07,0.9776727885684539,0.9874176338039768,0.15,0.86,linear,1,False,0.15084950625896454
pi2,"SVR(C=10, epsilon=5)",0.33,0.02,3.12,pi4,0.55,-0.22572623087664545,0.3674606611543496,0.22,0.35,rbf,2,False,0.23510438203811646
pi4,"SVR(C=1, epsilon=2)",0.37,0.08,3.74,pi2,0.46,-0.09250021161370081,0.32880161587019563,0.22,0.78,rbf,2,False,0.23510438203811646
pi2,"SVR(C=0.01, epsilon=2, kernel='linear')",0.19,0.01,4.92,pi4,0.47,-0.2756812228647758,0.03743959016786169,0.22,0.35,linear,2,False,0.23510438203811646
pi4,"SVR(C=0.01, epsilon=2, kernel='linear')",0.04,0.05,4.48,pi2,0.11,0.15131479889023414,0.19333273436846243,0.22,0.78,linear,2,False,0.23510438203811646
pi2,SVR(C=10),0.94,0.04,1.13,pi4,2.78,-1.8387782335043652,0.9896384195764326,0.35,0.28,rbf,3,False,0.35443419218063354
pi4,SVR(C=10),0.99,0.04,1.24,pi2,0.82,0.16562421399331473,0.9429510767217429,0.35,0.43,rbf,3,False,0.35443419218063354
pi2,"SVR(C=0.01, kernel='linear')",0.94,0.02,1.35,pi4,0.03,0.9081249215372879,0.9864881536853056,0.35,0.28,linear,3,False,0.35443419218063354
pi4,"SVR(C=0.1, kernel='linear')",0.99,0.04,4.85,pi2,0.07,0.9127626606269035,0.9411997207153492,0.35,0.43,linear,3,False,0.35443419218063354
