model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,"SVR(C=10, epsilon=0.5)",0.99,0.13,4.17,pi4,0.09,0.8965677253857565,0.964550364433017,0.12,0.67,rbf,1,False,0.12533573806285858
pi4,"SVR(C=10, epsilon=1)",0.96,0.11,4.74,pi2,0.04,0.9211613279174633,0.990344448103905,0.12,0.88,rbf,1,False,0.12533573806285858
pi2,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.99,0.1,40.76,pi4,0.06,0.9246644931462632,0.9251067741090452,0.12,0.67,linear,1,False,0.12533573806285858
pi4,"SVR(C=1, epsilon=1, kernel='linear')",0.93,0.15,32.05,pi2,0.06,0.983345959081227,0.9869433433604377,0.12,0.88,linear,1,False,0.12533573806285858
pi2,"SVR(C=10, epsilon=5)",0.32,0.02,2.97,pi4,0.42,-0.09755285644262868,0.6112669288581126,0.21,0.44,rbf,2,False,0.20661568641662598
pi4,"SVR(C=1, epsilon=1)",0.61,0.06,2.9,pi2,1.17,-0.5548168429072453,0.3203633827475745,0.21,0.8,rbf,2,False,0.20661568641662598
pi3,"SVR(C=1, epsilon=2)",0.46,0.02,2.6,pi5,0.35,0.11391615545675415,0.8793950251691519,0.21,1.0,rbf,2,False,0.20661568641662598
pi5,SVR(C=10),0.88,0.13,2.06,pi3,0.8,0.07686401899573159,0.4614802899161642,0.21,0.48,rbf,2,False,0.20661568641662598
pi2,"SVR(C=0.1, epsilon=1, kernel='linear')",0.22,0.03,5.63,pi4,0.35,-0.12531606247879745,0.14840695164378903,0.21,0.44,linear,2,False,0.20661568641662598
pi4,"SVR(C=0.01, epsilon=5, kernel='linear')",0.15,0.01,3.83,pi2,0.0,0.1471069177310016,0.22022427673575873,0.21,0.8,linear,2,False,0.20661568641662598
pi3,"SVR(C=1, epsilon=2, kernel='linear')",0.37,0.04,5.91,pi5,0.26,0.6249321947954425,0.7657289510932982,0.21,1.0,linear,2,False,0.20661568641662598
pi5,"SVR(C=0.01, epsilon=1, kernel='linear')",0.77,0.02,4.15,pi3,0.57,0.19869328074355896,0.3652783233696988,0.21,0.48,linear,2,False,0.20661568641662598
pi2,SVR(),0.94,0.06,1.05,pi4,2.74,-1.8004357538472116,0.9870642002704877,0.33,0.31,rbf,3,False,0.3257170617580414
pi4,SVR(C=10),0.99,0.03,1.04,pi2,0.88,0.10853525375798534,0.9399619340749582,0.33,0.43,rbf,3,False,0.3257170617580414
pi2,"SVR(C=0.01, kernel='linear')",0.94,0.02,1.17,pi4,0.02,0.9242185369048422,0.9826869870030434,0.33,0.31,linear,3,False,0.3257170617580414
pi4,SVR(kernel='linear'),0.98,0.08,3.89,pi2,0.07,0.9125411274761711,0.9414343389740644,0.33,0.43,linear,3,False,0.3257170617580414
