model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,"SVR(C=10, epsilon=0.5)",0.99,0.11,3.47,pi4,0.12,0.867134202733708,0.9566003279279582,0.16,0.62,rbf,1,False,0.15437015891075134
pi4,"SVR(C=10, epsilon=0.5)",0.96,0.13,4.43,pi2,0.02,0.9343578621964984,0.9905330083805369,0.16,0.88,rbf,1,False,0.15437015891075134
pi2,"SVR(C=0.01, epsilon=0.5, kernel='linear')",0.99,0.05,23.93,pi4,0.08,0.905577752074355,0.9034442234481016,0.16,0.62,linear,1,False,0.15437015891075134
pi4,"SVR(C=10, epsilon=1, kernel='linear')",0.9,0.61,30.98,pi2,0.08,0.9802430649999427,0.9877529253477872,0.16,0.88,linear,1,False,0.15437015891075134
pi3,"SVR(C=10, epsilon=2)",0.6,0.04,3.47,pi5,1.77,-1.169775465375361,0.9027120773822641,0.22,1.0,rbf,2,False,0.21950137615203857
pi5,SVR(C=10),0.9,0.15,1.87,pi3,0.92,-0.014214920864585867,0.6048928173253103,0.22,0.33,rbf,2,False,0.21950137615203857
pi3,"SVR(C=10, epsilon=2, kernel='linear')",0.44,0.14,5.75,pi5,0.27,0.7123010752584944,0.7930205995164126,0.22,1.0,linear,2,False,0.21950137615203857
pi5,"SVR(C=0.1, epsilon=1, kernel='linear')",0.79,0.01,3.37,pi3,0.49,0.3035531666248078,0.4435191760619037,0.22,0.33,linear,2,False,0.21950137615203857
pi2,SVR(),0.95,0.05,1.06,pi4,2.64,-1.6947555209350145,0.9886781599572546,0.32,0.33,rbf,3,False,0.31718379259109497
pi4,SVR(C=10),0.99,0.04,1.18,pi2,0.6,0.3900531281580091,0.9487472081508896,0.32,0.46,rbf,3,False,0.31718379259109497
pi2,"SVR(C=0.01, kernel='linear')",0.95,0.02,1.08,pi4,0.02,0.9290807471928777,0.9858822270749098,0.32,0.33,linear,3,False,0.31718379259109497
pi4,"SVR(C=10, kernel='linear')",0.99,0.3,3.53,pi2,0.07,0.9153280542437521,0.9462194401833186,0.32,0.46,linear,3,False,0.31718379259109497
