model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,"SVR(C=10, epsilon=0.5)",0.99,0.04,1.35,pi4,0.1,0.8922223306122109,0.9598292966860201,0.15,0.61,rbf,1,False,0.15428748726844788
pi4,"SVR(C=10, epsilon=0.5)",0.96,0.04,1.55,pi2,0.03,0.9325155729900616,0.9902423191405783,0.15,0.88,rbf,1,False,0.15428748726844788
pi2,"SVR(C=10, epsilon=0.5, kernel='linear')",0.99,0.48,9.25,pi4,0.07,0.9148178794339663,0.9145082295693993,0.15,0.61,linear,1,False,0.15428748726844788
pi4,"SVR(C=0.1, epsilon=2, kernel='linear')",0.91,0.02,11.13,pi2,0.07,0.9829853391172074,0.9879068790889414,0.15,0.88,linear,1,False,0.15428748726844788
pi2,"SVR(C=10, epsilon=5)",0.32,0.01,1.57,pi4,0.5,-0.1750704602655606,0.4403461580931839,0.22,0.34,rbf,2,False,0.22252032160758972
pi4,"SVR(C=10, epsilon=1)",0.44,0.08,2.19,pi2,1.04,-0.595717809918312,0.3222795901011818,0.22,0.78,rbf,2,False,0.22252032160758972
pi3,"SVR(C=10, epsilon=2)",0.61,0.02,1.78,pi5,1.22,-0.6119967040384591,0.8768390445046816,0.22,1.0,rbf,2,False,0.22252032160758972
pi5,SVR(C=10),0.88,0.07,1.18,pi3,1.12,-0.24323648692875444,0.608985815420251,0.22,0.4,rbf,2,False,0.22252032160758972
pi2,"SVR(C=0.01, epsilon=1, kernel='linear')",0.19,0.02,3.02,pi4,0.26,-0.06473261767910321,0.05429098791374476,0.22,0.34,linear,2,False,0.22252032160758972
pi4,"SVR(C=0.01, epsilon=2, kernel='linear')",0.05,0.01,2.6,pi2,0.1,0.1526143785227082,0.19283010306959325,0.22,0.78,linear,2,False,0.22252032160758972
pi3,"SVR(C=1, epsilon=0.5, kernel='linear')",0.46,0.04,1.76,pi5,0.01,0.47265506851602346,0.7504289912159036,0.22,1.0,linear,2,False,0.22252032160758972
pi5,"SVR(C=1, epsilon=1, kernel='linear')",0.75,0.02,2.58,pi3,0.46,0.2882061123727857,0.4637003199580244,0.22,0.4,linear,2,False,0.22252032160758972
pi2,SVR(),0.94,0.02,0.51,pi4,2.44,-1.503424428015622,0.9879173632179034,0.32,0.33,rbf,3,False,0.3256468176841736
pi4,SVR(C=10),0.99,0.02,0.39,pi2,0.44,0.546144958568897,0.936305247365427,0.32,0.45,rbf,3,False,0.3256468176841736
pi2,SVR(kernel='linear'),0.94,0.02,0.68,pi4,0.04,0.8963084433014749,0.9839843642786156,0.32,0.33,linear,3,False,0.3256468176841736
pi4,SVR(kernel='linear'),0.98,0.03,1.38,pi2,0.08,0.903373342232591,0.9381741790394001,0.32,0.45,linear,3,False,0.3256468176841736
