model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,"SVR(C=10, epsilon=0.5)",0.99,0.11,3.56,pi4,0.1,0.8880023729169718,0.9548981068772853,0.13,0.63,rbf,1,False,0.13613741099834442
pi4,"SVR(C=10, epsilon=1)",0.95,0.12,4.42,pi2,0.04,0.91778222143651,0.9905272326161207,0.13,0.9,rbf,1,False,0.13613741099834442
pi2,"SVR(C=0.01, epsilon=0.5, kernel='linear')",0.99,0.06,32.83,pi4,0.07,0.913976746896338,0.9109600898186659,0.13,0.63,linear,1,False,0.13613741099834442
pi4,"SVR(C=0.01, epsilon=1, kernel='linear')",0.91,0.04,30.85,pi2,0.07,0.9797921130621495,0.9874341550651631,0.13,0.9,linear,1,False,0.13613741099834442
pi2,"SVR(C=10, epsilon=5)",0.34,0.02,2.98,pi4,0.49,-0.155841065595969,0.4608208581291836,0.22,0.31,rbf,2,False,0.23764267563819885
pi4,"SVR(C=10, epsilon=1)",0.46,0.07,3.71,pi2,0.89,-0.4246863414148867,0.3357344817950634,0.22,0.77,rbf,2,False,0.23764267563819885
pi2,"SVR(C=0.01, epsilon=1, kernel='linear')",0.18,0.02,5.35,pi4,0.26,-0.08252229578458059,0.03439150551054149,0.22,0.31,linear,2,False,0.23764267563819885
pi4,"SVR(C=0.1, epsilon=2, kernel='linear')",0.03,0.07,5.23,pi2,0.11,0.14123923037664865,0.1811265480343799,0.22,0.77,linear,2,False,0.23764267563819885
pi2,SVR(C=10),0.95,0.04,1.22,pi4,3.27,-2.3249183836594045,0.9874957598919272,0.32,0.34,rbf,3,False,0.32918500900268555
pi4,SVR(C=10),0.99,0.04,1.31,pi2,0.76,0.2301210886161018,0.9496823564211211,0.32,0.45,rbf,3,False,0.32918500900268555
pi2,SVR(kernel='linear'),0.95,0.03,1.29,pi4,0.04,0.9070357823323122,0.9840918433694464,0.32,0.34,linear,3,False,0.32918500900268555
pi4,SVR(kernel='linear'),0.98,0.07,4.19,pi2,0.06,0.9208682641119251,0.9484267009948367,0.32,0.45,linear,3,False,0.32918500900268555
