model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,"SVR(C=10, epsilon=0.5)",0.99,0.14,4.01,pi4,0.13,0.8645592743560068,0.9502774473651997,0.15,0.67,rbf,1,False,0.15521745383739471
pi4,"SVR(C=10, epsilon=1)",0.95,0.08,4.31,pi2,0.05,0.9043974046746714,0.9906271151116648,0.15,0.86,rbf,1,False,0.15521745383739471
pi2,"SVR(C=0.1, epsilon=1, kernel='linear')",0.99,0.03,28.0,pi4,0.09,0.8998732334594978,0.8994159836625674,0.15,0.67,linear,1,False,0.15521745383739471
pi4,"SVR(C=0.1, epsilon=2, kernel='linear')",0.9,0.07,32.27,pi2,0.08,0.9772086790855219,0.9873998435253177,0.15,0.86,linear,1,False,0.15521745383739471
pi2,"SVR(C=10, epsilon=5)",0.31,0.02,3.31,pi4,0.35,-0.03771870426415136,0.4211185701683142,0.22,0.33,rbf,2,False,0.2378799021244049
pi4,"SVR(C=10, epsilon=2)",0.42,0.11,4.08,pi2,0.85,-0.4265397026614446,0.31351998759204835,0.22,0.77,rbf,2,False,0.2378799021244049
pi2,"SVR(C=0.01, epsilon=1, kernel='linear')",0.2,0.03,6.16,pi4,0.38,-0.17608607847262503,0.04352824213119322,0.22,0.33,linear,2,False,0.2378799021244049
pi4,"SVR(C=10, epsilon=1, kernel='linear')",0.04,0.15,4.93,pi2,0.12,0.16849840734982724,0.2029186242828972,0.22,0.77,linear,2,False,0.2378799021244049
pi2,SVR(),0.94,0.04,1.03,pi4,2.4,-1.4671587903539431,0.9876725774927325,0.35,0.32,rbf,3,False,0.3520982265472412
pi4,"SVR(C=10, epsilon=0.5)",0.99,0.03,1.24,pi2,0.14,0.8452905690793107,0.9369433410057869,0.35,0.41,rbf,3,False,0.3520982265472412
pi2,"SVR(C=0.01, kernel='linear')",0.94,0.02,1.19,pi4,0.02,0.9169031239823338,0.9863588521298633,0.35,0.32,linear,3,False,0.3520982265472412
pi4,SVR(kernel='linear'),0.99,0.08,3.65,pi2,0.08,0.9111717432821563,0.9370980177362247,0.35,0.41,linear,3,False,0.3520982265472412
