model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.3,4.86,pi4,0.09,0.9034005827210333,0.9611426075772507,0.14,0.66,rbf,1,False,0.13678285479545593
pi4,"SVR(C=10, epsilon=0.5)",0.96,0.14,5.6,pi2,0.02,0.9419600032280925,0.9903467253133108,0.14,0.9,rbf,1,False,0.13678285479545593
pi2,"SVR(C=10, epsilon=0.5, kernel='linear')",0.99,3.73,32.94,pi4,0.06,0.923677566453269,0.9225990922172336,0.14,0.66,linear,1,False,0.13678285479545593
pi4,"SVR(C=10, epsilon=2, kernel='linear')",0.92,0.86,38.35,pi2,0.06,0.9783767121034859,0.9881442171823324,0.14,0.9,linear,1,False,0.13678285479545593
pi2,"SVR(C=10, epsilon=5)",0.32,0.02,2.8,pi4,0.54,-0.22319936491596737,0.4896438233707122,0.22,0.27,rbf,2,False,0.2111859917640686
pi4,"SVR(C=10, epsilon=1)",0.49,0.08,3.72,pi2,1.21,-0.7221696730601603,0.31869269564211855,0.22,0.79,rbf,2,False,0.2111859917640686
pi3,"SVR(C=10, epsilon=2)",0.57,0.03,3.36,pi5,2.05,-1.4729087698306245,0.6853859770688797,0.21,1.0,rbf,2,False,0.2111859917640686
pi5,SVR(),0.69,0.12,2.24,pi3,0.82,-0.13523885159160565,0.5727251007085716,0.21,0.55,rbf,2,False,0.2111859917640686
pi2,"SVR(C=1, epsilon=2, kernel='linear')",0.21,0.05,5.15,pi4,0.53,-0.3193744601990032,0.04500568536673488,0.22,0.27,linear,2,False,0.2111859917640686
pi4,"SVR(C=1, epsilon=2, kernel='linear')",0.05,0.09,4.91,pi2,0.11,0.15486663286343216,0.21382605143461442,0.22,0.79,linear,2,False,0.2111859917640686
pi3,"SVR(C=0.01, epsilon=2, kernel='linear')",0.43,0.01,6.33,pi5,0.02,0.45139278045745235,0.5983749131221754,0.21,1.0,linear,2,False,0.2111859917640686
pi5,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.6,0.03,4.03,pi3,0.4,0.19550649995571068,0.43439456972958423,0.21,0.55,linear,2,False,0.2111859917640686
pi2,SVR(),0.95,0.07,1.07,pi4,2.79,-1.8393828503461997,0.9878252636586132,0.34,0.27,rbf,3,False,0.33269697427749634
pi4,SVR(C=10),0.99,0.1,1.53,pi2,0.62,0.3635178077496034,0.9479726639179669,0.34,0.43,rbf,3,False,0.33269697427749634
pi2,SVR(kernel='linear'),0.95,0.03,1.28,pi4,0.13,0.820679483958596,0.9845142717588368,0.34,0.27,linear,3,False,0.33269697427749634
pi4,SVR(kernel='linear'),0.98,0.07,3.04,pi2,0.07,0.9184949461176002,0.9491556684591794,0.34,0.43,linear,3,False,0.33269697427749634
