model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,"SVR(C=10, epsilon=0.5)",0.99,0.14,3.64,pi4,0.12,0.8724306279235248,0.9523065360683973,0.15,0.63,rbf,1,False,0.15054820477962494
pi4,"SVR(C=10, epsilon=1)",0.95,0.1,4.15,pi2,0.05,0.9004520705738416,0.9909984017426843,0.15,0.87,rbf,1,False,0.15054820477962494
pi2,"SVR(C=1, epsilon=0.5, kernel='linear')",0.99,0.23,26.48,pi4,0.08,0.9065053726828549,0.9035970325452827,0.15,0.63,linear,1,False,0.15054820477962494
pi4,"SVR(C=10, epsilon=1, kernel='linear')",0.9,1.12,30.68,pi2,0.08,0.9851718600231166,0.9880490534942112,0.15,0.87,linear,1,False,0.15054820477962494
pi3,SVR(),0.57,0.17,2.46,pi5,0.13,0.4388327425035006,0.8624053839985331,0.19,1.0,rbf,2,False,0.1944490671157837
pi5,SVR(),0.86,0.1,2.03,pi3,1.01,-0.14866933967217366,0.5699449460974577,0.19,0.55,rbf,2,False,0.1944490671157837
pi3,"SVR(C=1, epsilon=1, kernel='linear')",0.53,0.07,5.59,pi5,0.08,0.6120266401291599,0.7494295226977805,0.19,1.0,linear,2,False,0.1944490671157837
pi5,"SVR(C=10, epsilon=0.5, kernel='linear')",0.75,0.16,4.14,pi3,0.5,0.2512745252962235,0.5290996672514325,0.19,0.55,linear,2,False,0.1944490671157837
pi2,SVR(C=10),0.94,0.04,1.02,pi4,2.66,-1.7206592734923327,0.9887431093190232,0.34,0.31,rbf,3,False,0.33915841579437256
pi4,"SVR(C=10, epsilon=0.5)",0.99,0.03,1.24,pi2,0.17,0.8221428153484299,0.937119335018852,0.34,0.41,rbf,3,False,0.33915841579437256
pi2,"SVR(C=10, epsilon=0.5, kernel='linear')",0.94,0.05,1.35,pi4,0.0,0.9342486139374742,0.9862304510851239,0.34,0.31,linear,3,False,0.33915841579437256
pi4,"SVR(C=10, epsilon=0.5, kernel='linear')",0.99,0.17,3.89,pi2,0.09,0.8954707086569913,0.9379660623307627,0.34,0.41,linear,3,False,0.33915841579437256
