model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,"SVR(C=10, epsilon=0.5)",0.99,0.11,4.16,pi4,0.09,0.8956614674358611,0.9582408727719363,0.11,0.71,rbf,1,False,0.11535853147506714
pi4,"SVR(C=10, epsilon=1)",0.96,0.08,3.94,pi2,0.02,0.9338903453954777,0.9903876404957116,0.11,0.89,rbf,1,False,0.11535853147506714
pi2,"SVR(C=0.01, epsilon=0.5, kernel='linear')",0.99,0.06,28.63,pi4,0.07,0.9211615105075334,0.9212296952819256,0.11,0.71,linear,1,False,0.11535853147506714
pi4,"SVR(C=0.1, epsilon=2, kernel='linear')",0.92,0.05,38.23,pi2,0.06,0.9829473941127332,0.9873715285754138,0.11,0.89,linear,1,False,0.11535853147506714
pi2,"SVR(C=10, epsilon=5)",0.33,0.02,2.68,pi4,0.41,-0.08015919000008331,0.38792495123412374,0.21,0.33,rbf,2,False,0.20387494564056396
pi4,"SVR(C=10, epsilon=2)",0.39,0.08,3.78,pi2,0.92,-0.531489511719319,0.33001954280569634,0.21,0.72,rbf,2,False,0.20387494564056396
pi3,SVR(),0.64,0.1,2.36,pi5,0.28,0.3598528018071816,0.6685685921788853,0.2,1.0,rbf,2,False,0.20387494564056396
pi5,SVR(),0.67,0.1,2.01,pi3,1.31,-0.6436374432323659,0.6368738959428459,0.2,0.65,rbf,2,False,0.20387494564056396
pi2,"SVR(C=0.1, epsilon=2, kernel='linear')",0.21,0.02,4.98,pi4,0.64,-0.4271336791527245,0.008843087165989916,0.21,0.33,linear,2,False,0.20387494564056396
pi4,"SVR(C=0.1, epsilon=2, kernel='linear')",0.01,0.05,4.12,pi2,0.16,0.17356614410685223,0.21191713049491512,0.21,0.72,linear,2,False,0.20387494564056396
pi3,"SVR(C=10, epsilon=2, kernel='linear')",0.58,0.05,3.92,pi5,0.08,0.5046093832255472,0.5705767869870568,0.2,1.0,linear,2,False,0.20387494564056396
pi5,"SVR(C=1, epsilon=0.5, kernel='linear')",0.57,0.07,3.84,pi3,0.33,0.2385009501651637,0.5828462501642862,0.2,0.65,linear,2,False,0.20387494564056396
pi2,SVR(),0.94,0.03,0.95,pi4,2.31,-1.3702903303323621,0.9872345853228626,0.35,0.33,rbf,3,False,0.3539985418319702
pi4,"SVR(C=10, epsilon=0.5)",0.99,0.02,1.01,pi2,0.18,0.8048930254606017,0.9388882180155889,0.35,0.43,rbf,3,False,0.3539985418319702
pi2,"SVR(C=0.01, kernel='linear')",0.94,0.02,1.13,pi4,0.01,0.9322532801140111,0.9866993609539206,0.35,0.33,linear,3,False,0.3539985418319702
pi4,SVR(kernel='linear'),0.99,0.05,2.6,pi2,0.08,0.9050943691282544,0.9380453523444344,0.35,0.43,linear,3,False,0.3539985418319702
