model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,"SVR(C=10, epsilon=0.5)",0.99,0.06,2.1,pi4,0.11,0.8857478488871169,0.9528751428518312,0.17,0.59,rbf,1,False,0.1686502993106842
pi4,"SVR(C=10, epsilon=1)",0.95,0.03,2.16,pi2,0.03,0.9215489098014787,0.9919583514588527,0.17,0.83,rbf,1,False,0.1686502993106842
pi2,"SVR(C=1, epsilon=0.5, kernel='linear')",0.99,0.06,7.83,pi4,0.08,0.9099234934759681,0.9103982733616016,0.17,0.59,linear,1,False,0.1686502993106842
pi4,"SVR(C=1, epsilon=1, kernel='linear')",0.91,0.12,18.38,pi2,0.07,0.9809970849398995,0.9886168474575292,0.17,0.83,linear,1,False,0.1686502993106842
pi2,"SVR(C=10, epsilon=5)",0.33,0.01,1.81,pi4,0.43,-0.09995867728035002,0.5447438449224598,0.2,0.32,rbf,2,False,0.23268762230873108
pi4,"SVR(C=10, epsilon=1)",0.54,0.03,1.7,pi2,0.92,-0.37227225857541235,0.3342658535436187,0.2,0.72,rbf,2,False,0.23268762230873108
pi2,"SVR(C=0.1, epsilon=2, kernel='linear')",0.21,0.02,2.8,pi4,0.64,-0.42844865559721934,0.09887348558702624,0.2,0.32,linear,2,False,0.23268762230873108
pi4,"SVR(C=10, epsilon=2, kernel='linear')",0.1,0.08,2.4,pi2,0.08,0.17688204357801107,0.20875838908410638,0.2,0.72,linear,2,False,0.23268762230873108
pi2,SVR(C=10),0.94,0.02,0.51,pi4,2.33,-1.3931135478283552,0.9898474878394676,0.34,0.33,rbf,3,False,0.33410242199897766
pi4,"SVR(C=10, epsilon=0.5)",0.99,0.01,0.74,pi2,0.15,0.8437956112891241,0.9352459831833771,0.34,0.43,rbf,3,False,0.33410242199897766
pi2,"SVR(C=0.01, kernel='linear')",0.93,0.02,0.73,pi4,0.0,0.9323261182788208,0.9877765858046064,0.34,0.33,linear,3,False,0.33410242199897766
pi4,"SVR(C=1, epsilon=1, kernel='linear')",0.99,0.02,1.71,pi2,0.1,0.8881955368989735,0.9347149861589057,0.34,0.43,linear,3,False,0.33410242199897766
