model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.22,3.96,pi4,0.1,0.8909391952862122,0.957174821103245,0.14,0.62,rbf,1,False,0.13670554757118225
pi4,"SVR(C=10, epsilon=1)",0.96,0.1,4.69,pi2,0.04,0.9175680811066391,0.9915476461003335,0.14,0.87,rbf,1,False,0.13670554757118225
pi2,"SVR(C=0.01, epsilon=0.5, kernel='linear')",0.99,0.06,30.18,pi4,0.07,0.9225401990186886,0.9205478546886716,0.14,0.62,linear,1,False,0.13670554757118225
pi4,"SVR(C=0.01, epsilon=2, kernel='linear')",0.92,0.06,35.17,pi2,0.06,0.9830867895903141,0.988481960131274,0.14,0.87,linear,1,False,0.13670554757118225
pi2,"SVR(C=10, epsilon=5)",0.35,0.02,3.41,pi4,0.5,-0.14418071449519032,0.4887936226394761,0.19,0.48,rbf,2,False,0.19400981068611145
pi4,"SVR(C=10, epsilon=1)",0.49,0.08,3.8,pi2,1.13,-0.638078296314144,0.35118003467578984,0.19,0.79,rbf,2,False,0.19400981068611145
pi3,SVR(),0.51,0.12,3.19,pi5,0.11,0.40254166353243725,0.7477431993482452,0.19,1.0,rbf,2,False,0.19400981068611145
pi5,SVR(),0.75,0.12,2.33,pi3,1.26,-0.5108001131679658,0.5088356931235338,0.19,0.58,rbf,2,False,0.19400981068611145
pi2,"SVR(C=10, epsilon=2, kernel='linear')",0.22,0.15,7.21,pi4,0.47,-0.2540716383533157,0.06812840947077736,0.19,0.48,linear,2,False,0.19400981068611145
pi4,"SVR(C=0.1, epsilon=2, kernel='linear')",0.07,0.06,4.38,pi2,0.08,0.1480611434025697,0.21604528552848934,0.19,0.79,linear,2,False,0.19400981068611145
pi3,"SVR(C=1, epsilon=1, kernel='linear')",0.47,0.06,5.09,pi5,0.05,0.5244668886562092,0.647007979388464,0.19,1.0,linear,2,False,0.19400981068611145
pi5,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.65,0.03,5.03,pi3,0.53,0.11442464314319112,0.4699606405347889,0.19,0.58,linear,2,False,0.19400981068611145
pi2,SVR(C=10),0.94,0.04,1.06,pi4,2.42,-1.482616547972626,0.9860684385991851,0.34,0.32,rbf,3,False,0.3425362706184387
pi4,SVR(C=10),0.99,0.04,1.1,pi2,0.62,0.36294703357757596,0.9388319447879828,0.34,0.42,rbf,3,False,0.3425362706184387
pi2,SVR(kernel='linear'),0.94,0.04,1.24,pi4,0.01,0.9300445752846814,0.9831508754987694,0.34,0.32,linear,3,False,0.3425362706184387
pi4,"SVR(C=0.01, kernel='linear')",0.98,0.02,3.2,pi2,0.06,0.9215964299298447,0.9383893357666645,0.34,0.42,linear,3,False,0.3425362706184387
