model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,"SVR(C=10, epsilon=0.5)",0.99,0.11,3.49,pi4,0.1,0.8898770648238155,0.9622179919663818,0.15,0.62,rbf,1,False,0.15216583013534546
pi4,"SVR(C=10, epsilon=0.5)",0.96,0.18,4.58,pi2,0.02,0.9428037686915663,0.9902412895832025,0.15,0.88,rbf,1,False,0.15216583013534546
pi2,"SVR(C=10, epsilon=0.5, kernel='linear')",0.99,2.62,30.45,pi4,0.07,0.9194650152825585,0.9200650806079474,0.15,0.62,linear,1,False,0.15216583013534546
pi4,"SVR(C=0.01, epsilon=1, kernel='linear')",0.92,0.05,34.12,pi2,0.06,0.9787019948573575,0.9872580173680294,0.15,0.88,linear,1,False,0.15216583013534546
pi2,"SVR(C=10, epsilon=2)",0.31,0.03,2.86,pi4,0.16,0.15679571508298717,0.4533962352496408,0.21,0.33,rbf,2,False,0.2214992642402649
pi4,"SVR(C=10, epsilon=2)",0.45,0.08,3.97,pi2,0.79,-0.33960150814900114,0.3126294469356723,0.21,0.72,rbf,2,False,0.2214992642402649
pi2,"SVR(C=10, epsilon=1, kernel='linear')",0.21,0.08,6.16,pi4,0.34,-0.12893420829136293,0.04710873737048782,0.21,0.33,linear,2,False,0.2214992642402649
pi4,"SVR(C=1, epsilon=2, kernel='linear')",0.05,0.09,4.97,pi2,0.11,0.1549896674068315,0.21070918950326067,0.21,0.72,linear,2,False,0.2214992642402649
pi2,SVR(),0.93,0.05,1.03,pi4,2.62,-1.6889259036164375,0.9878311640859428,0.35,0.31,rbf,3,False,0.35899490118026733
pi4,SVR(C=10),0.99,0.04,1.28,pi2,0.82,0.16512488081858367,0.9346441927767879,0.35,0.42,rbf,3,False,0.35899490118026733
pi2,"SVR(C=0.01, kernel='linear')",0.94,0.02,1.37,pi4,0.01,0.9271744739366247,0.9845240321380496,0.35,0.31,linear,3,False,0.35899490118026733
pi4,SVR(kernel='linear'),0.98,0.07,3.34,pi2,0.08,0.9055527854389653,0.9358011586889796,0.35,0.42,linear,3,False,0.35899490118026733
