model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.21,4.31,pi4,0.09,0.8998415944695061,0.960136075712676,0.14,0.64,rbf,1,False,0.1404557228088379
pi4,"SVR(C=10, epsilon=0.5)",0.96,0.19,8.98,pi2,0.01,0.9485875349039565,0.9910041509070477,0.14,0.94,rbf,1,False,0.1404557228088379
pi2,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.99,0.08,33.58,pi4,0.07,0.9212747478282025,0.9234256211100824,0.14,0.64,linear,1,False,0.1404557228088379
pi4,"SVR(C=1, epsilon=1, kernel='linear')",0.92,0.14,29.72,pi2,0.06,0.9785735958605043,0.988764512976333,0.14,0.94,linear,1,False,0.1404557228088379
pi3,"SVR(C=1, epsilon=2)",0.45,0.03,2.69,pi5,0.49,-0.048103651738170106,0.8749358746265017,0.18,1.0,rbf,2,False,0.16999435424804688
pi5,SVR(C=10),0.87,0.12,2.15,pi3,0.97,-0.09902576110611672,0.44590901684768514,0.18,0.46,rbf,2,False,0.16999435424804688
pi3,"SVR(C=0.1, epsilon=2, kernel='linear')",0.36,0.02,6.96,pi5,0.11,0.4719990993223462,0.7401365378861775,0.18,1.0,linear,2,False,0.16999435424804688
pi5,"SVR(C=10, epsilon=0.5, kernel='linear')",0.74,0.23,5.16,pi3,0.61,0.13003862973860214,0.36068743664797875,0.18,0.46,linear,2,False,0.16999435424804688
pi2,SVR(),0.94,0.04,1.12,pi4,2.6,-1.658959647369858,0.9873485205141046,0.34,0.29,rbf,3,False,0.3373486399650574
pi4,SVR(C=10),0.99,0.04,1.24,pi2,1.16,-0.17580638261973047,0.9387197985807443,0.34,0.42,rbf,3,False,0.3373486399650574
pi2,SVR(kernel='linear'),0.93,0.03,1.16,pi4,0.12,0.8190782592822329,0.9840148524918808,0.34,0.29,linear,3,False,0.3373486399650574
pi4,SVR(kernel='linear'),0.98,0.12,3.86,pi2,0.08,0.9048349141840971,0.9347609849535321,0.34,0.42,linear,3,False,0.3373486399650574
