model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,"SVR(C=10, epsilon=0.5)",0.99,0.12,4.65,pi4,0.11,0.8809058838101311,0.9523738291318223,0.15,0.62,rbf,1,False,0.1510378122329712
pi4,"SVR(C=10, epsilon=1)",0.95,0.1,5.05,pi2,0.03,0.9264650648305232,0.9907020633598018,0.15,0.87,rbf,1,False,0.1510378122329712
pi2,"SVR(C=1, epsilon=0.5, kernel='linear')",0.99,0.45,28.2,pi4,0.09,0.9017582366134654,0.9024588487001524,0.15,0.62,linear,1,False,0.1510378122329712
pi4,"SVR(C=1, epsilon=1, kernel='linear')",0.9,0.24,25.3,pi2,0.08,0.9779445709419871,0.9875455712408002,0.15,0.87,linear,1,False,0.1510378122329712
pi2,"SVR(C=10, epsilon=5)",0.33,0.02,3.03,pi4,0.48,-0.14691387116136823,0.5297662225577753,0.2,0.36,rbf,2,False,0.23830971121788025
pi4,"SVR(C=10, epsilon=2)",0.53,0.08,3.74,pi2,1.02,-0.49180323031997264,0.332261506402463,0.2,0.73,rbf,2,False,0.23830971121788025
pi2,"SVR(C=0.01, epsilon=1, kernel='linear')",0.19,0.02,5.43,pi4,0.2,-0.00561589928424544,0.09147386008760594,0.2,0.36,linear,2,False,0.23830971121788025
pi4,"SVR(C=1, epsilon=2, kernel='linear')",0.09,0.12,4.84,pi2,0.09,0.17938632377884178,0.19013187955067623,0.2,0.73,linear,2,False,0.23830971121788025
pi2,SVR(),0.94,0.06,1.12,pi4,2.44,-1.5005395667924697,0.9877465150558356,0.33,0.3,rbf,3,False,0.32792985439300537
pi4,SVR(C=10),0.99,0.04,1.33,pi2,0.56,0.42286968831598837,0.9408322015774666,0.33,0.45,rbf,3,False,0.32792985439300537
pi2,SVR(kernel='linear'),0.94,0.03,1.4,pi4,0.02,0.9196444973461378,0.9843950848833823,0.33,0.3,linear,3,False,0.32792985439300537
pi4,SVR(kernel='linear'),0.98,0.07,3.6,pi2,0.08,0.9074200324535977,0.9401929564739148,0.33,0.45,linear,3,False,0.32792985439300537
