model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,"SVR(C=10, epsilon=0.5)",0.99,0.11,3.73,pi4,0.14,0.8461876469101168,0.9568637659199881,0.13,0.63,rbf,1,False,0.13220548629760742
pi4,"SVR(C=10, epsilon=1)",0.96,0.08,4.41,pi2,0.03,0.9287236853908876,0.990908584968013,0.13,0.83,rbf,1,False,0.13220548629760742
pi2,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.99,0.09,33.77,pi4,0.1,0.8916607678160824,0.8947418062157444,0.13,0.63,linear,1,False,0.13220548629760742
pi4,"SVR(C=0.1, epsilon=1, kernel='linear')",0.89,0.09,26.86,pi2,0.07,0.9650555125812902,0.9882466607134364,0.13,0.83,linear,1,False,0.13220548629760742
pi2,"SVR(C=10, epsilon=5)",0.33,0.02,3.24,pi4,0.43,-0.09943631447431156,0.4393660022983059,0.21,0.44,rbf,2,False,0.2376002073287964
pi4,"SVR(C=1, epsilon=1)",0.44,0.09,4.18,pi2,0.85,-0.4076420398810341,0.3316178848285968,0.21,0.79,rbf,2,False,0.2376002073287964
pi2,"SVR(C=0.1, epsilon=2, kernel='linear')",0.22,0.02,5.67,pi4,0.6,-0.37952718023002885,0.04537549699610244,0.21,0.44,linear,2,False,0.2376002073287964
pi4,"SVR(C=0.01, epsilon=2, kernel='linear')",0.05,0.05,4.88,pi2,0.11,0.15717036648645555,0.21971408238857437,0.21,0.79,linear,2,False,0.2376002073287964
pi2,SVR(),0.94,0.05,1.02,pi4,2.66,-1.725332972456397,0.9872556517817153,0.3,0.29,rbf,3,False,0.2969650328159332
pi4,"SVR(C=10, epsilon=0.5)",0.99,0.02,1.15,pi2,0.97,0.018498480345232826,0.9361869412284767,0.3,0.56,rbf,3,False,0.2969650328159332
pi2,"SVR(C=0.01, kernel='linear')",0.93,0.02,1.04,pi4,0.03,0.9015310804834952,0.9846263351177126,0.3,0.29,linear,3,False,0.2969650328159332
pi4,SVR(kernel='linear'),0.98,0.07,3.93,pi2,0.09,0.8923463177819723,0.9314927974141267,0.3,0.56,linear,3,False,0.2969650328159332
