model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,"SVR(C=10, epsilon=5)",0.34,0.02,2.73,pi4,0.52,-0.18516914894823633,0.6148546149203646,0.23,0.34,rbf,2,False,0.24159637093544006
pi4,"SVR(C=1, epsilon=1)",0.61,0.06,3.1,pi2,1.07,-0.45431178126552396,0.3369343597520773,0.23,0.79,rbf,2,False,0.24159637093544006
pi3,SVR(),0.67,0.14,3.2,pi5,0.18,0.48574923836393846,0.8775563085394652,0.25,1.0,rbf,2,False,0.24159637093544006
pi5,SVR(C=10),0.88,0.12,1.95,pi3,1.14,-0.26361598096263483,0.667088847124877,0.25,0.41,rbf,2,False,0.24159637093544006
pi2,"SVR(C=1, epsilon=2, kernel='linear')",0.21,0.04,4.89,pi4,0.75,-0.5388456785833788,0.08463958824531093,0.23,0.34,linear,2,False,0.24159637093544006
pi4,"SVR(C=10, epsilon=2, kernel='linear')",0.08,0.19,4.31,pi2,0.09,0.17431920506560428,0.20759832744068496,0.23,0.79,linear,2,False,0.24159637093544006
pi3,"SVR(C=0.01, epsilon=2, kernel='linear')",0.58,0.02,5.89,pi5,0.12,0.7021947072803028,0.7586219600522024,0.25,1.0,linear,2,False,0.24159637093544006
pi5,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.76,0.03,4.33,pi3,0.28,0.4801146232543948,0.5808640620083196,0.25,0.41,linear,2,False,0.24159637093544006
pi2,SVR(C=10),0.95,0.04,1.2,pi4,3.24,-2.2927260754581535,0.9853595188064511,0.34,0.31,rbf,3,False,0.34116947650909424
pi4,"SVR(C=10, epsilon=0.5)",0.99,0.03,1.29,pi2,0.18,0.8060794735770352,0.951516298872029,0.34,0.43,rbf,3,False,0.34116947650909424
pi2,"SVR(C=0.01, kernel='linear')",0.95,0.02,1.39,pi4,0.04,0.9049509759357425,0.9827457572304644,0.34,0.31,linear,3,False,0.34116947650909424
pi4,SVR(kernel='linear'),0.98,0.07,3.06,pi2,0.06,0.9220505680693861,0.9476485186241549,0.34,0.43,linear,3,False,0.34116947650909424
