model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.22,4.29,pi4,0.08,0.9101180415233112,0.9593432964710265,0.16,0.6,rbf,1,False,0.16682104766368866
pi4,"SVR(C=10, epsilon=0.5)",0.96,0.13,4.58,pi2,0.01,0.9476238289620068,0.991955468591496,0.16,0.85,rbf,1,False,0.16682104766368866
pi2,"SVR(C=0.01, epsilon=0.5, kernel='linear')",0.99,0.07,31.04,pi4,0.07,0.9230883063709092,0.920029888534523,0.16,0.6,linear,1,False,0.16682104766368866
pi4,"SVR(C=10, epsilon=1, kernel='linear')",0.92,0.76,35.24,pi2,0.06,0.9821882475527651,0.9894466542655835,0.16,0.85,linear,1,False,0.16682104766368866
pi3,"SVR(C=10, epsilon=2)",0.49,0.03,2.79,pi5,1.18,-0.6866085698505955,0.8930450291555904,0.18,1.0,rbf,2,False,0.17716890573501587
pi5,SVR(C=10),0.89,0.13,2.06,pi3,0.92,-0.02551417620300933,0.4913318839107459,0.18,0.61,rbf,2,False,0.17716890573501587
pi3,"SVR(C=0.1, epsilon=2, kernel='linear')",0.36,0.02,6.85,pi5,0.14,0.49718601403815943,0.7773769514028576,0.18,1.0,linear,2,False,0.17716890573501587
pi5,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.78,0.05,7.25,pi3,0.66,0.11480296323439398,0.35590413138603794,0.18,0.61,linear,2,False,0.17716890573501587
pi2,SVR(),0.94,0.04,1.0,pi4,2.8,-1.8646099216696057,0.986477283856497,0.36,0.28,rbf,3,False,0.35771608352661133
pi4,"SVR(C=10, epsilon=0.5)",0.99,0.02,1.15,pi2,1.33,-0.34223631338742,0.938212615877431,0.36,0.43,rbf,3,False,0.35771608352661133
pi2,"SVR(C=0.01, kernel='linear')",0.94,0.02,1.34,pi4,0.01,0.9287909521099885,0.9846876971598455,0.36,0.28,linear,3,False,0.35771608352661133
pi4,SVR(kernel='linear'),0.98,0.08,3.83,pi2,0.08,0.9041741331604691,0.9371300404296254,0.36,0.43,linear,3,False,0.35771608352661133
