model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,"SVR(C=10, epsilon=0.5)",0.99,0.13,4.09,pi4,0.09,0.9001189185188563,0.964999506873489,0.15,0.63,rbf,1,False,0.1485036164522171
pi4,"SVR(C=10, epsilon=0.5)",0.96,0.11,5.11,pi2,0.02,0.9424982489945739,0.9899672259900272,0.15,0.88,rbf,1,False,0.1485036164522171
pi2,"SVR(C=0.01, epsilon=0.5, kernel='linear')",0.99,0.05,30.78,pi4,0.06,0.9249279070296154,0.9258809483534846,0.15,0.63,linear,1,False,0.1485036164522171
pi4,"SVR(C=10, epsilon=2, kernel='linear')",0.93,0.64,37.78,pi2,0.06,0.9816779105061386,0.9870572919245962,0.15,0.88,linear,1,False,0.1485036164522171
pi2,"SVR(C=10, epsilon=5)",0.33,0.02,2.84,pi4,0.5,-0.1626389737319145,0.62578779824301,0.21,0.42,rbf,2,False,0.21510261297225952
pi4,"SVR(C=1, epsilon=1)",0.63,0.07,3.29,pi2,1.0,-0.3777238081153904,0.33304002893270246,0.21,0.81,rbf,2,False,0.21510261297225952
pi3,SVR(),0.66,0.13,3.12,pi5,0.26,0.3958356128034086,0.7606789937844125,0.22,1.0,rbf,2,False,0.21510261297225952
pi5,"SVR(C=1, epsilon=1)",0.76,0.02,2.14,pi3,1.19,-0.4250901663003115,0.6592894152298391,0.22,0.51,rbf,2,False,0.21510261297225952
pi2,"SVR(C=0.1, epsilon=2, kernel='linear')",0.21,0.02,5.47,pi4,0.52,-0.30807749498162496,0.15288029431434147,0.21,0.42,linear,2,False,0.21510261297225952
pi4,"SVR(C=0.01, epsilon=5, kernel='linear')",0.15,0.01,4.02,pi2,0.05,0.1990139336493728,0.21021357542012953,0.21,0.81,linear,2,False,0.21510261297225952
pi3,"SVR(C=0.01, epsilon=2, kernel='linear')",0.55,0.02,5.64,pi5,0.04,0.59473920013425,0.643246222608229,0.22,1.0,linear,2,False,0.21510261297225952
pi5,"SVR(C=10, epsilon=0.5, kernel='linear')",0.64,0.13,4.75,pi3,0.18,0.4637038889217189,0.5534932590361639,0.22,0.51,linear,2,False,0.21510261297225952
pi2,SVR(),0.94,0.06,1.12,pi4,2.61,-1.6712515184807986,0.9861151507471924,0.32,0.33,rbf,3,False,0.3312901258468628
pi4,"SVR(C=10, epsilon=0.5)",0.99,0.02,1.36,pi2,0.1,0.890613280273073,0.9434798327226063,0.32,0.45,rbf,3,False,0.3312901258468628
pi2,"SVR(C=0.01, kernel='linear')",0.94,0.02,1.18,pi4,0.02,0.9250503624969744,0.9824635514074053,0.32,0.33,linear,3,False,0.3312901258468628
pi4,"SVR(C=10, kernel='linear')",0.98,0.46,3.7,pi2,0.07,0.9115465375470325,0.940708257605439,0.32,0.45,linear,3,False,0.3312901258468628
