model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.13,1.55,pi4,0.1,0.8864920514517757,0.9558902720868333,0.17,0.56,rbf,1,False,0.16711002588272095
pi4,"SVR(C=10, epsilon=1)",0.96,0.06,2.64,pi2,0.03,0.9247321801760291,0.9910356090664102,0.17,0.89,rbf,1,False,0.16711002588272095
pi2,"SVR(C=1, epsilon=0.5, kernel='linear')",0.99,0.08,10.33,pi4,0.07,0.9146599424082251,0.9144396257197311,0.17,0.56,linear,1,False,0.16711002588272095
pi4,"SVR(C=0.01, epsilon=1, kernel='linear')",0.91,0.02,14.95,pi2,0.07,0.9818180977475931,0.9884047406828813,0.17,0.89,linear,1,False,0.16711002588272095
pi2,"SVR(C=10, epsilon=5)",0.33,0.01,2.01,pi4,0.48,-0.14742441757000235,0.5280000687772829,0.22,0.35,rbf,2,False,0.23195254802703857
pi4,"SVR(C=10, epsilon=2)",0.53,0.03,2.51,pi2,0.92,-0.3943792911299444,0.3342453726018203,0.22,0.76,rbf,2,False,0.23195254802703857
pi2,"SVR(C=0.01, epsilon=1, kernel='linear')",0.18,0.01,2.91,pi4,0.2,-0.016361535383628167,0.08064062523180726,0.22,0.35,linear,2,False,0.23195254802703857
pi4,"SVR(C=0.1, epsilon=2, kernel='linear')",0.08,0.04,2.37,pi2,0.08,0.15761715219051942,0.18005299568029454,0.22,0.76,linear,2,False,0.23195254802703857
pi2,SVR(),0.94,0.02,0.54,pi4,2.63,-1.691352831566057,0.9868016165085517,0.34,0.3,rbf,3,False,0.35072022676467896
pi4,"SVR(C=10, epsilon=0.5)",0.99,0.01,0.76,pi2,0.2,0.7901787346377642,0.940525854663475,0.34,0.44,rbf,3,False,0.35072022676467896
pi2,"SVR(C=10, kernel='linear')",0.94,0.09,0.79,pi4,0.04,0.8992910310847139,0.9828877656991435,0.34,0.3,linear,3,False,0.35072022676467896
pi4,SVR(kernel='linear'),0.98,0.04,1.65,pi2,0.07,0.9145129848319725,0.9380829232206285,0.34,0.44,linear,3,False,0.35072022676467896
