model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,"SVR(C=10, epsilon=0.5)",0.99,0.12,3.86,pi4,0.11,0.8762752721545354,0.9581486135535375,0.14,0.63,rbf,1,False,0.14428503811359406
pi4,"SVR(C=10, epsilon=0.5)",0.96,0.13,4.53,pi2,0.02,0.9403947807702198,0.9905729991093057,0.14,0.9,rbf,1,False,0.14428503811359406
pi2,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.99,0.09,26.21,pi4,0.07,0.9157788178260906,0.9171790701741218,0.14,0.63,linear,1,False,0.14428503811359406
pi4,"SVR(C=10, epsilon=2, kernel='linear')",0.92,0.58,26.66,pi2,0.07,0.9825127907836846,0.9879587462454358,0.14,0.9,linear,1,False,0.14428503811359406
pi3,SVR(),0.61,0.12,2.46,pi5,0.25,0.3582208043219225,0.6871456075070279,0.19,1.0,rbf,2,False,0.18292087316513062
pi5,"SVR(C=1, epsilon=0.5)",0.69,0.05,2.11,pi3,0.97,-0.27796424822485544,0.6051980473499828,0.19,0.57,rbf,2,False,0.18292087316513062
pi3,"SVR(C=0.1, epsilon=1, kernel='linear')",0.57,0.03,5.78,pi5,0.08,0.49157038018157806,0.5801519371863643,0.19,1.0,linear,2,False,0.18292087316513062
pi5,"SVR(C=10, epsilon=0.5, kernel='linear')",0.58,0.19,3.98,pi3,0.27,0.3100012945777576,0.5673203019758706,0.19,0.57,linear,2,False,0.18292087316513062
pi2,SVR(),0.94,0.07,1.07,pi4,2.56,-1.6201991654901633,0.9896548263165414,0.34,0.31,rbf,3,False,0.3479997217655182
pi4,SVR(C=10),0.99,0.04,1.09,pi2,1.11,-0.1194605471929664,0.940177202487694,0.34,0.43,rbf,3,False,0.3479997217655182
pi2,SVR(kernel='linear'),0.94,0.03,1.18,pi4,0.02,0.9199810219190732,0.9857022616865289,0.34,0.31,linear,3,False,0.3479997217655182
pi4,SVR(kernel='linear'),0.99,0.07,4.48,pi2,0.08,0.9091151253565827,0.9414424220691158,0.34,0.43,linear,3,False,0.3479997217655182
