model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,"SVR(C=10, epsilon=0.5)",0.99,0.1,3.83,pi4,0.1,0.8867186822815346,0.9583841637576395,0.12,0.7,rbf,1,False,0.11964792013168335
pi4,"SVR(C=10, epsilon=0.5)",0.96,0.11,4.33,pi2,0.02,0.9335732299193095,0.9883719338562615,0.12,0.91,rbf,1,False,0.11964792013168335
pi2,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.99,0.08,24.84,pi4,0.07,0.9171305258755404,0.918060100684343,0.12,0.7,linear,1,False,0.11964792013168335
pi4,"SVR(C=10, epsilon=1, kernel='linear')",0.92,0.54,37.21,pi2,0.05,0.9729407263803617,0.9853079968846289,0.12,0.91,linear,1,False,0.11964792013168335
pi3,"SVR(C=1, epsilon=2)",0.52,0.03,2.68,pi5,0.96,-0.43952331488449214,0.24131464298676397,0.17,0.97,rbf,2,False,0.17538446187973022
pi5,"SVR(C=10, epsilon=1)",0.24,0.03,2.34,pi3,0.34,-0.10149055485001623,0.5169482017935527,0.17,0.55,rbf,2,False,0.17538446187973022
pi3,"SVR(C=0.01, epsilon=2, kernel='linear')",0.36,0.02,6.42,pi5,0.27,0.09324328176769436,0.11573305245143839,0.17,0.97,linear,2,False,0.17538446187973022
pi5,"SVR(C=0.01, epsilon=0.5, kernel='linear')",0.12,0.03,4.96,pi3,0.17,0.2821105905083803,0.3604343853519567,0.17,0.55,linear,2,False,0.17538446187973022
pi2,SVR(),0.95,0.06,1.24,pi4,2.46,-1.5106239899232259,0.9888426971809962,0.31,0.36,rbf,3,False,0.30692821741104126
pi4,SVR(C=10),0.99,0.04,1.17,pi2,0.56,0.4313051382107119,0.9470408126660845,0.31,0.44,rbf,3,False,0.30692821741104126
pi2,"SVR(C=0.1, kernel='linear')",0.95,0.03,1.53,pi4,0.02,0.9253399051622265,0.98754483958611,0.31,0.36,linear,3,False,0.30692821741104126
pi4,SVR(kernel='linear'),0.99,0.08,3.58,pi2,0.06,0.923039135953587,0.9476982355056806,0.31,0.44,linear,3,False,0.30692821741104126
