model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.21,3.57,pi4,0.11,0.8830300833899948,0.955572972967467,0.15,0.58,rbf,1,False,0.15576167404651642
pi4,"SVR(C=10, epsilon=0.5)",0.96,0.13,4.56,pi2,0.02,0.9353527297535308,0.9895703220916291,0.15,0.93,rbf,1,False,0.15576167404651642
pi2,"SVR(C=10, epsilon=0.5, kernel='linear')",0.99,3.15,31.55,pi4,0.07,0.9153401911895328,0.9139453091297276,0.15,0.58,linear,1,False,0.15576167404651642
pi4,"SVR(C=0.01, epsilon=1, kernel='linear')",0.91,0.05,35.74,pi2,0.07,0.9800627550062755,0.9868849459037122,0.15,0.93,linear,1,False,0.15576167404651642
pi2,"SVR(C=10, epsilon=5)",0.31,0.02,2.81,pi4,0.44,-0.12388759587070064,0.5276914210303492,0.22,0.34,rbf,2,False,0.22807475924491882
pi4,"SVR(C=10, epsilon=1)",0.53,0.09,3.63,pi2,1.25,-0.7267499989867521,0.31380757677777027,0.22,0.78,rbf,2,False,0.22807475924491882
pi3,SVR(),0.73,0.13,3.07,pi5,0.29,0.44161495970179676,0.8363584643954691,0.24,1.0,rbf,2,False,0.22807475924491882
pi5,SVR(C=10),0.84,0.11,1.86,pi3,1.24,-0.401443253581552,0.732351288271683,0.24,0.58,rbf,2,False,0.22807475924491882
pi2,"SVR(C=0.1, epsilon=1, kernel='linear')",0.19,0.02,5.17,pi4,0.23,-0.04537849258523918,0.06100039092477161,0.22,0.34,linear,2,False,0.22807475924491882
pi4,"SVR(C=10, epsilon=2, kernel='linear')",0.06,0.19,4.54,pi2,0.12,0.17947496527393747,0.18697147168216388,0.22,0.78,linear,2,False,0.22807475924491882
pi3,"SVR(C=10, epsilon=2, kernel='linear')",0.62,0.12,5.87,pi5,0.05,0.6747870496079742,0.7437475379111292,0.24,1.0,linear,2,False,0.22807475924491882
pi5,"SVR(C=10, epsilon=0.5, kernel='linear')",0.74,0.19,5.02,pi3,0.26,0.48705974609718694,0.6228933814342892,0.24,0.58,linear,2,False,0.22807475924491882
pi2,SVR(C=10),0.95,0.04,1.09,pi4,2.88,-1.9307119976865477,0.9883728986636959,0.33,0.31,rbf,3,False,0.34574222564697266
pi4,SVR(C=10),0.99,0.04,1.14,pi2,0.53,0.4627269676585579,0.9453936270154278,0.33,0.45,rbf,3,False,0.34574222564697266
pi2,"SVR(C=0.01, kernel='linear')",0.94,0.02,1.38,pi4,0.01,0.9315438414862375,0.9852758254547641,0.33,0.31,linear,3,False,0.34574222564697266
pi4,SVR(kernel='linear'),0.99,0.18,7.05,pi2,0.06,0.9277481854261941,0.9428840532366469,0.33,0.45,linear,3,False,0.34574222564697266
