model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,"SVR(C=10, epsilon=0.5)",0.99,0.1,3.88,pi4,0.11,0.8788341905751116,0.9510708888810464,0.16,0.57,rbf,1,False,0.15896444022655487
pi4,"SVR(C=10, epsilon=1)",0.95,0.13,4.78,pi2,0.04,0.9075953691159215,0.99088917083009,0.16,0.86,rbf,1,False,0.15896444022655487
pi2,"SVR(C=0.1, kernel='linear')",0.99,0.15,27.95,pi4,0.07,0.9130765510222989,0.9085051311693001,0.16,0.57,linear,1,False,0.15896444022655487
pi4,"SVR(C=1, epsilon=1, kernel='linear')",0.91,0.18,36.83,pi2,0.07,0.9795408399543523,0.9879461318094879,0.16,0.86,linear,1,False,0.15896444022655487
pi2,"SVR(C=10, epsilon=5)",0.33,0.02,2.92,pi4,0.45,-0.121826828806604,0.4307661781004857,0.22,0.43,rbf,2,False,0.21962186694145203
pi4,"SVR(C=10, epsilon=1)",0.43,0.1,3.92,pi2,1.01,-0.5779837130461578,0.3316889983865702,0.22,0.73,rbf,2,False,0.21962186694145203
pi3,SVR(),0.7,0.16,3.31,pi5,0.29,0.40650034090230824,0.8887910278026814,0.22,1.0,rbf,2,False,0.21962186694145203
pi5,SVR(),0.89,0.12,2.22,pi3,1.41,-0.5163177956736729,0.6985232905438519,0.22,0.51,rbf,2,False,0.21962186694145203
pi2,"SVR(C=10, epsilon=2, kernel='linear')",0.22,0.15,4.85,pi4,0.65,-0.4319800000854559,0.041131899980950126,0.22,0.43,linear,2,False,0.21962186694145203
pi4,"SVR(C=0.1, epsilon=2, kernel='linear')",0.04,0.06,4.79,pi2,0.12,0.15908725229364107,0.2229728438524462,0.22,0.73,linear,2,False,0.21962186694145203
pi3,"SVR(C=0.01, epsilon=2, kernel='linear')",0.6,0.02,6.23,pi5,0.06,0.6617904671928151,0.7441493295353778,0.22,1.0,linear,2,False,0.21962186694145203
pi5,"SVR(C=0.1, epsilon=1, kernel='linear')",0.74,0.03,3.83,pi3,0.37,0.3747354562340446,0.5980167731118408,0.22,0.51,linear,2,False,0.21962186694145203
pi2,SVR(),0.94,0.04,1.17,pi4,2.49,-1.5490530647569392,0.9879750336538395,0.34,0.33,rbf,3,False,0.3543906807899475
pi4,SVR(C=10),0.99,0.04,1.32,pi2,0.8,0.1867098553776262,0.9398294513315051,0.34,0.4,rbf,3,False,0.3543906807899475
pi2,"SVR(C=0.01, kernel='linear')",0.94,0.02,1.43,pi4,0.01,0.9352627679476869,0.9852099707670001,0.34,0.33,linear,3,False,0.3543906807899475
pi4,SVR(kernel='linear'),0.99,0.06,4.8,pi2,0.07,0.9129379943152538,0.9414362840155693,0.34,0.4,linear,3,False,0.3543906807899475
