model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,"SVR(C=10, epsilon=0.5)",0.99,0.13,3.87,pi4,0.06,0.9279183358505421,0.9658387579843023,0.11,0.79,rbf,1,False,0.10604284703731537
pi4,"SVR(C=10, epsilon=0.5)",0.97,0.09,3.12,pi2,0.02,0.941691867289831,0.989073186944144,0.11,0.89,rbf,1,False,0.10604284703731537
pi2,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.99,0.11,27.12,pi4,0.04,0.9407264478048213,0.9513686819253339,0.11,0.79,linear,1,False,0.10604284703731537
pi4,"SVR(C=0.01, epsilon=1, kernel='linear')",0.95,0.02,18.65,pi2,0.02,0.9713883993988498,0.9852822750867861,0.11,0.89,linear,1,False,0.10604284703731537
pi2,"SVR(C=10, epsilon=5)",0.33,0.02,2.81,pi4,0.5,-0.16556070253300814,0.4674260461207135,0.21,0.26,rbf,2,False,0.22354117035865784
pi4,"SVR(C=10, epsilon=1)",0.47,0.08,3.68,pi2,1.04,-0.5756253401549347,0.3332498112819725,0.21,0.73,rbf,2,False,0.22354117035865784
pi3,SVR(),0.68,0.15,3.32,pi5,0.23,0.44769314156750695,0.8870589188442235,0.23,1.0,rbf,2,False,0.22354117035865784
pi5,SVR(C=10),0.89,0.12,2.05,pi3,1.04,-0.15593143236827145,0.6794430584435385,0.23,0.41,rbf,2,False,0.22354117035865784
pi2,"SVR(C=0.1, epsilon=2, kernel='linear')",0.21,0.02,4.58,pi4,0.57,-0.35859369937508645,0.02877948272528752,0.21,0.26,linear,2,False,0.22354117035865784
pi4,"SVR(C=10, epsilon=2, kernel='linear')",0.03,0.22,4.26,pi2,0.12,0.15289042832913746,0.21220075690192286,0.21,0.73,linear,2,False,0.22354117035865784
pi3,"SVR(C=1, epsilon=2, kernel='linear')",0.58,0.04,6.88,pi5,0.14,0.7177871817526645,0.7864724705323158,0.23,1.0,linear,2,False,0.22354117035865784
pi5,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.79,0.04,6.68,pi3,0.34,0.44780069375244136,0.5787180462737369,0.23,0.41,linear,2,False,0.22354117035865784
pi2,SVR(C=10),0.94,0.05,1.33,pi4,2.28,-1.3381389300579447,0.9874945197965745,0.33,0.34,rbf,3,False,0.32291311025619507
pi4,"SVR(C=10, epsilon=0.5)",0.99,0.03,1.64,pi2,0.16,0.8267816310777321,0.9392366948070455,0.33,0.43,rbf,3,False,0.32291311025619507
pi2,SVR(kernel='linear'),0.94,0.03,1.15,pi4,0.01,0.9266759009453135,0.9858093325463959,0.33,0.34,linear,3,False,0.32291311025619507
pi4,SVR(kernel='linear'),0.99,0.07,3.93,pi2,0.08,0.9093858431319956,0.9385129818297651,0.33,0.43,linear,3,False,0.32291311025619507
