model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.22,3.78,pi4,0.11,0.8823533913248832,0.9578604683039416,0.18,0.58,rbf,1,False,0.17751042544841766
pi4,"SVR(C=10, epsilon=1)",0.96,0.09,4.69,pi2,0.03,0.9296067347175705,0.9909750154903897,0.18,0.92,rbf,1,False,0.17751042544841766
pi2,"SVR(C=0.01, epsilon=0.5, kernel='linear')",0.99,0.05,30.24,pi4,0.07,0.9150567764704827,0.9123001111262894,0.18,0.58,linear,1,False,0.17751042544841766
pi4,"SVR(C=10, epsilon=1, kernel='linear')",0.91,0.67,38.21,pi2,0.07,0.9824648639849269,0.9885839973632123,0.18,0.92,linear,1,False,0.17751042544841766
pi2,"SVR(C=10, epsilon=0.5)",0.24,0.08,3.12,pi4,0.11,0.12478918437971787,0.4620509622821979,0.22,0.32,rbf,2,False,0.23091599345207214
pi4,"SVR(C=1, epsilon=1)",0.46,0.09,3.7,pi2,1.07,-0.6075403711448868,0.2393101922136639,0.22,0.8,rbf,2,False,0.23091599345207214
pi3,"SVR(C=10, epsilon=2)",0.64,0.05,3.59,pi5,1.48,-0.8445973465211964,0.887442587797153,0.24,1.0,rbf,2,False,0.23091599345207214
pi5,SVR(),0.89,0.11,2.21,pi3,1.07,-0.18635937036574646,0.6391741898799798,0.24,0.32,rbf,2,False,0.23091599345207214
pi2,"SVR(C=0.01, epsilon=1, kernel='linear')",0.2,0.02,6.42,pi4,0.22,-0.017779635038477126,0.03523029139391676,0.22,0.32,linear,2,False,0.23091599345207214
pi4,"SVR(C=1, epsilon=5, kernel='linear')",0.04,0.02,4.8,pi2,0.08,0.1174567849281295,0.20048877999115933,0.22,0.8,linear,2,False,0.23091599345207214
pi3,"SVR(C=1, epsilon=2, kernel='linear')",0.49,0.06,6.02,pi5,0.16,0.6579842792300119,0.7744523296181565,0.24,1.0,linear,2,False,0.23091599345207214
pi5,"SVR(C=0.1, epsilon=1, kernel='linear')",0.77,0.03,5.92,pi3,0.4,0.3750113355306778,0.4948206827118081,0.24,0.32,linear,2,False,0.23091599345207214
pi2,SVR(),0.94,0.07,1.16,pi4,2.38,-1.4402116512614231,0.988921901148833,0.3,0.36,rbf,3,False,0.28856539726257324
pi4,SVR(C=10),0.99,0.04,1.23,pi2,0.69,0.29876212454420203,0.9441703278985097,0.3,0.47,rbf,3,False,0.28856539726257324
pi2,SVR(kernel='linear'),0.94,0.04,1.29,pi4,0.01,0.9277180851231115,0.9877982590267138,0.3,0.36,linear,3,False,0.28856539726257324
pi4,SVR(kernel='linear'),0.99,0.06,3.47,pi2,0.07,0.9139221553722296,0.9426703887542804,0.3,0.47,linear,3,False,0.28856539726257324
