model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.2,4.05,pi4,0.09,0.8965216694320195,0.954743006373544,0.14,0.62,rbf,1,False,0.1439550220966339
pi4,"SVR(C=10, epsilon=0.5)",0.95,0.13,5.4,pi2,0.02,0.9375294413421116,0.9893980843083823,0.14,0.86,rbf,1,False,0.1439550220966339
pi2,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.99,0.11,28.64,pi4,0.07,0.9192905305986382,0.9186369251711596,0.14,0.62,linear,1,False,0.1439550220966339
pi4,"SVR(C=0.01, epsilon=1, kernel='linear')",0.92,0.05,42.81,pi2,0.06,0.9784537696340346,0.9866885164238299,0.14,0.86,linear,1,False,0.1439550220966339
pi2,"SVR(C=10, epsilon=2)",0.32,0.03,2.96,pi4,0.23,0.08641938930405557,0.5473365113663923,0.2,0.51,rbf,2,False,0.22775545716285706
pi4,"SVR(C=10, epsilon=2)",0.55,0.06,3.25,pi2,1.04,-0.4907612952086089,0.3159916710275842,0.2,0.79,rbf,2,False,0.22775545716285706
pi2,"SVR(C=10, epsilon=2, kernel='linear')",0.22,0.2,5.66,pi4,0.7,-0.48788931914581024,0.09372443487402182,0.2,0.51,linear,2,False,0.22775545716285706
pi4,"SVR(C=0.1, epsilon=5, kernel='linear')",0.09,0.01,3.94,pi2,0.08,0.1758750930048013,0.21598126484375435,0.2,0.79,linear,2,False,0.22775545716285706
pi2,SVR(C=10),0.94,0.04,1.01,pi4,2.38,-1.4411925648073405,0.9869179020294664,0.35,0.28,rbf,3,False,0.3517867922782898
pi4,SVR(C=10),0.99,0.04,1.08,pi2,0.97,0.019304774662646906,0.942120521289798,0.35,0.43,rbf,3,False,0.3517867922782898
pi2,"SVR(C=1, epsilon=1, kernel='linear')",0.94,0.0,1.07,pi4,0.12,0.8183218335565103,0.9839958914024786,0.35,0.28,linear,3,False,0.3517867922782898
pi4,SVR(kernel='linear'),0.98,0.09,3.15,pi2,0.08,0.907964016062029,0.9393589579514089,0.35,0.43,linear,3,False,0.3517867922782898
