model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.21,3.64,pi4,0.11,0.8799695110357563,0.955018435697736,0.18,0.42,rbf,1,False,0.1843372881412506
pi4,"SVR(C=10, epsilon=1)",0.96,0.09,5.12,pi2,0.04,0.9127153008582011,0.9904427787129835,0.18,0.87,rbf,1,False,0.1843372881412506
pi2,"SVR(C=10, epsilon=0.5, kernel='linear')",0.99,1.64,24.54,pi4,0.08,0.912633683135207,0.9103433067378908,0.18,0.42,linear,1,False,0.1843372881412506
pi4,"SVR(C=0.01, epsilon=1, kernel='linear')",0.91,0.05,41.61,pi2,0.07,0.9771709520748703,0.9876777327601025,0.18,0.87,linear,1,False,0.1843372881412506
pi2,"SVR(C=10, epsilon=5)",0.33,0.02,2.84,pi4,0.52,-0.18619076704522897,0.5978652893602174,0.22,0.31,rbf,2,False,0.21528750658035278
pi4,"SVR(C=1, epsilon=1)",0.6,0.07,3.13,pi2,0.99,-0.39537918066223576,0.329351182533248,0.22,0.79,rbf,2,False,0.21528750658035278
pi3,SVR(),0.6,0.12,2.53,pi5,0.12,0.475428949717544,0.8837465327027205,0.21,1.0,rbf,2,False,0.21528750658035278
pi5,SVR(C=10),0.88,0.11,2.11,pi3,1.13,-0.25104810063315575,0.5952344117332157,0.21,0.58,rbf,2,False,0.21528750658035278
pi2,"SVR(C=1, epsilon=2, kernel='linear')",0.2,0.04,5.39,pi4,0.61,-0.4082272784161387,0.1139331633746049,0.22,0.31,linear,2,False,0.21528750658035278
pi4,"SVR(C=10, epsilon=2, kernel='linear')",0.11,0.18,4.11,pi2,0.06,0.1718234782161343,0.19704028505029147,0.22,0.79,linear,2,False,0.21528750658035278
pi3,"SVR(C=10, epsilon=1, kernel='linear')",0.55,0.16,6.01,pi5,0.05,0.6061295344715596,0.7546927329857169,0.21,1.0,linear,2,False,0.21528750658035278
pi5,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.75,0.04,4.65,pi3,0.55,0.20204673319275512,0.5541286223553141,0.21,0.58,linear,2,False,0.21528750658035278
pi2,SVR(C=10),0.94,0.04,1.13,pi4,2.64,-1.6996353268224076,0.9882899164460118,0.33,0.32,rbf,3,False,0.33993828296661377
pi4,SVR(C=10),0.99,0.05,1.27,pi2,0.91,0.0829973204756822,0.9424408830116343,0.33,0.45,rbf,3,False,0.33993828296661377
pi2,SVR(kernel='linear'),0.94,0.03,1.26,pi4,0.11,0.8360388746944383,0.9852650221912431,0.33,0.32,linear,3,False,0.33993828296661377
pi4,"SVR(C=10, epsilon=0.5, kernel='linear')",0.99,0.23,3.53,pi2,0.09,0.8969508044503234,0.9431022673529778,0.33,0.45,linear,3,False,0.33993828296661377
