model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.07,1.45,pi4,0.1,0.8967252176292395,0.9579526578842893,0.12,0.65,rbf,1,False,0.11307676136493683
pi4,"SVR(C=10, epsilon=1)",0.96,0.03,1.56,pi2,0.02,0.9417535783415761,0.9917284976418228,0.12,0.9,rbf,1,False,0.11307676136493683
pi2,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.99,0.03,8.84,pi4,0.07,0.921516367740974,0.9224800863462388,0.12,0.65,linear,1,False,0.11307676136493683
pi4,"SVR(C=0.01, epsilon=1, kernel='linear')",0.92,0.01,12.18,pi2,0.06,0.9807053738807018,0.9892720937118217,0.12,0.9,linear,1,False,0.11307676136493683
pi2,"SVR(C=10, epsilon=2)",0.28,0.01,1.4,pi4,0.27,0.016657106776467145,0.5314974704475159,0.22,0.3,rbf,2,False,0.23158994317054749
pi4,"SVR(C=10, epsilon=1)",0.53,0.03,1.63,pi2,1.44,-0.9133392888278293,0.28380949846670434,0.22,0.8,rbf,2,False,0.23158994317054749
pi2,"SVR(C=0.1, epsilon=1, kernel='linear')",0.21,0.01,2.66,pi4,0.48,-0.26956143105449204,0.08011815092913377,0.22,0.3,linear,2,False,0.23158994317054749
pi4,"SVR(C=0.01, epsilon=2, kernel='linear')",0.08,0.02,1.86,pi2,0.07,0.1489056111518141,0.21052215264347696,0.22,0.8,linear,2,False,0.23158994317054749
pi2,"SVR(C=1, epsilon=0.5)",0.94,0.01,0.51,pi4,2.66,-1.725001417024124,0.9880467080444744,0.37,0.29,rbf,3,False,0.37295061349868774
pi4,"SVR(C=10, epsilon=0.5)",0.99,0.01,0.5,pi2,1.61,-0.6217401604020989,0.9372040804115445,0.37,0.4,rbf,3,False,0.37295061349868774
pi2,"SVR(C=0.01, kernel='linear')",0.94,0.01,0.55,pi4,0.02,0.9239955963769578,0.9848268168763297,0.37,0.29,linear,3,False,0.37295061349868774
pi4,SVR(kernel='linear'),0.98,0.03,1.48,pi2,0.07,0.9100235800440406,0.9392834832553729,0.37,0.4,linear,3,False,0.37295061349868774
