model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.23,4.01,pi4,0.07,0.9173183694814167,0.956730041940644,0.14,0.63,rbf,1,False,0.14437414705753326
pi4,"SVR(C=10, epsilon=0.5)",0.96,0.14,4.45,pi2,0.01,0.9496320167627653,0.9890381962696714,0.14,0.9,rbf,1,False,0.14437414705753326
pi2,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.99,0.08,27.28,pi4,0.06,0.9288522083636497,0.9306999542286889,0.14,0.63,linear,1,False,0.14437414705753326
pi4,"SVR(C=1, epsilon=1, kernel='linear')",0.93,0.15,32.48,pi2,0.05,0.9773696281474118,0.9859459253474174,0.14,0.9,linear,1,False,0.14437414705753326
pi3,SVR(),0.6,0.16,2.77,pi5,0.25,0.3424171859607047,0.8599975725636362,0.19,1.0,rbf,2,False,0.18954771757125854
pi5,SVR(C=10),0.86,0.13,2.01,pi3,1.21,-0.34815819593687514,0.5965720044797524,0.19,0.26,rbf,2,False,0.18954771757125854
pi3,"SVR(C=0.1, epsilon=1, kernel='linear')",0.55,0.03,5.01,pi5,0.01,0.5597000721659455,0.7339034209357693,0.19,1.0,linear,2,False,0.18954771757125854
pi5,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.73,0.04,4.02,pi3,0.54,0.19781768594169646,0.5508488539780028,0.19,0.26,linear,2,False,0.18954771757125854
pi2,SVR(C=10),0.94,0.06,1.3,pi4,2.95,-2.002069661669787,0.9878822167708009,0.31,0.34,rbf,3,False,0.3086111843585968
pi4,"SVR(C=10, epsilon=0.5)",0.99,0.03,1.22,pi2,0.15,0.8340503278843645,0.9442870284565563,0.31,0.46,rbf,3,False,0.3086111843585968
pi2,"SVR(C=0.01, kernel='linear')",0.95,0.02,1.28,pi4,0.02,0.9254764795538168,0.9856224598753849,0.31,0.34,linear,3,False,0.3086111843585968
pi4,"SVR(C=10, epsilon=0.5, kernel='linear')",0.99,0.14,3.65,pi2,0.08,0.9066055509058166,0.9459253944427763,0.31,0.46,linear,3,False,0.3086111843585968
