model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.21,3.81,pi4,0.1,0.8862441091155706,0.9533816479127105,0.17,0.58,rbf,1,False,0.1711881458759308
pi4,"SVR(C=10, epsilon=1)",0.95,0.11,4.91,pi2,0.03,0.9205509648630397,0.9911547191514646,0.17,0.94,rbf,1,False,0.1711881458759308
pi2,"SVR(C=1, epsilon=0.5, kernel='linear')",0.99,0.53,45.22,pi4,0.07,0.9154701968507339,0.9159670957613834,0.17,0.58,linear,1,False,0.1711881458759308
pi4,"SVR(C=10, epsilon=2, kernel='linear')",0.92,0.8,36.35,pi2,0.07,0.9837574975634167,0.9884239479865106,0.17,0.94,linear,1,False,0.1711881458759308
pi3,"SVR(C=10, epsilon=2)",0.53,0.03,2.78,pi5,1.11,-0.5728453730355831,0.3278710465842174,0.17,0.97,rbf,2,False,0.17079532146453857
pi5,"SVR(C=10, epsilon=1)",0.33,0.05,2.51,pi3,0.2,0.13139209800924767,0.5339848086179557,0.17,0.66,rbf,2,False,0.17079532146453857
pi3,"SVR(C=10, epsilon=2, kernel='linear')",0.34,0.08,5.62,pi5,0.16,0.18416869853901785,0.2132709531311403,0.17,0.97,linear,2,False,0.17079532146453857
pi5,SVR(kernel='linear'),0.21,0.14,7.63,pi3,0.04,0.17415506125052627,0.3433324732693229,0.17,0.66,linear,2,False,0.17079532146453857
pi2,SVR(),0.94,0.07,1.76,pi4,2.5,-1.5577455193838254,0.9857050223680995,0.34,0.31,rbf,3,False,0.3295210599899292
pi4,"SVR(C=10, epsilon=0.5)",0.99,0.03,1.41,pi2,0.18,0.8036100480755968,0.9379525383948935,0.34,0.44,rbf,3,False,0.3295210599899292
pi2,"SVR(C=0.01, kernel='linear')",0.94,0.02,1.44,pi4,0.01,0.9251898868795835,0.98215390109993,0.34,0.31,linear,3,False,0.3295210599899292
pi4,SVR(kernel='linear'),0.98,0.06,2.63,pi2,0.08,0.9070560748759262,0.9391199345254171,0.34,0.44,linear,3,False,0.3295210599899292
