model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,"SVR(C=10, epsilon=0.5)",0.99,0.13,3.75,pi4,0.08,0.9086274895687203,0.9626682248712142,0.14,0.68,rbf,1,False,0.13785773515701294
pi4,"SVR(C=10, epsilon=0.5)",0.96,0.16,4.96,pi2,0.02,0.9393365917611843,0.9904844968828426,0.14,0.89,rbf,1,False,0.13785773515701294
pi2,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.99,0.09,22.9,pi4,0.06,0.9242564192105872,0.925007074827203,0.14,0.68,linear,1,False,0.13785773515701294
pi4,"SVR(C=1, epsilon=2, kernel='linear')",0.93,0.12,28.59,pi2,0.06,0.9834591559894271,0.9890411422169044,0.14,0.89,linear,1,False,0.13785773515701294
pi3,SVR(),0.55,0.14,3.06,pi5,0.13,0.4229304515799105,0.8553537301292167,0.19,1.0,rbf,2,False,0.18575429916381836
pi5,SVR(C=10),0.86,0.11,1.95,pi3,1.23,-0.3705189881366555,0.5489113368066545,0.19,0.56,rbf,2,False,0.18575429916381836
pi3,"SVR(C=1, epsilon=1, kernel='linear')",0.52,0.07,7.42,pi5,0.04,0.5661622817574454,0.7376599702684303,0.19,1.0,linear,2,False,0.18575429916381836
pi5,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.74,0.04,4.41,pi3,0.55,0.18413572588792493,0.5228033532255226,0.19,0.56,linear,2,False,0.18575429916381836
pi2,SVR(),0.94,0.07,1.12,pi4,2.67,-1.7327243932514094,0.9898181597703141,0.35,0.31,rbf,3,False,0.35151487588882446
pi4,SVR(C=10),0.99,0.05,1.29,pi2,0.43,0.5576289277248189,0.9385770394791974,0.35,0.42,rbf,3,False,0.35151487588882446
pi2,"SVR(C=0.1, epsilon=0.5, kernel='linear')",0.94,0.01,1.39,pi4,0.0,0.93858580920111,0.9879391807753295,0.35,0.31,linear,3,False,0.35151487588882446
pi4,SVR(kernel='linear'),0.99,0.05,3.34,pi2,0.1,0.8840687355664151,0.9385833091866551,0.35,0.42,linear,3,False,0.35151487588882446
