model_node,model,model_r2,train_time,optimisation_time,test_node,discrepancy,model_r2-d,test_r2,mmd_score,ocsvm_score,kernel,experiment,std,asmmd
pi2,SVR(C=10),0.99,0.22,4.03,pi4,0.11,0.8804964311867453,0.9535639690896017,0.14,0.56,rbf,1,False,0.1416451632976532
pi4,"SVR(C=10, epsilon=0.5)",0.95,0.13,4.87,pi2,0.02,0.9373968123997398,0.9911160037563871,0.14,0.87,rbf,1,False,0.1416451632976532
pi2,"SVR(C=0.01, epsilon=0.5, kernel='linear')",0.99,0.08,37.32,pi4,0.07,0.9143744063333141,0.9114225737773154,0.14,0.56,linear,1,False,0.1416451632976532
pi4,"SVR(C=1, epsilon=1, kernel='linear')",0.91,0.22,36.09,pi2,0.07,0.9807992118370986,0.9880187866202182,0.14,0.87,linear,1,False,0.1416451632976532
pi2,"SVR(C=10, epsilon=5)",0.33,0.02,3.19,pi4,0.46,-0.1297649752619776,0.4541422919107091,0.2,0.34,rbf,2,False,0.20610609650611877
pi4,"SVR(C=10, epsilon=2)",0.45,0.08,4.4,pi2,0.8,-0.34621270886026845,0.3287724541919027,0.2,0.73,rbf,2,False,0.20610609650611877
pi3,SVR(),0.64,0.14,2.94,pi5,0.22,0.41594172703409593,0.6384675555852987,0.21,1.0,rbf,2,False,0.20610609650611877
pi5,SVR(),0.64,0.11,2.37,pi3,1.11,-0.47048503959058774,0.6409403537624049,0.21,0.59,rbf,2,False,0.20610609650611877
pi2,"SVR(C=0.1, epsilon=2, kernel='linear')",0.21,0.02,4.88,pi4,0.63,-0.41884215555486737,0.042628681504710886,0.2,0.34,linear,2,False,0.20610609650611877
pi4,"SVR(C=1, epsilon=2, kernel='linear')",0.04,0.08,4.54,pi2,0.12,0.16096700648081919,0.2111929928657359,0.2,0.73,linear,2,False,0.20610609650611877
pi3,"SVR(C=1, epsilon=1, kernel='linear')",0.58,0.11,6.92,pi5,0.08,0.5029754854510629,0.550801285066372,0.21,1.0,linear,2,False,0.20610609650611877
pi5,SVR(kernel='linear'),0.55,0.1,3.44,pi3,0.03,0.5173961918499271,0.5815768100143546,0.21,0.59,linear,2,False,0.20610609650611877
pi2,SVR(),0.94,0.07,1.2,pi4,2.56,-1.6177977284858258,0.987413725744486,0.31,0.34,rbf,3,False,0.31441009044647217
pi4,"SVR(C=10, epsilon=0.5)",0.99,0.03,1.29,pi2,0.16,0.8269332278208791,0.94379005218226,0.31,0.47,rbf,3,False,0.31441009044647217
pi2,SVR(kernel='linear'),0.94,0.03,1.51,pi4,0.04,0.9074603914625534,0.9852407304129555,0.31,0.34,linear,3,False,0.31441009044647217
pi4,SVR(kernel='linear'),0.99,0.12,3.91,pi2,0.07,0.9184302447514244,0.9447333027770942,0.31,0.47,linear,3,False,0.31441009044647217
